PROV601;Saint Barthélemy;;;;;;;;;;;x
PROV647;Nagyvárad;;;;;;;;;;;x
PROV651;Szatmárnémeti;;;;;;;;;;;x
PROV652;Temesvár;;;;;;;;;;;x
PROV654;Kolozsvár;;;;;;;;;;;x
PROV656;Déva;;;;;;;;;;;x
PROV659;Brassó;;;;;;;;;;;x
PROV660;Csíkszereda;;;;;;;;;;;x
PROV679;Samsun;;;;;;;;;;;x
PROV701;Shetland;;;;;;;;;;;x
PROV725;Imperia;;;;;;;;;;;x
PROV740;Massa-Carrara;;;;;;;;;;;x
PROV745;Livorno;;;;;;;;;;;x
PROV748;Grosseto;;;;;;;;;;;x
PROV753;L'Aquila;;;;;;;;;;;x
PROV758;Lecce;;;;;;;;;;;x
PROV759;Reggio Calabria;;;;;;;;;;;x
PROV769;Kranj;;;;;;;;;;;x
PROV773;Ogulin;;;;;;;;;;;x
PROV774;Gospic;;;;;;;;;;;x
PROV780;Travnik;;;;;;;;;;;x
PROV820;Kozani;;;;;;;;;;;x
PROV821;Serres;;;;;;;;;;;x
PROV823;Drama;;;;;;;;;;;x
PROV824;Ioannina;;;;;;;;;;;x
PROV829;Komotini;;;;;;;;;;;x
PROV833;Trikala;;;;;;;;;;;x
PROV835;Sparta;;;;;;;;;;;x
PROV838;Chalcis;;;;;;;;;;;x
PROV838;Chalcis;;;;;;;;;;;x
PROV839;Tripoli;;;;;;;;;;;x
PROV848;Heraclion;;;;;;;;;;;x
PROV859;Tekirdag;;;;;;;;;;;x
PROV900;Antakya;;;;;;;;;;;x
PROV939;Novogrudok;;;;;;;;;;;x
PROV947;Disna;;;;;;;;;;;x
PROV955;Proskurov;;;;;;;;;;;x
PROV956;Rovno;;;;;;;;;;;x
PROV959;Novograd-Volynsk;;;;;;;;;;;x
PROV961;Cherkasy;;;;;;;;;;;x
PROV965;Kherson;;;;;;;;;;;x
PROV969;Ananyev;;;;;;;;;;;x
PROV970;Elisavetgrad;;;;;;;;;;;x
PROV971;Aleksandriya;;;;;;;;;;;x
PROV974;Pavlograd;;;;;;;;;;;x
PROV975;Lugansk;;;;;;;;;;;x
PROV979;Rostov-on-Don;;;;;;;;;;;x
PROV980;Starobelsk;;;;;;;;;;;x
PROV981;Arkhangelsk;;;;;;;;;;;x
PROV982;Pechenga;;;;;;;;;;;x
PROV983;Pinega;;;;;;;;;;;x
PROV984;Kem;;;;;;;;;;;x
PROV986;Ust-Tsilma;;;;;;;;;;;x
PROV987;Ust-Sysolsk;;;;;;;;;;;x
PROV988;Povenets;;;;;;;;;;;x
PROV990;Veliky Ustiug;;;;;;;;;;;x
PROV991;Totma;;;;;;;;;;;x
PROV993;Vytegra;;;;;;;;;;;x
PROV995;Petrozavodsk;;;;;;;;;;;x
PROV1000;Torzhok;;;;;;;;;;;x
PROV1009;Klin;;;;;;;;;;;x
PROV1015;Kozelsk;;;;;;;;;;;x
PROV1017;Oryol;;;;;;;;;;;x
PROV1019;Voronezh;;;;;;;;;;;x
PROV1020;Nizhny Novgorod;;;;;;;;;;;x
PROV1022;Sudogda;;;;;;;;;;;x
PROV1023;Kostroma;;;;;;;;;;;x
PROV1028;Vyatka;;;;;;;;;;;x
PROV1029;Glazov;;;;;;;;;;;x
PROV1038;Novouzensk;;;;;;;;;;;x
PROV1040;Tsarev;;;;;;;;;;;x
PROV1041;Elista;;;;;;;;;;;x
PROV1043;Buzuluk;;;;;;;;;;;x
PROV1045;Ust-Medveditskaya;;;;;;;;;;;x
PROV1046;Nizhne-Chirskaya;;;;;;;;;;;x
PROV1047;Novocherkassk;;;;;;;;;;;x
PROV1048;Yekaterinodar;;;;;;;;;;;x
PROV1051;Maykop;;;;;;;;;;;x
PROV1053;Khunzakh;;;;;;;;;;;x
PROV1065;Surgut;;;;;;;;;;;x
PROV1068;Biysk;;;;;;;;;;;x
PROV1070;Yeniseysk;;;;;;;;;;;x
PROV1073;Babstovo;;;;;;;;;;;x
PROV1076;Nizhneudinsk;;;;;;;;;;;x
PROV1090;Tiflis;;;;;;;;;;;x
PROV1091;Telavi;;;;;;;;;;;x
PROV1092;Kutais;;;;;;;;;;;x
PROV1096;Batumi;;;;;;;;;;;x
PROV1099;Alexandropol;;;;;;;;;;;x
PROV1100;Goris;;;;;;;;;;;x
PROV1103;Quba;;;;;;;;;;;x
PROV1104;Nukha;;;;;;;;;;;x
PROV1105;Elisavetpol;;;;;;;;;;;x
PROV1106;Shusha;;;;;;;;;;;x
PROV1110;Urmia;;;;;;;;;;;x
PROV1181;Akmolinsk;;;;;;;;;;;x
PROV1183;Aktobe;;;;;;;;;;;x
PROV1184;Kokchetav;;;;;;;;;;;x
PROV1185;Aulie-Ata;;;;;;;;;;;x
PROV1186;Verny;;;;;;;;;;;x
PROV1188;Lepsinsk;;;;;;;;;;;x
PROV1189;Pishpek;;;;;;;;;;;x
PROV1190;Przhevalsk;;;;;;;;;;;x
PROV1193;Perovsk;;;;;;;;;;;x
PROV1194;Fort Alexandrovsky;;;;;;;;;;;x
PROV1197;Chimkent;;;;;;;;;;;x
PROV1201;Khujand;;;;;;;;;;;x
PROV1208;Khorog;;;;;;;;;;;x
PROV1472;Chuzhou;;;;;;;;;;;x
PROV1473;Huangshan;;;;;;;;;;;x
PROV1474;Hefei;;;;;;;;;;;x
PROV1475;Xuancheng;;;;;;;;;;;x
PROV1476;Suzhou;;;;;;;;;;;x
PROV1477;Ma'anshan;;;;;;;;;;;x
PROV1478;Fuyang;;;;;;;;;;;x
PROV1483;Sanming;;;;;;;;;;;x
PROV1486;Longyan;;;;;;;;;;;x
PROV1489;Wudu;;;;;;;;;;;x
PROV1491;Yinchuan;;;;;;;;;;;x
PROV1494;Shantou;;;;;;;;;;;x
PROV1500;Shaoguan;;;;;;;;;;;x
PROV1504;Wuzhou;;;;;;;;;;;x
PROV1507;Kaili;;;;;;;;;;;x
PROV1509;Shangqiu;;;;;;;;;;;x
PROV1512;Zhoukou;;;;;;;;;;;x
PROV1514;Zhumadian;;;;;;;;;;;x
PROV1515;Xinxiang;;;;;;;;;;;x
PROV1516;Xiaogan;;;;;;;;;;;x
PROV1517;Suizhou;;;;;;;;;;;x
PROV1518;Huanggang;;;;;;;;;;;x
PROV1519;Xianning;;;;;;;;;;;x
PROV1521;Yichang;;;;;;;;;;;x
PROV1522;Wuhan;;;;;;;;;;;x
PROV1526;Shaoyang;;;;;;;;;;;x
PROV1527;Chenzhou;;;;;;;;;;;x
PROV1529;Jishou;;;;;;;;;;;x
PROV1533;Tongliao;;;;;;;;;;;x
PROV1534;Xilin Gol;;;;;;;;;;;x
PROV1535;Alxa;;;;;;;;;;;x
PROV1536;Huaiyin;;;;;;;;;;;x
PROV1540;Wuxi;;;;;;;;;;;x
PROV1546;Shangrao;;;;;;;;;;;x
PROV1547;Ji'an;;;;;;;;;;;x
PROV1548;Fuzhou;;;;;;;;;;;x
PROV1551;Jingdezhen;;;;;;;;;;;x
PROV1559;Xi'an;;;;;;;;;;;x
PROV1561;Yan'an;;;;;;;;;;;x
PROV1565;Yantai;;;;;;;;;;;x
PROV1567;Changwei;;;;;;;;;;;x
PROV1568;Tai'an;;;;;;;;;;;x
PROV1569;Zibo;;;;;;;;;;;x
PROV1570;Binzhou;;;;;;;;;;;x
PROV1571;Linyi;;;;;;;;;;;x
PROV1573;Jinzhong;;;;;;;;;;;x
PROV1574;Jincheng;;;;;;;;;;;x
PROV1579;Mianyang;;;;;;;;;;;x
PROV1582;Barkam;;;;;;;;;;;x
PROV1583;Nanchong;;;;;;;;;;;x
PROV1581;Daxian;;;;;;;;;;;x
PROV1586;Kangding;;;;;;;;;;;x
PROV1590;Shannan;;;;;;;;;;;x
PROV1591;Nagqu;;;;;;;;;;;x
PROV1592;Burang;;;;;;;;;;;x
PROV1603;Pu'er;;;;;;;;;;;x
PROV1605;Lishui;;;;;;;;;;;x
PROV1614;Handan;;;;;;;;;;;x
PROV1615;Hengshui;;;;;;;;;;;x
PROV1618;Shijiazhuang;;;;;;;;;;;x
PROV1679;Otsu;;;;;;;;;;;x
PROV2062;Shangluo;;;;;;;;;;;x
PROV2090;Swellendam;;;;;;;;;;;x
PROV2236;Philipsburg;;;;;;;;;;;x
PROV2287;Chachapoyas;;;;;;;;;;;x
PROV2482;Hobart;;;;;;;;;;;x
PROV2498;Albany;;;;;;;;;;;x
PROV2503;Northam;;;;;;;;;;;x
PROV2508;Devonport;;;;;;;;;;;x
PROV2533;Marosvásárhely;;;;;;;;;;;x
PROV2557;Vejle;;;;;;;;;;;x
PROV2561;Marigot;;;;;;;;;;;x
PROV2567;Caserta;;;;;;;;;;;x
PROV2580;Novaya Ladoga;;;;;;;;;;;x
PROV2587;Alexandrovsk;;;;;;;;;;;x
PROV2589;Sumy;;;;;;;;;;;x
PROV2590;Romny;;;;;;;;;;;x
PROV2592;Steinkjer;;;;;;;;;;;x
PROV2596;Tromsø;;;;;;;;;;;x
PROV2598;Cherbourg;;;;;;;;;;;x
PROV2603;Launceston;;;;;;;;;;;x
PROV2605;Bunbury;;;;;;;;;;;x
PROV2606;Karkaraly;;;;;;;;;;;x
PROV2612;Kostanay;;;;;;;;;;;x
PROV2613;Minusinsk;;;;;;;;;;;x
PROV2614;Beyazit;;;;;;;;;;;x
PROV2619;Belebey;;;;;;;;;;;x
PROV2620;Efremov;;;;;;;;;;;x
PROV2622;Turinsk;;;;;;;;;;;x
PROV2625;Nîmes;;;;;;;;;;;x
PROV2632;Ringkøbing;;;;;;;;;;;x
PROV2636;Nykøbing;;;;;;;;;;;x
PROV2639;Arzamas;;;;;;;;;;;x
PROV2642;Yalutorovsk;;;;;;;;;;;x
PROV2643;Kungur;;;;;;;;;;;x
PROV2646;Kuznetsk;;;;;;;;;;;x
PROV2647;Ust-Yansk;;;;;;;;;;;x
PROV2649;Tyukalinsk;;;;;;;;;;;x
PROV2650;Verkholensk;;;;;;;;;;;x
PROV2652;Verkneudinsk;;;;;;;;;;;x
PROV2653;Barguzin;;;;;;;;;;;x
PROV2656;Kansk;;;;;;;;;;;x
PROV2657;Rybinsk;;;;;;;;;;;x
PROV2658;Novozybkov;;;;;;;;;;;x
PROV2660;Ryazhsk;;;;;;;;;;;x
PROV2663;Yichun;;;;;;;;;;;x
PROV2664;Pavlodar;;;;;;;;;;;x
PROV2665;Shatsk;;;;;;;;;;;x
PROV2666;Saransk;;;;;;;;;;;x
PROV2669;Birsk;;;;;;;;;;;x
PROV2671;Tara;;;;;;;;;;;x
PROV2672;Changchun;;;;;;;;;;;x
PROV2674;Ostrogozhsk;;;;;;;;;;;x
PROV2675;Kurgan;;;;;;;;;;;x
PROV2677;Balagansk;;;;;;;;;;;x
PROV2678;Ulaangom;;;;;;;;;;;x
PROV2681;Kuznetsk;;;;;;;;;;;x
PROV2682;Shenkursk;;;;;;;;;;;x
PROV2683;Kainsk;;;;;;;;;;;x
PROV2688;Pavlovsk;;;;;;;;;;;x
PROV2689;Nicobar Islands;;;;;;;;;;;x
PROV2690;Kozlov;;;;;;;;;;;x
PROV2692;Turukhansk;;;;;;;;;;;x
PROV2693;Mariinsk;;;;;;;;;;;x
PROV2694;Selenginsk;;;;;;;;;;;x
PROV2696;Iman;;;;;;;;;;;x
PROV2697;Svobodny;;;;;;;;;;;x
PROV2698;Zmeinogorsk;;;;;;;;;;;x
PROV2699;Butha;;;;;;;;;;;x
PROV2700;Solvychegodsk;;;;;;;;;;;x
PROV2701;Achinsk;;;;;;;;;;;x
PROV2702;Irgiz;;;;;;;;;;;x
PROV2713;Lake Peipus;;;;;;;;;;;x
PROV3249;Lake Khanka;;;;;;;;;;;x
PROV3250;Lake Ilmen;;;;;;;;;;;x
PROV3251;Lake Uvs;;;;;;;;;;;x
PROV3252;Lake Beloye;;;;;;;;;;;x
PROV3253;Lake Chany;;;;;;;;;;;x
PROV3254;Maebashi;;;;;;;;;;;x
PROV3255;Kofu;;;;;;;;;;;x
PROV3256;Gifu;;;;;;;;;;;x
PROV3257;Tsu;;;;;;;;;;;x
PROV3258;Tottori;;;;;;;;;;;x
PROV3259;Oita;;;;;;;;;;;x
PROV3260;Truro;;;;;;;;;;;x
PROV3261;Vesoul;;;;;;;;;;;x
PROV3262;Bourg-en-Bresse;;;;;;;;;;;x
PROV3263;Privas;;;;;;;;;;;x
PROV3264;Le Puy;;;;;;;;;;;x
PROV3265;Nevers;;;;;;;;;;;x
PROV3266;Gap;;;;;;;;;;;x
PROV3267;Albi;;;;;;;;;;;x
PROV3268;Mende;;;;;;;;;;;x
PROV3269;Auch;;;;;;;;;;;x
PROV3270;Tarbes;;;;;;;;;;;x
PROV3271;Niort;;;;;;;;;;;x
PROV3272;Palencia;;;;;;;;;;;x
PROV3273;Nuoro;;;;;;;;;;;x
PROV3274;Lugo;;;;;;;;;;;x
PROV3275;Orense;;;;;;;;;;;x
PROV3276;Braga;;;;;;;;;;;x
PROV3277;Bournemouth;;;;;;;;;;;x
PROV3278;Guildford;;;;;;;;;;;x
PROV3279;Reading;;;;;;;;;;;x
PROV3280;Worcester;;;;;;;;;;;x
PROV3281;Hereford;;;;;;;;;;;x
PROV3282;Kendal;;;;;;;;;;;x
PROV3283;Durham;;;;;;;;;;;x
PROV3284;Boston;;;;;;;;;;;x
PROV3285;Norwich;;;;;;;;;;;x
PROV3286;Northhampton;;;;;;;;;;;x
PROV3287;Buckingham;;;;;;;;;;;x
PROV3288;Cuneo;;;;;;;;;;;x
PROV3289;Pavia;;;;;;;;;;;x
PROV3290;Bakersfield;;;;;;;;;;;x
PROV3291;Stockton;;;;;;;;;;;x
PROV3292;Redding;;;;;;;;;;;x
PROV3293;San Bernardino;;;;;;;;;;;x
PROV3294;San Jose;;;;;;;;;;;x
PROV3295;Chico;;;;;;;;;;;x
PROV3296;Syracuse;;;;;;;;;;;x
PROV3297;Caltanissetta;;;;;;;;;;;x
PROV3298;Agrigento;;;;;;;;;;;x
PROV3299;Trapani;;;;;;;;;;;x
PROV3300;Cosenza;;;;;;;;;;;x
PROV3301;Matera;;;;;;;;;;;x
PROV3302;Avellino;;;;;;;;;;;x
PROV3303;Benevento;;;;;;;;;;;x
PROV3304;Campobasso;;;;;;;;;;;x
PROV3305;Chieti;;;;;;;;;;;x
PROV3306;Teramo;;;;;;;;;;;x
PROV3307;Ascoli Piceno;;;;;;;;;;;x
PROV3308;Macerata;;;;;;;;;;;x
PROV3309;Pesaro-Urbino;;;;;;;;;;;x
PROV3310;Forli;;;;;;;;;;;x
PROV3311;Arezzo;;;;;;;;;;;x
PROV3312;Rovigo;;;;;;;;;;;x
PROV3313;Reggio Emilia;;;;;;;;;;;x
PROV3314;Piacenza;;;;;;;;;;;x
PROV3315;Mantova;;;;;;;;;;;x
PROV3316;Cremona;;;;;;;;;;;x
PROV3317;Como;;;;;;;;;;;x
PROV3318;Sondrio;;;;;;;;;;;x
PROV3319;Vicenza;;;;;;;;;;;x
PROV3320;Belluno;;;;;;;;;;;x
PROV3320;Belluno;;;;;;;;;;;x
PROV3321;Berdyansk;;;;;;;;;;;x
PROV3322;Alyoshki;;;;;;;;;;;x
PROV3323;Perekop;;;;;;;;;;;x
PROV3324;Yevpatoria;;;;;;;;;;;x
PROV3325;Tiraspol;;;;;;;;;;;x
PROV3326;Novomoskovsk;;;;;;;;;;;x
PROV3327;Verkhnodniprovsk;;;;;;;;;;;x
PROV3328;Bakhmut;;;;;;;;;;;x
PROV3329;Alexandrovsk;;;;;;;;;;;x
PROV3330;Akkerman;;;;;;;;;;;x
PROV3331;Bender;;;;;;;;;;;x
PROV3332;Orhei;;;;;;;;;;;x
PROV3333;Soroca;;;;;;;;;;;x
PROV3334;Hotin;;;;;;;;;;;x
PROV3335;Berdichev;;;;;;;;;;;x
PROV3336;Vasilkov;;;;;;;;;;;x
PROV3337;Balta;;;;;;;;;;;x
PROV3338;Mogilyov-on-Dniester;;;;;;;;;;;x
PROV3339;Gaysin;;;;;;;;;;;x
PROV3340;Radomyshl;;;;;;;;;;;x
PROV3341;Vladimir-Volynsky;;;;;;;;;;;x
PROV3342;Tarashcha;;;;;;;;;;;x
PROV3343;Uman;;;;;;;;;;;x
PROV3344;Kamenets-Podolsky;;;;;;;;;;;x
PROV3345;Slavyansk-on-Kuban;;;;;;;;;;;x
PROV3346;Yeysk;;;;;;;;;;;x
PROV3347;Kavkazskaya;;;;;;;;;;;x
PROV3348;Armavir;;;;;;;;;;;x
PROV3349;Batalpashinskaya;;;;;;;;;;;x
PROV3350;Myrgorod;;;;;;;;;;;x
PROV3351;Medvezhye;;;;;;;;;;;x
PROV3352;Blagodarny;;;;;;;;;;;x
PROV3353;Aleksandrovskoe;;;;;;;;;;;x
PROV3354;Letnaya Stavka;;;;;;;;;;;x
PROV3355;Kremenchug;;;;;;;;;;;x
PROV3356;Lutsk;;;;;;;;;;;x
PROV3357;Kremenets;;;;;;;;;;;x
PROV3358;Ovruch;;;;;;;;;;;x
PROV3359;Starokonstantinov;;;;;;;;;;;x
PROV3360;Lubny;;;;;;;;;;;x
PROV3361;Priluki;;;;;;;;;;;x
PROV3362;Pereyaslav;;;;;;;;;;;x
PROV3363;Constantinograd;;;;;;;;;;;x
PROV3364;Kozelets;;;;;;;;;;;x
PROV3365;Starodub;;;;;;;;;;;x
PROV3366;Glukhov;;;;;;;;;;;x
PROV3367;Krolevets;;;;;;;;;;;x
PROV3368;Konotop;;;;;;;;;;;x
PROV3369;Akhtyrka;;;;;;;;;;;x
PROV3370;Volchansk;;;;;;;;;;;x
PROV3371;Izyum;;;;;;;;;;;x
PROV3372;Kupyansk;;;;;;;;;;;x
PROV3373;Bobruisk;;;;;;;;;;;x
PROV3374;Borisov;;;;;;;;;;;x
PROV3375;Igumen;;;;;;;;;;;x
PROV3376;Rechitsa;;;;;;;;;;;x
PROV3377;Olgopol;;;;;;;;;;;x
PROV3378;Korocha;;;;;;;;;;;x
PROV3379;Oboyan;;;;;;;;;;;x
PROV3380;Stary Oskol;;;;;;;;;;;x
PROV3381;Rylsk;;;;;;;;;;;x
PROV3382;Biryuch;;;;;;;;;;;x
PROV3383;Zadonsk;;;;;;;;;;;x
PROV3384;Korotoyak;;;;;;;;;;;x
PROV3385;Bobrov;;;;;;;;;;;x
PROV3386;Boguchar;;;;;;;;;;;x
PROV3387;Novokhopyorsk;;;;;;;;;;;x
PROV3388;Sevsk;;;;;;;;;;;x
PROV3389;Bolkhov;;;;;;;;;;;x
PROV3390;Mtsensk;;;;;;;;;;;x
PROV3391;Livny;;;;;;;;;;;x
PROV3392;Yelets;;;;;;;;;;;x
PROV3393;Trubchevsk;;;;;;;;;;;x
PROV3394;Kamenskaya;;;;;;;;;;;x
PROV3395;Konstantinovskaya;;;;;;;;;;;x
PROV3396;Proletarskaya;;;;;;;;;;;x
PROV3397;Taganrog;;;;;;;;;;;x
PROV3398;Uryupinsk;;;;;;;;;;;x
PROV3399;Bogorodsk;;;;;;;;;;;x
PROV3400;Serpukhov;;;;;;;;;;;x
PROV3401;Kolomna;;;;;;;;;;;x
PROV3402;Vereya;;;;;;;;;;;x
PROV3403;Valday;;;;;;;;;;;x
PROV3404;Kirillov;;;;;;;;;;;x
PROV3405;Kresttsy;;;;;;;;;;;x
PROV3406;Staraya Russa;;;;;;;;;;;x
PROV3407;Ustyuzhna;;;;;;;;;;;x
PROV3408;Cherepovets;;;;;;;;;;;x
PROV3409;Demyansk;;;;;;;;;;;x
PROV3410;Novorzhev;;;;;;;;;;;x
PROV3411;Opochka;;;;;;;;;;;x
PROV3412;Porkhov;;;;;;;;;;;x
PROV3413;Ostrov;;;;;;;;;;;x
PROV3414;Toropets;;;;;;;;;;;x
PROV3415;Kholm;;;;;;;;;;;x
PROV3416;Bezhetsk;;;;;;;;;;;x
PROV3417;Vesyegonsk;;;;;;;;;;;x
PROV3418;Vyshny Volochyok;;;;;;;;;;;x
PROV3419;Kashin;;;;;;;;;;;x
PROV3420;Korcheva;;;;;;;;;;;x
PROV3421;Ostashkov;;;;;;;;;;;x
PROV3422;Staritsa;;;;;;;;;;;x
PROV3423;Mikhaylov;;;;;;;;;;;x
PROV3424;Sapozhok;;;;;;;;;;;x
PROV3425;Yegoryevsk;;;;;;;;;;;x
PROV3426;Ranenburg;;;;;;;;;;;x
PROV3427;Kasimov;;;;;;;;;;;x
PROV3428;Spassk;;;;;;;;;;;x
PROV3429;Bely;;;;;;;;;;;x
PROV3430;Gzhatsk;;;;;;;;;;;x
PROV3431;Dorogobuzh;;;;;;;;;;;x
PROV3432;Dukhovshchina;;;;;;;;;;;x
PROV3433;Yelnya;;;;;;;;;;;x
PROV3434;Porechye;;;;;;;;;;;x
PROV3435;Roslavl;;;;;;;;;;;x
PROV3436;Yukhnov;;;;;;;;;;;x
PROV3437;Belyov;;;;;;;;;;;x
PROV3438;Bogoroditsk;;;;;;;;;;;x
PROV3439;Venyov;;;;;;;;;;;x
PROV3440;Krapivna;;;;;;;;;;;x
PROV3441;Borovsk;;;;;;;;;;;x
PROV3442;Meshchovsk;;;;;;;;;;;x
PROV3443;Zhizdra;;;;;;;;;;;x
PROV3444;Peterhof;;;;;;;;;;;x
PROV3445;Tsarskoye Selo;;;;;;;;;;;x
PROV3446;Shlisselburg;;;;;;;;;;;x
PROV3447;Yamburg;;;;;;;;;;;x
PROV3448;Atkarsk;;;;;;;;;;;x
PROV3449;Balashov;;;;;;;;;;;x
PROV3450;Volsk;;;;;;;;;;;x
PROV3451;Kamyshin;;;;;;;;;;;x
PROV3452;Petrovsk;;;;;;;;;;;x
PROV3453;Serdobsk;;;;;;;;;;;x
PROV3454;Khvalynsk;;;;;;;;;;;x
PROV3455;Danilov;;;;;;;;;;;x
PROV3456;Rostov;;;;;;;;;;;x
PROV3457;Mologa;;;;;;;;;;;x
PROV3458;Poshekhonye;;;;;;;;;;;x
PROV3459;Murom;;;;;;;;;;;x
PROV3460;Vyazniki;;;;;;;;;;;x
PROV3461;Pereslavl-Zalessky;;;;;;;;;;;x
PROV3462;Shuya;;;;;;;;;;;x
PROV3463;Suzdal;;;;;;;;;;;x
PROV3464;Soligalich;;;;;;;;;;;x
PROV3465;Yuryevets;;;;;;;;;;;x
PROV3466;Varnavino;;;;;;;;;;;x
PROV3467;Kologriv;;;;;;;;;;;x
PROV3468;Makaryev;;;;;;;;;;;x
PROV3469;Balakhna;;;;;;;;;;;x
PROV3470;Vasilsursk;;;;;;;;;;;x
PROV3471;Ardatov;;;;;;;;;;;x
PROV3472;Lukoyanov;;;;;;;;;;;x
PROV3473;Semyonov;;;;;;;;;;;x
PROV3474;Makaryevo;;;;;;;;;;;x
PROV3475;Temnikov;;;;;;;;;;;x
PROV3476;Lipetsk;;;;;;;;;;;x
PROV3477;Borisoglebsk;;;;;;;;;;;x
PROV3478;Kirsanov;;;;;;;;;;;x
PROV3479;Morshansk;;;;;;;;;;;x
PROV3480;Mokshan;;;;;;;;;;;x
PROV3481;Krasnoslobodsk;;;;;;;;;;;x
PROV3482;Chembar;;;;;;;;;;;x
PROV3483;Gorodishche;;;;;;;;;;;x
PROV3484;Bugulma;;;;;;;;;;;x
PROV3485;Buguruslan;;;;;;;;;;;x
PROV3486;Nikolaevsk;;;;;;;;;;;x
PROV3487;Stavropol-on-Volga;;;;;;;;;;;x
PROV3488;Alatyr;;;;;;;;;;;x
PROV3489;Ardatov;;;;;;;;;;;x
PROV3490;Buinsk;;;;;;;;;;;x
PROV3491;Karsun;;;;;;;;;;;x
PROV3492;Kurmysh;;;;;;;;;;;x
PROV3493;Sengiley;;;;;;;;;;;x
PROV3494;Laishev;;;;;;;;;;;x
PROV3495;Mamadysh;;;;;;;;;;;x
PROV3496;Spassk-Tatar;;;;;;;;;;;x
PROV3497;Tsarevokokshaisk;;;;;;;;;;;x
PROV3498;Tetyushi;;;;;;;;;;;x
PROV3499;Yadrin;;;;;;;;;;;x
PROV3500;Kozmodemyansk;;;;;;;;;;;x
PROV3501;Zlatoust;;;;;;;;;;;x
PROV3502;Menzelinsk;;;;;;;;;;;x
PROV3503;Sterlitamak;;;;;;;;;;;x
PROV3504;Verkhneuralsk;;;;;;;;;;;x
PROV3505;Troitsk;;;;;;;;;;;x
PROV3506;Yelabuga;;;;;;;;;;;x
PROV3507;Kotelnich;;;;;;;;;;;x
PROV3508;Malmyzh;;;;;;;;;;;x
PROV3509;Nolinsk;;;;;;;;;;;x
PROV3510;Orlov;;;;;;;;;;;x
PROV3511;Slobodskoy;;;;;;;;;;;x
PROV3512;Urzhum;;;;;;;;;;;x
PROV3513;Yaransk;;;;;;;;;;;x
PROV3514;Velsk;;;;;;;;;;;x
PROV3515;Gryazovets;;;;;;;;;;;x
PROV3516;Kadnikov;;;;;;;;;;;x
PROV3517;Nikolsk;;;;;;;;;;;x
PROV3518;Yarensk;;;;;;;;;;;x
PROV3519;Krasnoufimsk;;;;;;;;;;;x
PROV3520;Osa;;;;;;;;;;;x
PROV3521;Okhansk;;;;;;;;;;;x
PROV3522;Solikamsk;;;;;;;;;;;x
PROV3523;Cherdyn;;;;;;;;;;;x
PROV3524;Verkhoturye;;;;;;;;;;;x
PROV3525;Irbit;;;;;;;;;;;x
PROV3526;Kamyshlov;;;;;;;;;;;x
PROV3527;Shadrinsk;;;;;;;;;;;x
PROV3528;Kholmogory;;;;;;;;;;;x
PROV3529;Kargopol;;;;;;;;;;;x
PROV3530;Lodeynoye Pole;;;;;;;;;;;x
PROV3531;Olonets;;;;;;;;;;;x
PROV3532;Pudozh;;;;;;;;;;;x
PROV3533;Krasny Yar;;;;;;;;;;;x
PROV3534;Yenotayevka;;;;;;;;;;;x
PROV3535;Chyorny Yar;;;;;;;;;;;x
PROV3536;Rogachev;;;;;;;;;;;x
