building_suez_canal_revolt;Worker revolt at the Suez Canal;Revolt de travailleur au Canal de Suez;Worker revolt at the Suez Canal;Worker revolt at the Suez Canal;Worker revolt at the Suez Canal;Worker revolt at the Suez Canal;Worker revolt at the Suez Canal;Worker revolt at the Suez Canal;;;;;;x
building_suez_canal_revolt_desc;Construction off the Suez Canal has halted until the revolt is over.;La construction du Canal de Suez a fait halte jusqu'à ce que la révolte soit finie.;Construction off the Suez Canal has halted until the revolt is over.;Construction off the Suez Canal has halted until the revolt is over.;Construction off the Suez Canal has halted until the revolt is over.;Construction off the Suez Canal has halted until the revolt is over.;Construction off the Suez Canal has halted until the revolt is over.;Construction off the Suez Canal has halted until the revolt is over.;;;;;;x
suez_canal;Suez Canal;Canal Suez;Suez Canal;Suez Canal;Suez Canal;Suez Canal;Suez Canal;Suez Canal;;;;;;x
kiel_canal;Kiel Canal;Canal Kiel;Kiel Canal;Kiel Canal;Kiel Canal;Kiel Canal;Kiel Canal;Kiel Canal;;;;;;x
panama_canal;Panama Canal;Canal Panama;Panama Canal;Panama Canal;Panama Canal;Panama Canal;Panama Canal;Panama Canal;;;;;;x
EVTDESC190419144;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;Le traité Hay-Bunau-Varilla était un accord entre les USA et le Panama accordant des droits de canal exclusifs en USA à travers l'isthme du Panama en échange d'un remboursement financier de 10,000,000 plus une annuité de 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;;;;;;x
EVTDESC190419145;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;Le traité Hay-Bunau-Varilla était un accord entre les USA et le Panama accordant des droits de canal exclusifs en USA à travers l'isthme du Panama en échange d'un remboursement financier de 10,000,000 plus une annuité de 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;;;;;;x
EVTDESC190419146;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;Le traité Hay-Bunau-Varilla était un accord entre les USA et le Panama accordant des droits de canal exclusifs en USA à travers l'isthme du Panama en échange d'un remboursement financier de 10,000,000 plus une annuité de 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;;;;;;x
panama_canal_treaty;Hay-Bunau-Varilla treaty;Traité Hay-Bunau-Varilla;Hay-Bunau-Varilla treaty;Hay-Bunau-Varilla treaty;Hay-Bunau-Varilla treaty;Hay-Bunau-Varilla treaty;Hay-Bunau-Varilla treaty;Hay-Bunau-Varilla treaty;;;;;;x
panama_canal_treaty_desc;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;Le traité Hay-Bunau-Varilla était un accord entre les USA et le Panama accordant des droits de canal exclusifs en USA à travers l'isthme du Panama en échange d'un remboursement financier de 10,000,000 plus une annuité de 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;;;;;;x
EVTDESC185918696;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;En $YEAR$ le Traité de Canal de Suez a été signé échangeant des droits de canal pour un remboursement financier de 10,000,000 plus une annuité de 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;;;;;;x
EVTDESC185918697;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;En $YEAR$ le Traité de Canal de Suez a été signé échangeant des droits de canal pour un remboursement financier de 10,000,000 plus une annuité de 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;;;;;;x
EVTDESC185918698;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;En $YEAR$ le Traité de Canal de Suez a été signé échangeant des droits de canal pour un remboursement financier de 10,000,000 plus une annuité de 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;;;;;;x
suez_canal_treaty;Suez Canal Treaty;Traité du Canal de Suez;Suez Canal Treaty;Suez Canal Treaty;Suez Canal Treaty;Suez Canal Treaty;Suez Canal Treaty;Suez Canal Treaty;;;;;;x
suez_canal_treaty;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;En $YEAR$ le Traité de Canal de Suez a été signé échangeant des droits de canal pour un remboursement financier de 10,000,000 plus une annuité de 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,000,000 plus an annuity of 250,000.;;;;;;x
EVTDESC188718955;The Kiel Canal was finished in 1895 and took over 9000 workers 8 years to build. It connects the North Sea to the Baltic sea and has a length of 98 kilotmetres. The highest points lies at 25 metres above sea level, total excavation amounted to 100,000,000 cubic yards and the cost to bout 40,000,000 dollars.;Le canal de Kiel a été achevé en 1895 et a pris plus de 9000 travailleurs 8 ans pour construire. Il relie la mer du Nord à la mer Baltique et a une longueur de 98 kilomètres. Les points les plus élevés se trouve à 25 mètres d'altitude, le montant total des travaux d'excavation à 100.000.000 mètres cubes et le coût de 40.000.000 dollars.;The Kiel Canal was finished in 1895 and took over 9000 workers 8 years to build. It connects the North Sea to the Baltic sea and has a length of 98 kilotmetres. The highest points lies at 25 metres above sea level, total excavation amounted to 100,000,000 cubic yards and the cost to bout 40,000,000 dollars.;The Kiel Canal was finished in 1895 and took over 9000 workers 8 years to build. It connects the North Sea to the Baltic sea and has a length of 98 kilotmetres. The highest points lies at 25 metres above sea level, total excavation amounted to 100,000,000 cubic yards and the cost to bout 40,000,000 dollars.;The Kiel Canal was finished in 1895 and took over 9000 workers 8 years to build. It connects the North Sea to the Baltic sea and has a length of 98 kilotmetres. The highest points lies at 25 metres above sea level, total excavation amounted to 100,000,000 cubic yards and the cost to bout 40,000,000 dollars.;The Kiel Canal was finished in 1895 and took over 9000 workers 8 years to build. It connects the North Sea to the Baltic sea and has a length of 98 kilotmetres. The highest points lies at 25 metres above sea level, total excavation amounted to 100,000,000 cubic yards and the cost to bout 40,000,000 dollars.;The Kiel Canal was finished in 1895 and took over 9000 workers 8 years to build. It connects the North Sea to the Baltic sea and has a length of 98 kilotmetres. The highest points lies at 25 metres above sea level, total excavation amounted to 100,000,000 cubic yards and the cost to bout 40,000,000 dollars.;The Kiel Canal was finished in 1895 and took over 9000 workers 8 years to build. It connects the North Sea to the Baltic sea and has a length of 98 kilotmetres. The highest points lies at 25 metres above sea level, total excavation amounted to 100,000,000 cubic yards and the cost to bout 40,000,000 dollars.;;;;;;x
EVTDESC185918699;"On November 20, 1859 Ferdinand de Lesseps erected a bronze bust of Waghorn overlooking the mouth of the Suez Canal at the port of Tewfik. On the base, he inscribed these words of admiration: ""In homage to the memory of a generous though unfortunate man, who alone, without any help, by a long series of labours and heroic efforts, practically demonstrated and determined the adoption of the postal route through Egypt, and the communication between the East and the West of the world";" and this was the originator and pioneer of the great Egyptian maritime commerce completed by the canal of the two seas.""";"On November 20, 1859 Ferdinand de Lesseps erected a bronze bust of Waghorn overlooking the mouth of the Suez Canal at the port of Tewfik. On the base, he inscribed these words of admiration: ""In homage to the memory of a generous though unfortunate man, who alone, without any help, by a long series of labours and heroic efforts, practically demonstrated and determined the adoption of the postal route through Egypt, and the communication between the East and the West of the world";"On November 20, 1859 Ferdinand de Lesseps erected a bronze bust of Waghorn overlooking the mouth of the Suez Canal at the port of Tewfik. On the base, he inscribed these words of admiration: ""In homage to the memory of a generous though unfortunate man, who alone, without any help, by a long series of labours and heroic efforts, practically demonstrated and determined the adoption of the postal route through Egypt, and the communication between the East and the West of the world";"On November 20, 1859 Ferdinand de Lesseps erected a bronze bust of Waghorn overlooking the mouth of the Suez Canal at the port of Tewfik. On the base, he inscribed these words of admiration: ""In homage to the memory of a generous though unfortunate man, who alone, without any help, by a long series of labours and heroic efforts, practically demonstrated and determined the adoption of the postal route through Egypt, and the communication between the East and the West of the world";"On November 20, 1859 Ferdinand de Lesseps erected a bronze bust of Waghorn overlooking the mouth of the Suez Canal at the port of Tewfik. On the base, he inscribed these words of admiration: ""In homage to the memory of a generous though unfortunate man, who alone, without any help, by a long series of labours and heroic efforts, practically demonstrated and determined the adoption of the postal route through Egypt, and the communication between the East and the West of the world";"On November 20, 1859 Ferdinand de Lesseps erected a bronze bust of Waghorn overlooking the mouth of the Suez Canal at the port of Tewfik. On the base, he inscribed these words of admiration: ""In homage to the memory of a generous though unfortunate man, who alone, without any help, by a long series of labours and heroic efforts, practically demonstrated and determined the adoption of the postal route through Egypt, and the communication between the East and the West of the world";"On November 20, 1859 Ferdinand de Lesseps erected a bronze bust of Waghorn overlooking the mouth of the Suez Canal at the port of Tewfik. On the base, he inscribed these words of admiration: ""In homage to the memory of a generous though unfortunate man, who alone, without any help, by a long series of labours and heroic efforts, practically demonstrated and determined the adoption of the postal route through Egypt, and the communication between the East and the West of the world";;;;;;x
EVTDESC1859186910;Work on the Suez Canal started in 1859 and was completed in 1869. It connects the Mediterranean with the Red Sea and shortens the journey between Europa and Asia drasticly. More than 30,000 peope were working on the canal at any given moment and thousands of labourers died on the project. The financial cost was over 100,000,000 dollars, more than double the initial estimate.;Les travaux sur le canal de Suez a commencé en 1859 et s'est achevé en 1869. Il relie la Méditerranée à la Mer Rouge et raccourcit le trajet entre l'Europe et l'Asie de façon drastique. Plus de 30.000 peope ont travaillé sur le canal à un moment donné et des milliers d'ouvriers sont morts sur le projet. Le coût financier a été plus de 100.000.000 dollars, soit plus du double de l'estimation initiale.;Work on the Suez Canal started in 1859 and was completed in 1869. It connects the Mediterranean with the Red Sea and shortens the journey between Europa and Asia drasticly. More than 30,000 peope were working on the canal at any given moment and thousands of labourers died on the project. The financial cost was over 100,000,000 dollars, more than double the initial estimate.;Work on the Suez Canal started in 1859 and was completed in 1869. It connects the Mediterranean with the Red Sea and shortens the journey between Europa and Asia drasticly. More than 30,000 peope were working on the canal at any given moment and thousands of labourers died on the project. The financial cost was over 100,000,000 dollars, more than double the initial estimate.;Work on the Suez Canal started in 1859 and was completed in 1869. It connects the Mediterranean with the Red Sea and shortens the journey between Europa and Asia drasticly. More than 30,000 peope were working on the canal at any given moment and thousands of labourers died on the project. The financial cost was over 100,000,000 dollars, more than double the initial estimate.;Work on the Suez Canal started in 1859 and was completed in 1869. It connects the Mediterranean with the Red Sea and shortens the journey between Europa and Asia drasticly. More than 30,000 peope were working on the canal at any given moment and thousands of labourers died on the project. The financial cost was over 100,000,000 dollars, more than double the initial estimate.;Work on the Suez Canal started in 1859 and was completed in 1869. It connects the Mediterranean with the Red Sea and shortens the journey between Europa and Asia drasticly. More than 30,000 peope were working on the canal at any given moment and thousands of labourers died on the project. The financial cost was over 100,000,000 dollars, more than double the initial estimate.;Work on the Suez Canal started in 1859 and was completed in 1869. It connects the Mediterranean with the Red Sea and shortens the journey between Europa and Asia drasticly. More than 30,000 peope were working on the canal at any given moment and thousands of labourers died on the project. The financial cost was over 100,000,000 dollars, more than double the initial estimate.;;;;;;x
