CODE;ENGLISH;;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
EVTNAME200014;Vormärz;;;;;;;;;;;;;x
EVTDESC200015;Traditionally, Bavaria was a catholic state. But with the foundation of the kingdom and the annexations of surrounding lands in the Napoleonic age, Bavaria gained large territories which were protestant. In this time, the king promoted a more tolerant politic toward his subjects. An example was the edict, that protestant soldiers had not to knee in front of a catholic mass or procession. However, Minister Karl von Abel has proposed to change this.;;;;;;;;;;;;;x
EVTNAME200015;The kneeling controversy;;;;;;;;;;;;;x
EVTDESC200016;Baden was one of the most liberal states in the German Confederation. However, in the late 1830s and beginning 1840s, minister Friedrich von Blittersdorf went against the liberal and democratic traditions of Baden. He promoted monarchic traditions, which lead to much discontent among the liberal society of this south German country. Especially the bureaucrats and officials were upset by his reactionary politics.;;;;;;;;;;;;;x
EVTNAME200016;The Blittersdorf Era;;;;;;;;;;;;;x
EVTDESC200017;It seems that the government in Baden has decided to re-establish free press rights. That is against the Carlsbad Decrees, which were enforced by us and should save the monarchical order in this region. Maybe we should protest against this step.;;;;;;;;;;;;;x
EVTNAME200017;Baden Ends Government Censorship;;;;;;;;;;;;;x
EVTDESC200018;Austria and Prussia have protested against our re-established press rights. We can still go on, but it will ruin our relationship with these great powers.;;;;;;;;;;;;;x
EVTNAME200018;Austrian and Prussian Protests!;;;;;;;;;;;;;x
EVTDESC200019;Das Deutsche Wörterbuch (The German Dictionary) is one of the most important dictionaries of the German language. It is for German what the Oxford English Dictionary is for English, containing detailed historical information about the origin and use over time of German words, with examples taken from actual documents. In German the dictionary is also known as ‘Der Grimm’. It was started by the Grimm brothers (known also for Grimms’ Fairy Tales) in 1838. Initially the Grimm brothers expected the project to take ten years and produce 6-7 volumes. In fact, the first volume was not published until 1854. Wilhelm Grimm died in 1859, and Jacob in 1863, while working on the entry for ‘Frucht’ (fruit). After their deaths multiple institutions were involved in the work, including the Prussian Academy of Sciences and the Berlin Academy, with a centre in Göttingen also involved. Finally completed in 1961, the dictionary will contain 32 volumes and include about 350,000 main entries. The ‘Grimm’ was not only a scientific, but also national work.;;;;;;;;;;;;;x
EVTNAME200019;Deutsches Wörterbuch;;;;;;;;;;;;;x
EVTDESC200021;In 1843, the German poet Heinrich Heine, who left Germany 1831 for France, went back for a few weeks, visiting his mother and publisher Julius Campe in Hamburg. Heine was not a typical romantic author, but more a satirical one who criticized the reactionary policy and censorship of the authoritarian German states, but also his nationalistic and chauvinistic compatriots. On the return journey to Paris, the first draft of ‘Deutschland. Ein Wintermärchen’ (Germany: A Winter’s Tale) took shape. The verse epic appeared in 1844 published by Hoffmann and Campe, Hamburg. According to the censorship regulations of the Carlsbad Conference of 1819, manuscripts of more than twenty folios did not fall under the scrutiny of the censor. Therefore, it was published together with other poems in a volume called ‘New Poems’. The work showed Heine’s world of images and his folk-song-like poetic diction in a compact gathering, with cutting, ironic criticisms of the circumstances in his homeland. Heine’s verse-epic was much debated in Germany.;;;;;;;;;;;;;x
EVTNAME200021;Deutschland. Ein Wintermärchen;;;;;;;;;;;;;x
EVTDESC200023;Still always that wooden pedantic race/ Still always a right angle/ In every movement and every face/ The frozen conceit.’ Heine, a former Prussian citizen (he was born in Düsseldorf), was against the militarism in his own country. In his verse-epic he criticized the ‘Prussian behaviour’, but went also against the transfiguring German romanticism. In fact, he made fun of the anachronistic Germans, who preferred to finish a medieval cathedral, instead of looking forward.;;;;;;;;;;;;;x
EVTNAME200023;Heine and Prussia;;;;;;;;;;;;;x
EVTDESC200025;The ceremony was not without its awkward moments. Beethoven monument turned its back on the most important guests, King Frederick William IV of Prussia and the British Queen Victoria, who had taken their places on the balcony of the Fürstenberg Palace. Alexander von Humboldt saved the day by remarking that Beethoven had always been a rude fellow. Even more embarrassed was the fact that, during the toasts at the festival banquet in the ‘Goldene Stern’, Liszt snubbed the French contingent led by Berlioz and nearly caused a riot. Also, the Spanish dancer, Lola Montez, the famous mistress of the popular tragic-romantic King Ludwig I of Bavaria, made a scandalous guest appearance by dancing wildly on the tables. The king was later forced to end his affair.;;;;;;;;;;;;;x
EVTNAME200025;Scandals at the Beethoven Festival;;;;;;;;;;;;;x
EVTDESC200029;In 1846, a conference of German historians, philologists and lawyers was held in Frankfurt. German history, law and language were debated topics, but also political issues like the question regarding a national state. Prominent personalities of this remarkable meeting of German thinkers were Jacob and Wilhelm Grimm, Friedrich Christoph Dahlmann, Georg Waitz and Johann Gustav Droysen. Venue was the old townhall of Frankfurt, the ‘Römer’.;;;;;;;;;;;;;x
EVTNAME200029;Germanistentag 1846;;;;;;;;;;;;;x
EVTDESC200031;In 1847, a conference of German historians, philologists and lawyers was held in Frankfurt. 170 academics under the leadership of Jacob Grimm debated on history, law and language, but also political issues. The conference was described as an ‘intellectual assembly of the German people’. On the last day, when a banquet was held in the old townhall of Lubeck, Heinrich Carl Jaup demanded a general citizenship as a first step towards a unified nation state.;;;;;;;;;;;;;x
EVTNAME200031;Germanistentag 1847;;;;;;;;;;;;;x
EVTDESC200033;The citizens of Frankfurt have edified a monument to honour Johann Wolfgang von Goethe, perhaps the most important German-speaking author and a symbol of German culture in general. This event is regarded as a national sensation among liberals and patriots.;;;;;;;;;;;;;x
EVTNAME200033;Goethe Monument;;;;;;;;;;;;;x
EVTDESC200034;Like Baden, Hesse-Kassel had a rather liberal constitution. But after the liberal revolution, Elector Friedrich Wilhelm assigned a reactionary government and conducted an unpopular policy against the traditional liberties. The most radical step were his decrees, which were against the constitution. A conflict between the elector and the parliament evolved, ending in the suspension of the constitution.;;;;;;;;;;;;;x
EVTNAME200034;The Constitutional Conflict;;;;;;;;;;;;;x
EVTDESC200035;Kosmos (usually referred to in English as ‘Cosmos’) was an influential treatise on science and nature written by the German scientist and explorer Alexander von Humboldt. Kosmos began as a lecture series delivered by Humboldt at the University of Berlin, and was published in five volumes between 1845 and 1862 (the fifth was posthumous and incomplete). Widely read by academics and laymen alike, it applied the ancient Greek view of the orderliness of the cosmos (the universe) to the Earth, suggesting that universal laws applied as well to the apparent chaos of the terrestrial world. Controversially for the time, Humboldt in Kosmos spoke of the spirituality of the natural world only in general terms, avoiding the notion of a creator.;;;;;;;;;;;;;x
EVTNAME200035;Humboldt’s Kosmos;;;;;;;;;;;;;x
EVTDESC200036;Robert Schumann is regarded as one of the most representative composers of the Romantic era. In 1850, he succeeded Ferdinand Hiller as musical director and moved to Düsseldorf. Although criticized regarding his poor conductor skills and scoffed because of his ‘creative decay’, Schumann composed his last symphony, the ‘Rhenish’. He used Beethoven’s and Mendelssohn’s symphonies as a model, but was also inspired by his impressions of the Rhineland. Schumann himself stated, that his journey to Cologne and the sight of the cathedral were his main inspiration for this composition, which became one of his most famous works.;;;;;;;;;;;;;x
EVTNAME200036;Robert Schumann;;;;;;;;;;;;;x
EVTDESC200037;Felix Mendelssohn Bartholdy was a German composer, pianist, organist and conductor of the early Romantic period. Early success in Germany, where he also revived interest in the music of Johann Sebastian Bach, was followed by travel throughout Europe. His essentially conservative musical tastes, however, set him apart from many of his more adventurous musical contemporaries such as Franz Liszt, Richard Wagner and Hector Berlioz. The Leipzig Conservatoire (now the University of Music and Theatre Leipzig), which he founded, became a bastion of this anti-radical outlook. His Violin Concerto was his last large orchestral work and is one of the most popular and most frequently performed violin concertos of all time. The concerto was first performed in Leipzig on 13 March 1845 with Ferdinand David as soloist. Mendelssohn was unable to conduct due to illness and the premiere was conducted by the Danish composer Niels Gade.;;;;;;;;;;;;;x
EVTNAME200037;Felix Mendelssohn Bartholdy;;;;;;;;;;;;;x
EVTDESC200038;Franz Liszt became renowned in Europe during the nineteenth century for his virtuosic skill as a pianist. He was said by his contemporaries to have been the most technically advanced pianist of his age. In the 1840s he was considered by some to be perhaps the greatest pianist of all time. He was also a well-known composer, piano teacher, and conductor. He was a benefactor to other composers, including Richard Wagner, Hector Berlioz, Camille Saint-Saëns, Edvard Grieg and Alexander Borodin. He left behind an extensive and diverse body of work in which he influenced his forward-looking contemporaries and anticipated some 20th-century ideas and trends. When Liszt took up a long-standing invitation of Grand Duchess Maria Pavlovna of Russia to settle at Weimar, the most important period of his creative work began. Liszt had ample time to compose and during the next 12 years revised or produced those orchestral and choral pieces upon which his reputation as a composer mainly rested.;;;;;;;;;;;;;x
EVTNAME200038;Franz Liszt;;;;;;;;;;;;;x
EVTDESC200039;Johannes Brahms was a German composer and pianist, and one of the leading musicians of the Romantic period. Born in Hamburg, Brahms spent much of his professional life in Vienna, Austria, where he was a leader of the musical scene. In his lifetime, Brahms’s popularity and influence were considerable. Following a comment by the nineteenth-century conductor Hans von Bülow, he is sometimes grouped with Johann Sebastian Bach and Ludwig van Beethoven as one of the Three Bs. Brahms composed for piano, chamber ensembles, symphony orchestra, and for voice and chorus. A virtuoso pianist, he premiered many of his own works and worked with some of the leading performers of his time. It was the premiere of A German Requiem, his largest choral work, in Bremen, in 1868, that confirmed Brahms’s European reputation and led many to accept that he had conquered Beethoven and the symphony. This gave him the confidence finally to complete a number of works that he had wrestled with over many years.;;;;;;;;;;;;;x
EVTNAME200039;Johannes Brahms;;;;;;;;;;;;;x
EVTDESC200040;Franz Schubert’s Symphony No. 8 in B minor, commonly known as the ‘Unfinished Symphony’ (German: Unvollendete), was started in 1822 but left with only two movements known to be complete, even though Schubert would live for another six years. After his death, the work fell into oblivion, until Johann von Herbeck found it in the possession of Schubert’s friend Anselm Hüttenbrenner in 1865. Herbeck conducted the symphony in the same year, and the performance was met with great enthusiasm by the audience. The work is often referred to as Schubert’s first romantic symphony owing to its emphasis on expressive melody, vivid harmony, and creative combinations of orchestral tone colour.;;;;;;;;;;;;;x
EVTNAME200040;Schubert’s ‘Unfinished’;;;;;;;;;;;;;x
EVTDESC200041;Johann Strauss (son) was an Austrian composer of light music, particularly dance music and operettas. He composed over 500 waltzes, polkas, quadrilles, and other types of dance music, as well as several operettas and a ballet. In his lifetime, he was known as ‘The Waltz King’, and was largely then responsible for the popularity of the waltz in Vienna during the 19th century. Some of Johann Strauss’s most famous works include The Blue Danube, Kaiser-Walzer, Tales from the Vienna Woods, the Tritsch-Tratsch-Polka, and the Pizzicato Polka. Among his operettas, Die Fledermaus and Der Zigeunerbaron are the most well-known. The operetta ‘Die Fledermaus’ premièred on 5 April 1874 at the Theater an der Wien in Vienna, and has been part of the regular operetta repertoire ever since.;;;;;;;;;;;;;x
EVTNAME200041;Johann Strauss;;;;;;;;;;;;;x
EVTDESC200042;Gustav Mahler was a late-Romantic Austrian composer and one of the leading conductors of his generation. As a composer, he acted as a bridge between the 19th century Austro-German tradition and the modernism of the early 20th century. While in his lifetime his status as a conductor was established beyond question, his own music gained wide popularity only after periods of relative neglect which included a ban on its performance in much of Europe during the Nazi era. After graduating from the Vienna Conservatory in 1878, he held a succession of conducting posts of rising importance in the opera houses of Europe, culminating in his appointment in 1897 as director of the Vienna Court Opera (Hofoper). His innovative productions and insistence on the highest performance standards ensured his reputation as one of the greatest of opera conductors, particularly as an interpreter of the stage works of Wagner and Mozart.;;;;;;;;;;;;;x
EVTNAME200042;Gustav Mahler;;;;;;;;;;;;;x
EVTDESC200043;Richard Georg Strauss was a leading German composer of the late Romantic and early modern eras. He is known for his operas, which include Der Rosenkavalier and Salome, his Lieder-especially his Four Last Songs-and his tone poems and other orchestral works, such as Death and Transfiguration, Till Eulenspiegel’s Merry Pranks, Also sprach Zarathustra, An Alpine Symphony, and Metamorphosen. Strauss was also a prominent conductor throughout Germany and Austria. Strauss, along with Gustav Mahler, represents the late flowering of German Romanticism after Richard Wagner, in which pioneering subtleties of orchestration are combined with an advanced harmonic style. In 1905, Strauss produced Salome, a somewhat dissonant modernist opera based on the play by Oscar Wilde, in 1909 followed Elektra. Both were performed in Dresden for the first time.;;;;;;;;;;;;;x
EVTNAME200043;Richard Strauss;;;;;;;;;;;;;x
EVTDESC200044;Anton Bruckner was an Austrian composer known for his symphonies, masses, and motets. The first are considered emblematic of the final stage of Austro-German Romanticism because of their rich harmonic language, strongly polyphonic character, and considerable length. Bruckner’s compositions helped to define contemporary musical radicalism, owing to their dissonances, unprepared modulations, and roving harmonies. Unlike other musical radicals, such as Richard Wagner or Hugo Wolf who fit the enfant terrible mould, Bruckner showed extreme humility before other musicians, Wagner in particular. The apparent dichotomy between Bruckner the man and Bruckner the composer hampers efforts to describe his life in a way that gives a straightforward context for his music. His works, the symphonies in particular, had detractors, most notably the influential Austrian critic Eduard Hanslick, and other supporters of Johannes Brahms. He died in 1896.;;;;;;;;;;;;;x
EVTNAME200044;Anton Bruckner;;;;;;;;;;;;;x
EVTDESC200045;Arnold Schönberg was an Austrian composer and painter, associated with the expressionist movement in German poetry and art, and leader of the Second Viennese School. In the 1920s, Schönberg developed the twelve-tone technique, a widely influential compositional method of manipulating an ordered series of all twelve notes in the chromatic scale. He also coined the term developing variation, and was the first modern composer to embrace ways of developing motifs without resorting to the dominance of a centralized melodic idea. Schönberg was also a painter, an important music theorist, and an influential teacher of compo…;;;;;;;;;;;;;x
EVTNAME200045;Arnold Schönberg;;;;;;;;;;;;;x
EVTDESC200046;Joseph Freiherr von Eichendorff was a German poet and novelist of the later German romantic school. Eichendorff’s guiding poetic theme was that Man should find happiness in full absorption of the beauties and changing moods of Nature. The lyricism of Eichendorff’s poetry is much praised, and his poems have been set by many composers, including Schubert, Schumann, Mendelssohn, Brahms, Hugo Wolf, Richard Strauss, Friedrich Nietzsche, Hans Pfitzner, and Alexander Zemlinsky. In 1837, his poem ‘Mondnacht’ (Night of the Moon) was published, which is often seen as the ‘pearl of pearls’ of German romantic lyricism.;;;;;;;;;;;;;x
EVTNAME200046;Mondnacht;;;;;;;;;;;;;x
EVTDESC200047;Carl Spitzweg was a German romanticist painter and poet. He is considered to be one of the most important artists of the Biedermeier era. His father, a wealthy merchant, had Carl trained as a pharmacist. He attained his qualification from the University of Munich, but while recovering from an illness he also took up painting. Spitzweg was self-taught as an artist, and began by copying the works of Flemish masters. He contributed his first work to satiric magazines. Upon receiving an inheritance in 1833, he was able to dedicate himself to painting. His later paintings and drawings were often humorous genre works. In 1839, his first painting ‘The Poor Poet’ was published.;;;;;;;;;;;;;x
EVTNAME200047;Carl Spitzweg;;;;;;;;;;;;;x
EVTDESC200048;Clemens Brentano was a German poet and novelist, born in Ehrenbreitstein, near Koblenz. Brentano, whose early writings were published under the pseudonym Maria, belonged to the Heidelberg group of German romantic writers, and his works are marked by excess of fantastic imagery and by abrupt, bizarre modes of expression. On the whole his finest work is the collection of Romanzen vom Rosenkranz (published posthumously in 1852). His short stories were very popular. The latter part of his life he spent in Regensburg, Frankfurt and Munich, actively engaged in promoting the Catholic faith. Against his will, his works were often seen as devotional literature.;;;;;;;;;;;;;x
EVTNAME200048;Clemens Brentano;;;;;;;;;;;;;x
EVTDESC200049;In $PROVINCENAME$, social, economic and political problems are evident. Upcoming liberal ideals and emerging poverty among the traditional artisans have created a menacing conflict situation. Rumours do the rounds, that a rebellion will take place, headed by the local weavers.;;;;;;;;;;;;;x
EVTNAME200049;The Weavers of $PROVINCENAME$;;;;;;;;;;;;;x
EVTDESC200050;In $YEAR$, an uprising of weavers took place in $COUNTRY$. The revolt was crushed by the $COUNTRY_ADJ$ military, but was closely observed by the German society and treated by several artists, among them Heinrich Heine (poem Die armen Weber). It was seen as a symbol of the unsettled problems in Germany, regarding political and social reforms.;;;;;;;;;;;;;x
EVTNAME200050;Weavers’ Uprising;;;;;;;;;;;;;x
EVTDESC200051;In $YEAR$, an uprising of weavers took place in $FROMCOUNTRY$. The revolt was crushed by the $FROMCOUNTRY_ADJ$ military, but was closely observed by the German society and treated by several artists, among them Heinrich Heine (poem Die armen Weber). It was seen as a symbol of the unsettled problems in Germany, regarding political and social reforms.;;;;;;;;;;;;;x
EVTDESC200052;In $YEAR$, Gerhart Hauptmann’s play The Weavers was first performed. Most of the characters are proletarians struggling for their rights. Unlike most plays of any period, as pointed out many times in literature criticism and introductions, the play has no true central character, providing ample opportunities for ensemble acting. Instead of a hero, Hauptmann created a mob. This mob is therefore the protagonist-or chief character-and if individuals emerge from the rank and file, they are not thrust into the foreground to stay long. The historical background was the Weavers’ Uprising in the 1840s.;;;;;;;;;;;;;x
EVTNAME200052;The Weavers;;;;;;;;;;;;;x
EVTDESC201000;When the Panama Canal was planned, several expeditions were sent into the regions of Central America. The inhabitants of the large jungles of Yucatan narrate stories of old cities and treasures. Adventurers and tomb raiders crossed and explored these remote areas and found ruins or steles. This news maybe interesting for $COUNTRY_ADJ$ Archaeologists.;;;;;;;;;;;;;x
EVTNAME201000;The Mysterious Lands of Guatemala;;;;;;;;;;;;;x
EVTOPTA201000;Marcus, give me my bullwhip!;;;;;;;;;;;;;x
EVTDESC201002;The discovery of Machu Picchu has generated newly interest in affairs considering an archaeological expedition in the Andes Mountains. The legendary tales of hidden cities, vast gold treasures and valuable artefacts are only an illusion, and an X never, ever marks the spot. However, prominent archaeologists advise, that it could be in our national interest to examine the things in the Andes carefully…;;;;;;;;;;;;;x
EVTNAME201002;The Gold of the Inca;;;;;;;;;;;;;x
EVTOPT201002;It’s time to fetch my fedora again!;;;;;;;;;;;;;x
EVTDESC201003;A foreign power has asked for access to the jungle region of Yucatan. An expedition of archaeologists, led by representative of the National $FROMCOUNTRY_ADJ$ Museum has arrived in $COUNTRY$. They are offering a substantial sum to be granted access to explore and document the old ruins.;;;;;;;;;;;;;x
EVTNAME201003;$FROMCOUNTRY_ADJ$ Archaeological Expedition;;;;;;;;;;;;;x
EVTOPTA201003;Odd people. What is so interesting about some stones in the jungle?;;;;;;;;;;;;;x
EVTOPTB201003;That’s our jungle!;;;;;;;;;;;;;x
EVTDESC201004;The government of $FROMCOUNTRY$ has decided to give full access regarding our expedition in the jungle of Yucatan. Our researches can begin.;;;;;;;;;;;;;x
EVTNAME201004;$FROMCOUNTRY$ gives access;;;;;;;;;;;;;x
EVTDESC201005;Unfortunately, $FROMCOUNTRY$ has refused to give us access to the jungle of Yucatan. That was an official statement of the $FROMCOUNTRY_ADJ$ Minister of foreign affairs. Nevertheless, there may be still a chance to get a permission. Our diplomats were able to talk with some deputies, who would talk with the $FROMCOUNTRY_ADJ$ head of state. But without bribing and a share of our research findings, it will be impossible to convince him. And if we succeed, we will be viewed as dishonest in the archaeological and international scene.;;;;;;;;;;;;;x
EVTNAME201005;$FROMCOUNTRY$ denies access;;;;;;;;;;;;;x
EVTOPTA201005;But I’ve bought this fine leather jacket!;;;;;;;;;;;;;x
EVTOPTB201005;Bribe them! Nobody interferes with my adventure!;;;;;;;;;;;;;x
EVTDESC201006;$FROMCOUNTRY_ADJ$ diplomats made an offer that we can refuse. They are willing to pay the fivefold price, and will us give even more access to their examination. However, we will be seen as a corrupt country in the archaeological scene.;;;;;;;;;;;;;x
EVTNAME201006;Presents from $FROMCOUNTRY$;;;;;;;;;;;;;x
EVTOPT201006;We are convinced. They shall have access.;;;;;;;;;;;;;x
EVTDESC201007;A foreign power has asked for access to the Andes Mountains. An expedition of archaeologists, led by representative of the National $FROMCOUNTRY_ADJ$ Museum has arrived in $COUNTRY$. They are offering a substantial sum to be granted access to explore and document the old ruins.;;;;;;;;;;;;;x
EVTNAME201007;$FROMCOUNTRY_ADJ$ Archaeological Expedition;;;;;;;;;;;;;x
EVTOPTA201007;They shall have access to our mountains, if they pay.;;;;;;;;;;;;;x
EVTOPTB201007;Our mountains, our heritage!;;;;;;;;;;;;;x
EVTDESC201008;The government of $FROMCOUNTRY$ has decided to give full access regarding our expedition. Our researches can begin.;;;;;;;;;;;;;x
EVTNAME201008;$FROMCOUNTRY$ gives access;;;;;;;;;;;;;x
EVTOPT201008;Bye, Junior, I’ve got something to do…;;;;;;;;;;;;;x
EVTDESC201009;Unfortunately, $FROMCOUNTRY$ has refused to give us access to the Andes.;;;;;;;;;;;;;x
EVTNAME201009;$FROMCOUNTRY$ denies access;;;;;;;;;;;;;x
