CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_ACCEPTED_CULTURE;§Y$CULTURE$§W added as accepted culture.\n;§Y$CULTURE$§W ajouté(e) en tant que culture acceptée.\n;§Y$CULTURE$§W als akzeptierte Kultur hinzugefügt.\n;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_BUILDING;Gain §Y$NAME$§W in §Y$WHERE$§W.\n;Obtention de §Y$NAME$§W à §Y$WHERE$§W.\n;§Y$NAME$§W in §Y$WHERE$§W erhalten.\n;nie bêdzie d³u¿ej;deja de ser;cessa di essere;már nem az;už nebude;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_BUILDING_EFFECT;Gain a §Y$BUILDING$§W with level §Y$VALUE$§W in §Y$PROVINCE$§W.\n;Gain d'un bâtiment §Y$BUILDING$§W de niveau §Y$VALUE$§W en §Y$PROVINCE$§W.\n;Bau von §Y$BUILDING$§W der Stufe §Y$VALUE$§W in §Y$PROVINCE$§W.\n;;§Y$TARGET_COUNTRY$§W se convierte en un títere de §Y$COUNTRY$§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_CRIME;Gain §Y$NAME$§W.\n;Obtention de §Y$NAME$§W.\n;Erhaltung von §Y$NAME$§W.\n;;Obtienes §Y$NAME$§W.\n;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_CRUDE_OIL_EFFECT;Gain §G$VALUE$§W crude oil§W.\n;Gain de §G$VALUE$§W en pétrole brut§W.\n;Erlangt §G$VALUE$§W an Rohöl §W.\n;;Pierde §R$VALUE$§W unidad§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_DISSENT_EFFECT;Gain §R$VALUE$§W in dissent§W.\n;Augmentation de §R$VALUE$§W de dissidence§W.\n;Unmut um §R$VALUE$§W gesteigert§W.\n;;§Y$COUNTRY$§W pierde §R$VALUE$§W en neutralidad§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_ENERGY_EFFECT;Gain §G$VALUE$§W energy§W.\n;Gain de §G$VALUE$§W en énergie§W.\n;Erlangt §G$VALUE$§W an Energie§W.\n;;Pierde §R$VALUE$§W metal§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_METAL_EFFECT;Gain §G$VALUE$§W metal§W.\n;Gain de §G$VALUE$§W en métaux§W.\n;Erlangt §G$VALUE$§W an Metallen§W.\n;;Pierde §R$VALUE$§W crudo§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_MONEY_EFFECT;Gain §G$VALUE$§W¤§W.\n;Gain de §G$VALUE$§W¤§W.\n;Erlangt §G$VALUE$§W an Geld §W.\n;;Pierde §R$VALUE$§W suministros§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_NEUTRALITY_EFFECT;§Y$COUNTRY$§W gains §R$VALUE$§W in neutrality§W.\n;La neutralité de §Y$COUNTRY$§W augmente de §R$VALUE$§W§W.\n;§Y$COUNTRY$§W erlangt §R$VALUE$§W an Neutralität§W.\n;;§Y$IDEOLOGY$§W pierde §R$ORGANISATION$§W en organización y §R$POPULARITY$§W en popularidad§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_ORGANISATION_POPULARITY_EFFECT;§Y$IDEOLOGY$§W gains §G$ORGANISATION$§W in organisation and §G$POPULARITY$§W in popularity§W.\n;L'idéologie §Y$IDEOLOGY$§W procure un gain de §G$ORGANISATION$§W en organisation et de §G$POPULARITY$§W en popularité§W.\n;§Y$IDEOLOGY$§W erlangt §G$ORGANISATION$§W an Organisation und §G$POPULARITY$§W an Beliebtheit§W.\n;;Establece §Y$BUILDING$§W al nivel §Y$VALUE$§W en §Y$PROVINCE$§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_PROVINCE_CRUDE_OIL_EFFECT;Gain §G$VALUE$§W crude oil in §Y$PROVINCE$§W.\n;Gain de §G$VALUE$§W en pétrole but en §Y$PROVINCE$§W.\n;§G$VALUE$§W erlangt Rohöl in §Y$PROVINCE$§W.\n;;§Y$COUNTRY$§W pierde §G$VALUE$§W amenazando a §Y$TARGET_COUNTRY$§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_PROVINCE_ENERGY_EFFECT;Gain §G$VALUE$§W energy in §Y$PROVINCE$§W.\n;Gain de §G$VALUE$§W en énergie en §Y$PROVINCE$§W.\n;§G$VALUE$§W erlangt Energie in §Y$PROVINCE$§W.\n;;Pierde §R$VALUE$§W energía en §Y$PROVINCE$§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_PROVINCE_METAL_EFFECT;Gain §G$VALUE$§W metal in §Y$PROVINCE$§W.\n;Gain de §G$VALUE$§W en métaux en §Y$PROVINCE$§W.\n;§G$VALUE$§W erlangt Metalle in §Y$PROVINCE$§W.\n;;Pierde §R$VALUE$§W metal en §Y$PROVINCE$§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_PROVINCE_MONEY_EFFECT;Gain §G$VALUE$§W ¤ in §Y$PROVINCE$§W.\n;Gain de §G$VALUE$§W ¤ en §Y$PROVINCE$§W.\n;§G$VALUE$§W erlangt Geld in §Y$PROVINCE$§W.\n;;Pierde §R$VALUE$§W dinero en §Y$PROVINCE$§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_PROVINCE_RARE_MATERIALS_EFFECT;Gain §G$VALUE$§W rare materials in §Y$PROVINCE$§W.\n;Gain de §G$VALUE$§W en matériaux rares en §Y$PROVINCE$§W.\n;§G$VALUE$§W erlangt seltene Materialien in §Y$PROVINCE$§W.\n;;Pierde §R$VALUE$§W materiales raros en §Y$PROVINCE$§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_PROVINCE_SUPPLIES_EFFECT;Gain §G$VALUE$§W supplies in §Y$PROVINCE$§W.\n;Gain de §G$VALUE$§W en ravitaillements en §Y$PROVINCE$§W.\n;§G$VALUE$§W erlangt Nachschub in §Y$PROVINCE$§W.\n;;Pierde §R$VALUE$§W suministros en §Y$PROVINCE$§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_RARE_MATERIALS_EFFECT;Gain §G$VALUE$§W rare materials§W.\n;Gain de §G$VALUE$§W en matériaux rares§W.\n;Erlangt §G$VALUE$§W an seltenen Materialien§W.\n;;Pierde §R$VALUE$§W energía§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_RELATIVE_INCOME_EFFECT;Treasury: $VALUE$¤;Trésor : $VALUE$ ¤;Schatzkammer: $VALUE$¤;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_RULING_PARTY_ORG_EFFECT;$NAME$ gains §Y$VALUE$§W organisation.;L'organisation de $NAME$ augmente de §Y$VALUE$§W.;$NAME$ erlangt §Y$VALUE$§W an Organisation.;;Revoca el gobierno en el exilio.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_RULING_PARTY_POP_EFFECT;$NAME$ gains §Y$VALUE$§W popularity.\n;La popularité de $NAME$ augmente de §Y$VALUE$§W.\n;$NAME$ erlangt §Y$VALUE$§W an Beliebtheit.\n;;$NAME$ pierde §Y$VALUE$§W en organización.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_SUB_UNIT_EFFECT;Get $UNIT$ in §Y$WHERE$§W.;Envoyer $UNIT$ vers $WHERE$.;Erhält $UNIT$ in $WHERE$.;Koszt: §Y$AMOUNT$§W dukatów \nCzas: §Y$TIME$§W dni.;Coste: §Y$AMOUNT$§W Ducados \nTiempo: §Y$TIME$§W días;Costo: §Y$AMOUNT$§W ducati \nTempo: §Y$TIME$§W Giorni.;Költség: §Y$AMOUNT$§W dukát \nIdõ: §Y$TIME$§W nap.;Cena: §Y$AMOUNT$§W dukátù \nDoba: §Y$TIME$§W dní.;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_SUPPLIES_EFFECT;Gain §G$VALUE$§W supplies§W.\n;Gain de §G$VALUE$§W en ravitaillement§W.\n;Erlangt §G$VALUE$§W an Nachschub§W.\n;;Pierde §R$VALUE$§W materiales raros§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_THREAT_EFFECT;§Y$COUNTRY$§W gains §R$VALUE$§W threat on §Y$TARGET_COUNTRY$§W.\n;La menace de §Y$COUNTRY$§W envers §Y$TARGET_COUNTRY$§W croît de §R$VALUE$§W.\n;§Y$COUNTRY$§W steigert Bedrohung gegen §Y$TARGET_COUNTRY$§W um §R$VALUE$§W.\n;;Pierde §R$VALUE$§W crudo en §Y$PROVINCE$§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_UNITY_EFFECT;Gain §G$VALUE$§W unity§W.\n;Gain de §G$VALUE$§W unités§W.\n;Erlangt §G$VALUE$§W an Zusammenhalt§W.\n;;§Y$NAME$§W desaparecerá§W.\n;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_WARGOAL_DESC;Require $COST$ war score to demand;Requiert un score de guerre de $COST$ pour demander;Benötigt zum Einfordern $COST$ Kriegspunkte.;;Hace falta una puntuación de guerra de $COST$ para solicitarlo;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_WARGOAL_EFFECT;When we add this war goal, we will gain:;Si objectif de guerre ajouté, nous aurons :;Wenn wir dieses Kriegsziel hinzufügen, erhalten wir:;;Al añadir este objetivo bélico, obtendremos:;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_WARGOAL_FAILURE;If we fail to achieve this war goal, we will gain:;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_WARGOAL_INFAMY;If we add this war goal to our war, we will gain $COST$ §Yinfamy§W;Si nous ajoutons cet objectif à notre guerre, nous gagnerons $COST$ en §Yinfamie§W;Wenn wir unserem Krieg dieses Kriegsziel hinzufügen, bekommen wir $COST$ §YInfamie§W dazu.;;Si añadimos este objetivo bélico a nuestra guerra ganaremos $COST$ de §Yinfamia§W;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_WARGOAL_MILITANCY;If we fail to achieve this war goal, our entire population will gain $MILITANCY$ §YMilitancy§W;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_WARGOAL_PEACE_COST;Costs $COST$ war score to demand in a peace deal;Coûtera un score de guerre de $COST$ pour faire une proposition de paix.;Kostet zum Einfordern bei einer Friedensverhandlung $COST$ Kriegspunkte.;;Requiere una puntuación de guerra de $COST$ para solicitarlo en un acuerdo de paz;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_WARGOAL_PRESTIGE;If we achieve this war goal, we will gain $COST$ §Yprestige§W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD_WARGOAL_SUCCESS;If we achieve this war goal, we will gain:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
