;;;;;;;;;;;;x,,,,,,,,,,,,,
release_country_on_title;Enable 'Release Country' decisions;;;;;;;;;;;;x,,
release_country_MLD_desc;We hold provinces that Maldives has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KAR_title;Release Country of Karen;;;;;;;;;;;;;;;;;;;;x,,
release_country_KAR_desc;We hold provinces that Karen has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_PAK_title;Release Country of Pakistan;;;;;;;;;;;;;;;;;;;;x,,
release_country_PAK_desc;We hold provinces that Pakistan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_CRL_title;Release Country of Chitral;;;;;;;;;;;;;;;;;;;;x,,
release_country_CRL_desc;We hold provinces that Chitral has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_RDL_title;Release Country of Ardalan;;;;;;;;;;;;;;;;;;;;x,,
release_country_RDL_desc;We hold provinces that Ardalan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BTL_title;Release Country of Bitlis;;;;;;;;;;;;;;;;;;;;x,,
release_country_BTL_desc;We hold provinces that Bitlis has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BDN_title;Release Country of Bahdinan;;;;;;;;;;;;;;;;;;;;x,,
release_country_BDN_desc;We hold provinces that Bahdinan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BNB_title;Release Country of Baban;;;;;;;;;;;;;;;;;;;;x,,
release_country_BNB_desc;We hold provinces that Baban has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MKN_title;Release Country of Mukriyan;;;;;;;;;;;;;;;;;;;;x,,
release_country_MKN_desc;We hold provinces that Mukriyan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BHT_title;Release Country of Bohtan;;;;;;;;;;;;;;;;;;;;x,,
release_country_BHT_desc;We hold provinces that Bohtan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SRN_title;Release Country of Soran;;;;;;;;;;;;;;;;;;;;x,,
release_country_SRN_desc;We hold provinces that Soran has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_LBG_title;Release Country of Limburg;;;;;;;;;;;;;;;;;;;;x,,
release_country_LBG_desc;We hold provinces that Limburg has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_PNB_title;Release Country of Pernambuco;;;;;;;;;;;;;;;;;;;;x,,
release_country_PNB_desc;We hold provinces that Pernambuco has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_FIU_title;Release Country of Fiume;;;;;;;;;;;;;;;;;;;;x,,
release_country_FIU_desc;We hold provinces that Fiume has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SYC_title;Release Country of Sicily;;;;;;;;;;;;;;;;;;;;x,,
release_country_SYC_desc;We hold provinces that Sicily has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MDV_title;Release Country of Moldova;;;;;;;;;;;;;;;;;;;;x,,
release_country_MDV_desc;We hold provinces that Moldova has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_ABK_title;Release Country of Abkhazia;;;;;;;;;;;;;;;;;;;;x,,
release_country_ABK_desc;We hold provinces that Abkhazia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_CRT_title;Release Country of Corrientes;;;;;;;;;;;;;;;;;;;;x,,
release_country_CRT_desc;We hold provinces that Corrientes has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SBA_title;Release Country of Buenos Aires;;;;;;;;;;;;;;;;;;;;x,,
release_country_SBA_desc;We hold provinces that Buenos Aires has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_ARC_title;Release Country of Argentine Confederation;;;;;;;;;;;;;;;;;;;;x,,
release_country_ARC_desc;We hold provinces that Argentine Confederation has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_LHJ_title;Release Country of Lahej;;;;;;;;;;;;;;;;;;;;x,,
release_country_LHJ_desc;We hold provinces that Lahej has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_FDL_title;Release Country of Fadhli;;;;;;;;;;;;;;;;;;;;x,,
release_country_FDL_desc;We hold provinces that Fadhli has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KTH_title;Release Country of Kathiri;;;;;;;;;;;;;;;;;;;;x,,
release_country_KTH_desc;We hold provinces that Kathiri has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MHR_title;Release Country of Mahra;;;;;;;;;;;;;;;;;;;;x,,
release_country_MHR_desc;We hold provinces that Mahra has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KML_title;Release Country of Kumul;;;;;;;;;;;;;;;;;;;;x,,
release_country_KML_desc;We hold provinces that Kumul has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SHK_title;Release Country of Shilluk;;;;;;;;;;;;;;;;;;;;x,,
release_country_SHK_desc;We hold provinces that Shilluk has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_WRL_title;Release Country of Warsangali;;;;;;;;;;;;;;;;;;;;x,,
release_country_WRL_desc;We hold provinces that Warsangali has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BHP_title;Release Country of Bahawalpur;;;;;;;;;;;;;;;;;;;;x,,
release_country_BHP_desc;We hold provinces that Bahawalpur has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_EZO_title;Release Country of Ezo;;;;;;;;;;;;;;;;;;;;x,,
release_country_EZO_desc;We hold provinces that Ezo has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_CHY_title;Release Country of Chechnya;;;;;;;;;;;;;;;;;;;;x,,
release_country_CHY_desc;We hold provinces that Chechnya has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_CHK_title;Release Country of Champasak;;;;;;;;;;;;;;;;;;;;x,,
release_country_CHK_desc;We hold provinces that Champasak has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_QNG_title;Release Country of Qing China;;;;;;;;;;;;;;;;;;;;x,,
release_country_QNG_desc;We hold provinces that Qing China has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MGH_title;Release Country of Maghreb;;;;;;;;;;;;;;;;;;;;x,,
release_country_MGH_desc;We hold provinces that Maghreb has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BAH_title;Release Country of Bahia;;;;;;;;;;;;;;;;;;;;x,,
release_country_BAH_desc;We hold provinces that Bahia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_CHP_title;Release Country of Chiapas;;;;;;;;;;;;;;;;;;;;x,,
release_country_CHP_desc;We hold provinces that Chiapas has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_CEQ_title;Release Country of Equador Confederation;;;;;;;;;;;;;;;;;;;;x,,
release_country_CEQ_desc;We hold provinces that Equador Confederation has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_ENT_title;Release Country of Entre Rios;;;;;;;;;;;;;;;;;;;;x,,
release_country_ENT_desc;We hold provinces that Entre Rios has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_GCO_title;Release Country of Gran Colombia;;;;;;;;;;;;;;;;;;;;x,,
release_country_GCO_desc;We hold provinces that Gran Colombia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_GUY_title;Release Country of Guyana;;;;;;;;;;;;;;;;;;;;x,,
release_country_GUY_desc;We hold provinces that Guyana has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_LOS_title;Release Country of Los Alofs;;;;;;;;;;;;;;;;;;;;x,,
release_country_LOS_desc;We hold provinces that Los Alofs has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_LPL_title;Release Country of La Plata;;;;;;;;;;;;;;;;;;;;x,,
release_country_LPL_desc;We hold provinces that La Plata has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_OAX_title;Release Country of Oaxaca;;;;;;;;;;;;;;;;;;;;x,,
release_country_OAX_desc;We hold provinces that Oaxaca has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_PBC_title;Release Country of Peru-Bolivia Confederation;;;;;;;;;;;;;;;;;;;;x,,
release_country_PBC_desc;We hold provinces that Peru-Bolivia Confederation has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_PTG_title;Release Country of Patagonia;;;;;;;;;;;;;;;;;;;;x,,
release_country_PTG_desc;We hold provinces that Patagonia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_RGR_title;Release Country of Rio Grande;;;;;;;;;;;;;;;;;;;;x,,
release_country_RGR_desc;We hold provinces that Rio Grande has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_RGS_title;Release Country of Rio Grande do Sul;;;;;;;;;;;;;;;;;;;;x,,
release_country_RGS_desc;We hold provinces that Rio Grande do Sul has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SON_title;Release Country of Sonora;;;;;;;;;;;;;;;;;;;;x,,
release_country_SON_desc;We hold provinces that Sonora has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SPU_title;Release Country of South Peru;;;;;;;;;;;;;;;;;;;;x,,
release_country_SPU_desc;We hold provinces that South Peru has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_YUC_title;Release Country of Yucatan;;;;;;;;;;;;;;;;;;;;x,,
release_country_YUC_desc;We hold provinces that Yucatan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BLZ_title;Release Country of Belize;;;;;;;;;;;;;;;;;;;;x,,
release_country_BLZ_desc;We hold provinces that Belize has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_DAK_title;Release Country of Dakota;;;;;;;;;;;;;;;;;;;;x,,
release_country_DAK_desc;We hold provinces that Dakota has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_FSA_title;Release Country of Free States of America;;;;;;;;;;;;;;;;;;;;x,,
release_country_FSA_desc;We hold provinces that Free States of America has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_GRN_title;Release Country of Greenland;;;;;;;;;;;;;;;;;;;;x,,
release_country_GRN_desc;We hold provinces that Greenland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_JAM_title;Release Country of Jamaica;;;;;;;;;;;;;;;;;;;;x,,
release_country_JAM_desc;We hold provinces that Jamaica has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_LSK_title;Release Country of Alaska;;;;;;;;;;;;;;;;;;;;x,,
release_country_LSK_desc;We hold provinces that Alaska has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MRU_title;Release Country of Maritime Union;;;;;;;;;;;;;;;;;;;;x,,
release_country_MRU_desc;We hold provinces that Maritime Union has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_PRI_title;Release Country of Puerof Rico;;;;;;;;;;;;;;;;;;;;x,,
release_country_PRI_desc;We hold provinces that Puerof Rico has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_RPL_title;Release Country of Rupert's Land;;;;;;;;;;;;;;;;;;;;x,,
release_country_RPL_desc;We hold provinces that Rupert's Land has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_TRS_title;Release Country of Tarasco;;;;;;;;;;;;;;;;;;;;x,,
release_country_TRS_desc;We hold provinces that Tarasco has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_TTB_title;Release Country of Trinidad;;;;;;;;;;;;;;;;;;;;x,,
release_country_TTB_desc;We hold provinces that Trinidad has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_UIL_title;Release Country of Illinois;;;;;;;;;;;;;;;;;;;;x,,
release_country_UIL_desc;We hold provinces that Illinois has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_UNB_title;Release Country of Nebraska;;;;;;;;;;;;;;;;;;;;x,,
release_country_UNB_desc;We hold provinces that Nebraska has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_UNM_title;Release Country of New Mexico;;;;;;;;;;;;;;;;;;;;x,,
release_country_UNM_desc;We hold provinces that New Mexico has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_UOR_title;Release Country of Oregon;;;;;;;;;;;;;;;;;;;;x,,
release_country_UOR_desc;We hold provinces that Oregon has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_ALS_title;Release Country of Elsass;;;;;;;;;;;;;;;;;;;;x,,
release_country_ALS_desc;We hold provinces that Elsass has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_ATR_title;Release Country of Asturias;;;;;;;;;;;;;;;;;;;;x,,
release_country_ATR_desc;We hold provinces that Asturias has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BAN_title;Release Country of Banat;;;;;;;;;;;;;;;;;;;;x,,
release_country_BAN_desc;We hold provinces that Banat has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BKV_title;Release Country of Bukovina;;;;;;;;;;;;;;;;;;;;x,,
release_country_BKV_desc;We hold provinces that Bukovina has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BRT_title;Release Country of Brittany;;;;;;;;;;;;;;;;;;;;x,,
release_country_BRT_desc;We hold provinces that Brittany has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BSQ_title;Release Country of Basqueland;;;;;;;;;;;;;;;;;;;;x,,
release_country_BSQ_desc;We hold provinces that Basqueland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_CRS_title;Release Country of Corsica;;;;;;;;;;;;;;;;;;;;x,,
release_country_CRS_desc;We hold provinces that Corsica has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_DLM_title;Release Country of Dalmatia;;;;;;;;;;;;;;;;;;;;x,,
release_country_DLM_desc;We hold provinces that Dalmatia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_ENL_title;Release Country of England;;;;;;;;;;;;;;;;;;;;x,,
release_country_ENL_desc;We hold provinces that England has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_GLC_title;Release Country of Galicia;;;;;;;;;;;;;;;;;;;;x,,
release_country_GLC_desc;We hold provinces that Galicia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_GLM_title;Release Country of Galicia-Lodomeria;;;;;;;;;;;;;;;;;;;;x,,
release_country_GLM_desc;We hold provinces that Galicia-Lodomeria has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_LOR_title;Release Country of Lorraine;;;;;;;;;;;;;;;;;;;;x,,
release_country_LOR_desc;We hold provinces that Lorraine has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MCD_title;Release Country of Macedonia;;;;;;;;;;;;;;;;;;;;x,,
release_country_MCD_desc;We hold provinces that Macedonia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MLT_title;Release Country of Malta;;;;;;;;;;;;;;;;;;;;x,,
release_country_MLT_desc;We hold provinces that Malta has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_OCC_title;Release Country of Occitania;;;;;;;;;;;;;;;;;;;;x,,
release_country_OCC_desc;We hold provinces that Occitania has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_RMG_title;Release Country of Romagna;;;;;;;;;;;;;;;;;;;;x,,
release_country_RMG_desc;We hold provinces that Romagna has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SPC_title;Release Country of Carlist Spain;;;;;;;;;;;;;;;;;;;;x,,
release_country_SPC_desc;We hold provinces that Carlist Spain has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SRD_title;Release Country of Sardinia;;;;;;;;;;;;;;;;;;;;x,,
release_country_SRD_desc;We hold provinces that Sardinia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SVY_title;Release Country of Savoy;;;;;;;;;;;;;;;;;;;;x,,
release_country_SVY_desc;We hold provinces that Savoy has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SWH_title;Release Country of Schleswig-Holstein;;;;;;;;;;;;;;;;;;;;x,,
release_country_SWH_desc;We hold provinces that Schleswig-Holstein has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_WHA_title;Release Country of Wales;;;;;;;;;;;;;;;;;;;;x,,
release_country_WHA_desc;We hold provinces that Wales has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_DNB_title;Release Country of Danubian Federation;;;;;;;;;;;;;;;;;;;;x,,
release_country_DNB_desc;We hold provinces that Danubian Federation has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_LUZ_title;Release Country of Luzica;;;;;;;;;;;;;;;;;;;;x,,
release_country_LUZ_desc;We hold provinces that Luzica has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_RHI_title;Release Country of Rhineland;;;;;;;;;;;;;;;;;;;;x,,
release_country_RHI_desc;We hold provinces that Rhineland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_PML_title;Release Country of Pomerelia;;;;;;;;;;;;;;;;;;;;x,,
release_country_PML_desc;We hold provinces that Pomerelia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_PZN_title;Release Country of Poznan;;;;;;;;;;;;;;;;;;;;x,,
release_country_PZN_desc;We hold provinces that Poznan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SLS_title;Release Country of Silesia;;;;;;;;;;;;;;;;;;;;x,,
release_country_SLS_desc;We hold provinces that Silesia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_WES_title;Release Country of Westfalen;;;;;;;;;;;;;;;;;;;;x,,
release_country_WES_desc;We hold provinces that Westfalen has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_AKH_title;Release Country of Astrakhan;;;;;;;;;;;;;;;;;;;;x,,
release_country_AKH_desc;We hold provinces that Astrakhan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_ALT_title;Release Country of Altai Republic;;;;;;;;;;;;;;;;;;;;x,,
release_country_ALT_desc;We hold provinces that Altai Republic has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_CPL_title;Release Country of Congress Poland;;;;;;;;;;;;;;;;;;;;x,,
release_country_CPL_desc;We hold provinces that Congress Poland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_DON_title;Release Country of Cossackia;;;;;;;;;;;;;;;;;;;;x,,
release_country_DON_desc;We hold provinces that Cossackia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_IZH_title;Release Country of Ingria;;;;;;;;;;;;;;;;;;;;x,,
release_country_IZH_desc;We hold provinces that Ingria has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KAZ_title;Release Country of Kazakhstan;;;;;;;;;;;;;;;;;;;;x,,
release_country_KAZ_desc;We hold provinces that Kazakhstan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KAM_title;Release Country of Kamchatka;;;;;;;;;;;;;;;;;;;;x,,
release_country_KAM_desc;We hold provinces that Kamchatka has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KMK_title;Release Country of Kalmykia;;;;;;;;;;;;;;;;;;;;x,,
release_country_KMK_desc;We hold provinces that Kalmykia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KRL_title;Release Country of Karelia;;;;;;;;;;;;;;;;;;;;x,,
release_country_KRL_desc;We hold provinces that Karelia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SIB_title;Release Country of Siberian Republic;;;;;;;;;;;;;;;;;;;;x,,
release_country_SIB_desc;We hold provinces that Siberian Republic has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_TAR_title;Release Country of Tatarstan;;;;;;;;;;;;;;;;;;;;x,,
release_country_TAR_desc;We hold provinces that Tatarstan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_TNT_title;Release Country of Tannu Tuva;;;;;;;;;;;;;;;;;;;;x,,
release_country_TNT_desc;We hold provinces that Tannu Tuva has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_URA_title;Release Country of Ural Republic;;;;;;;;;;;;;;;;;;;;x,,
release_country_URA_desc;We hold provinces that Ural Republic has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_YAK_title;Release Country of Yakutia;;;;;;;;;;;;;;;;;;;;x,,
release_country_YAK_desc;We hold provinces that Yakutia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_ARU_title;Release Country of Arab Union;;;;;;;;;;;;;;;;;;;;x,,
release_country_ARU_desc;We hold provinces that Arab Union has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
