EGY_903;Damascus;;;;;;;;;;;;;x
EGY_915;Beirut;;;;;;;;;;;;;x
ENG_1251;Bengal;;;;;;;;;;;;;x
ENG_1304;Carnatic;;;;;;;;;;;;;x
ENG_1317;Keralam;;;;;;;;;;;;;x
ENG_13;Columbia;;;;;;;;;;;;;x
ENG_1887;Grain Coast;;;;;;;;;;;;;x
ENG_1956;Cameroon;;;;;;;;;;;;;x
ENG_2014;Barotseland;;;;;;;;;;;;;x
ENG_2035;Ruanda-Urundi;;;;;;;;;;;;;x
ENG_2066;Nyasaland;;;;;;;;;;;;;x
ENG_2068;Matabeleland;;;;;;;;;;;;;x
ENG_2074;Bechuanaland;;;;;;;;;;;;;x
ENG_2078;Damaraland;;;;;;;;;;;;;x
ENG_2083;Great Namaqualand;;;;;;;;;;;;;x
ENG_2087;Cape;;;;;;;;;;;;;x
ENG_2125;Indian Ocean Islands;;;;;;;;;;;;;x
ENG_2224;Leeward Islands;;;;;;;;;;;;;x
ENG_2228;Windward Islands;;;;;;;;;;;;;x
ENG_2534;Solomon Islands;;;;;;;;;;;;;x
ENG_258;Connacht;;;;;;;;;;;;;x
ENG_263;Leinster;;;;;;;;;;;;;x
ENG_46;Upper Canada;;;;;;;;;;;;;x
ENG_58;Lower Canada;;;;;;;;;;;;;x
ENG_68;Maritimes;;;;;;;;;;;;;x
ENG_6;Yukon;;;;;;;;;;;;;x
ETH_1854;Amhara;;;;;;;;;;;;;x
ETH_1856;Tigray;;;;;;;;;;;;;x
ETH_1859;Shewa;;;;;;;;;;;;;x
ETH_1864;Galla-Sidamo;;;;;;;;;;;;;x
ETH_1867;Ogaden;;;;;;;;;;;;;x
FRA_1097;New Caledonia;;;;;;;;;;;;;x
FRA_1798;Upper Niger;;;;;;;;;;;;;x
FRA_1801;Upper Senegal;;;;;;;;;;;;;x
FRA_1901;Upper Volta;;;;;;;;;;;;;x
FRA_1907;Gold Coast;;;;;;;;;;;;;x
FRA_1914;Togoland;;;;;;;;;;;;;x
FRA_1923;Yorubaland;;;;;;;;;;;;;x
FRA_1930;Niger Coast;;;;;;;;;;;;;x
FRA_1937;Benue;;;;;;;;;;;;;x
FRA_1978;Middle Congo;;;;;;;;;;;;;x
FRA_401;Nord-Pas-de-Calais;;;;;;;;;;;;;x
FRA_414;Lorraine;;;;;;;;;;;;;x
FRA_418;Normandy;;;;;;;;;;;;;x
FRA_420;Brittany;;;;;;;;;;;;;x
FRA_428;Burgundy;;;;;;;;;;;;;x
FRA_801;Tahiti;;;;;;;;;;;;;x
GRE_837;Attica;;;;;;;;;;;;;x
JAP_1640;Chugoku;;;;;;;;;;;;;x
JAP_1667;Shikoku;;;;;;;;;;;;;x
KHI_1191;Khiva;;;;;;;;;;;;;x
KOK_1190;Ferghana;;;;;;;;;;;;;x
LUX_397;Luxembourg;;;;;;;;;;;;;x
MAD_2121;Madagascar;;;;;;;;;;;;;x
MEC_545;Mecklenburg;;;;;;;;;;;;;x
MEX_2139;Baja California;;;;;;;;;;;;;x
MEX_2147;Coahuila;;;;;;;;;;;;;x
MEX_2163;Veracruz;;;;;;;;;;;;;x
MEX_2167;Guanajuato;;;;;;;;;;;;;x
MEX_2170;Michoacán;;;;;;;;;;;;;x
MEX_2177;Oaxaca;;;;;;;;;;;;;x
MEX_2182;Chiapas;;;;;;;;;;;;;x
MEX_94;Nevada;;;;;;;;;;;;;x
MEX_97;Utah;;;;;;;;;;;;;x
MOR_1693;Marrakesh;;;;;;;;;;;;;x
MOR_1694;Sous;;;;;;;;;;;;;x
MOR_1696;Rio de Oro;;;;;;;;;;;;;x
NET_1430;Celebes;;;;;;;;;;;;;x
NET_381;Brabant;;;;;;;;;;;;;x
ORA_2103;Transorangia;;;;;;;;;;;;;x
PAP_741;Emilia-Romagna;;;;;;;;;;;;;x
PAP_752;Latium;;;;;;;;;;;;;x
PER_1112;Azerbaijan;;;;;;;;;;;;;x
PER_1116;Tabaristan;;;;;;;;;;;;;x
PER_1121;Iraq-i Ajam;;;;;;;;;;;;;x
PER_1135;Fars;;;;;;;;;;;;;x
PER_1141;Kerman;;;;;;;;;;;;;x
PEU_2289;Loreto;;;;;;;;;;;;;x
PEU_2303;Cusco;;;;;;;;;;;;;x
PRG_2338;Chaco;;;;;;;;;;;;;x
PRG_2343;Paraguay;;;;;;;;;;;;;x
PRU_546;Pomerania;;;;;;;;;;;;;x
PRU_553;Thuringia;;;;;;;;;;;;;x
PRU_572;Palatinate;;;;;;;;;;;;;x
PRU_575;Rhineland;;;;;;;;;;;;;x
PRU_581;Westphalia;;;;;;;;;;;;;x
PRU_682;Silesia;;;;;;;;;;;;;x
PRU_690;Pomerelia;;;;;;;;;;;;;x
PRU_695;Prussia;;;;;;;;;;;;;x
PRU_701;Greater Poland;;;;;;;;;;;;;x
RUS_1006;Pskov;;;;;;;;;;;;;x
RUS_1009;Oryol;;;;;;;;;;;;;x
RUS_1012;Ryazan;;;;;;;;;;;;;x
RUS_1020;Nizhny Novgorod;;;;;;;;;;;;;x
RUS_1028;Vyatka;;;;;;;;;;;;;x
RUS_1030;Kazan;;;;;;;;;;;;;x
RUS_1037;Saratov;;;;;;;;;;;;;x
RUS_1044;Orenburg;;;;;;;;;;;;;x
RUS_1048;Kuban;;;;;;;;;;;;;x
RUS_1052;Dagestan;;;;;;;;;;;;;x
RUS_1055;Terek;;;;;;;;;;;;;x
RUS_1070;Yeniseysk;;;;;;;;;;;;;x
RUS_1071;Yakutia;;;;;;;;;;;;;x
RUS_1079;Transbaikal;;;;;;;;;;;;;x
RUS_1090;Tiflis;;;;;;;;;;;;;x
RUS_1092;Kutais;;;;;;;;;;;;;x
RUS_1098;Erivan;;;;;;;;;;;;;x
RUS_1102;Baku;;;;;;;;;;;;;x
RUS_1185;Zhetysu;;;;;;;;;;;;;x
RUS_1195;Syr Darya;;;;;;;;;;;;;x
RUS_2611;Turgay;;;;;;;;;;;;;x
RUS_340;Finland;;;;;;;;;;;;;x
RUS_354;Livonia;;;;;;;;;;;;;x
RUS_357;Courland;;;;;;;;;;;;;x
RUS_360;Vilna;;;;;;;;;;;;;x
RUS_361;Kovno;;;;;;;;;;;;;x
RUS_676;Bessarabia;;;;;;;;;;;;;x
RUS_706;Mazovia;;;;;;;;;;;;;x
RUS_707;Grodno;;;;;;;;;;;;;x
RUS_709;Suwalki;;;;;;;;;;;;;x
RUS_715;Lesser Poland;;;;;;;;;;;;;x
RUS_947;Vitebsk;;;;;;;;;;;;;x
RUS_948;Mogilev;;;;;;;;;;;;;x
RUS_955;Podolia;;;;;;;;;;;;;x
RUS_956;Volhynia;;;;;;;;;;;;;x
RUS_963;Poltava;;;;;;;;;;;;;x
RUS_964;Taurida;;;;;;;;;;;;;x
RUS_965;Kherson;;;;;;;;;;;;;x
RUS_980;Kharkov;;;;;;;;;;;;;x
RUS_990;Vologda;;;;;;;;;;;;;x
RUS_994;Saint Petersburg;;;;;;;;;;;;;x
SAR_466;Savoy;;;;;;;;;;;;;x
SAR_720;Piedmont;;;;;;;;;;;;;x
SAR_724;Liguria;;;;;;;;;;;;;x
SAR_765;Sardinia;;;;;;;;;;;;;x
SAX_558;Saxony;;;;;;;;;;;;;x
SER_794;Serbia;;;;;;;;;;;;;x
SIA_1358;Isan;;;;;;;;;;;;;x
SIA_1392;Siam;;;;;;;;;;;;;x
SIC_753;Abruzzo;;;;;;;;;;;;;x
SIC_756;Apulia;;;;;;;;;;;;;x
SIC_760;Calabria;;;;;;;;;;;;;x
SPA_474;Galicia;;;;;;;;;;;;;x
SPA_477;León;;;;;;;;;;;;;x
SPA_479;Castilla la Vieja;;;;;;;;;;;;;x
SPA_492;Vasconia;;;;;;;;;;;;;x
SPA_495;Aragón;;;;;;;;;;;;;x
SPA_507;Murcia;;;;;;;;;;;;;x
SPA_512;Andalusia;;;;;;;;;;;;;x
SWE_334;Skåneland;;;;;;;;;;;;;x
SWI_603;Switzerland;;;;;;;;;;;;;x
SWI_605;Romandy;;;;;;;;;;;;;x
TRI_1743;Tripolitania;;;;;;;;;;;;;x
TUR_803;Kosovo;;;;;;;;;;;;;x
TUR_805;Macedonia;;;;;;;;;;;;;x
TUR_806;Vardar Macedonia;;;;;;;;;;;;;x
TUR_824;Epirus;;;;;;;;;;;;;x
TUR_828;Thrace;;;;;;;;;;;;;x
TUR_848;Crete;;;;;;;;;;;;;x
TUR_860;Istanbul;;;;;;;;;;;;;x
TUR_863;Bursa;;;;;;;;;;;;;x
TUR_876;Ankara;;;;;;;;;;;;;x
TUR_887;Erzurum;;;;;;;;;;;;;x
TUR_889;Diyarbakir;;;;;;;;;;;;;x
TUR_890;Van;;;;;;;;;;;;;x
TUR_894;Adana;;;;;;;;;;;;;x
TUS_744;Tuscany;;;;;;;;;;;;;x
UCA_2192;San Salvador;;;;;;;;;;;;;x
USA_205;South Carolina;;;;;;;;;;;;;x
VNZ_2265;Caracas;;;;;;;;;;;;;x
WAL_664;Muntenia;;;;;;;;;;;;;x
WAL_665;Oltenia;;;;;;;;;;;;;x
MOL_662;Bucovina;;;;;;;;;;;;;x
YEM_1412;Hadramut;;;;;;;;;;;;;x
ZUL_2113;Zululand;;;;;;;;;;;;;x
POR_2003;Benguela;;;;;;;;;;;;;x
POR_1999;Luanda;;;;;;;;;;;;;x
MOR_1683;Tafilalt;;;;;;;;;;;;;x
RUS_1033;Simbirsk;;;;;;;;;;;;;x
RUS_1025;Tambov;;;;;;;;;;;;;x
TUR_879;Sivas;;;;;;;;;;;;;x
TUR_809;Eastern Rumelia;;;;;;;;;;;;;x
RUS_1019;Voronezh;;;;;;;;;;;;;x
RUS_962;Chernigov;;;;;;;;;;;;;x
RUS_1042;Ufa;;;;;;;;;;;;;x
RUS_1001;Yaroslavl;;;;;;;;;;;;;x
RUS_1021;Penza;;;;;;;;;;;;;x
RUS_1023;Kostroma;;;;;;;;;;;;;x
RUS_1011;Tula;;;;;;;;;;;;;x
RUS_972;Ekaterinoslav;;;;;;;;;;;;;x
RUS_1187;Semipalatinsk;;;;;;;;;;;;;x
SPA_502;Balearic Islands;;;;;;;;;;;;;x
ENG_2482;Tasmania;;;;;;;;;;;;;x
RUS_1184;Akmolinsk;;;;;;;;;;;;;x
RUS_1010;Kaluga;;;;;;;;;;;;;x
TRI_1742;Fezzan;;;;;;;;;;;;;x
RUS_979;Don;;;;;;;;;;;;;x
RUS_1013;Vladimir;;;;;;;;;;;;;x
FRA_445;Limousin;;;;;;;;;;;;;x
PAP_3307;Marche;;;;;;;;;;;;;x
AUS_736;Julian Venetia;;;;;;;;;;;;;x
RUS_1050;Stavropol;;;;;;;;;;;;;x
RUS_339;Olonets;;;;;;;;;;;;;x
RUS_1105;Elisavetpol;;;;;;;;;;;;;x
RUS_1196;Transcaspia;;;;;;;;;;;;;x
AUS_734;South Tyrol;;;;;;;;;;;;;x
FRA_473;Corsica;;;;;;;;;;;;;x
CHI_1586;Xikang;;;;;;;;;;;;;x
CHI_1618;Zhili;;;;;;;;;;;;;x
CHI_1613;Rehe;;;;;;;;;;;;;x
KOR_1635;Pusan;;;;;;;;;;;;;x
VNZ_2245;Llanos;;;;;;;;;;;;;x
VNZ_2267;Cumaná;;;;;;;;;;;;;x
VNZ_2234;Maracaibo;;;;;;;;;;;;;x
VNZ_2249;Boyacá;;;;;;;;;;;;;x
CLM_2251;Magdalena;;;;;;;;;;;;;x
