;;;;;;;;;;;;;x
MSQ;Miskito Coast;;;;;;;;;;;;;x
MSQ_ADJ;Misikito;;;;;;;;;;;;;x
HNS_reactionary;Altermanner;;;;;;;;;;;;;x
HNS_anarcho_liberal;Patriziat;;;;;;;;;;;;;x
HNS_fascist;Schwarzhaupter;;;;;;;;;;;;;x
HNS_socialist;Burgerschaft;;;;;;;;;;;;;x
HNS_absolute_monarchy;Free Hanseatic Cities;;;;;;;;;;;;x
HNS_prussian_constitutionalism;Free Hanseatic Cities;;;;;;;;;;;;x
HNS_hms_government;Free Hanseatic Cities;;;;;;;;;;;;x
HNS_democracy;Hanseatic League;;;;;;;;;;;;x
HNS_presidential_dictatorship;Hanseatic League;;;;;;;;;;;;x
HNS_proletarian_dictatorship;Hanseatic Free Republic;;;;;;;;;;;;x
HNS_fascist_dictatorship;Hanseatic State;;;;;;;;;;;;x
;;;;;;;;;;;;;x
SIO;Sioux;;;;;;;;;;;;x
SIO_ADJ;Sioux;;;;;;;;;;;;x
SIO_liberal;Keetoowah Society;SociÈtÅEKeetoowah;Keetoowah Society;;Sociedad de Keetoowah ;;;;;;;;;x;;;;
SIO_conservative;Traditional Party;Parti traditionnel;Traditional Party;;Partido Tradicional;;;;;;;;;x;;;;
SIO_conservative_2;National Party;Parti national;National Party;;Partido Nacional;;;;;;;;;x;;;;
SIO_socialist;Social Party;Parti social;Social Party;;Partido Social;;;;;;;;;x;;;;
SIO_reactionary;Nationalist Party;Parti nationaliste;Nationalist Party;;Partido Nacionalista;;;;;;;;;x;;;;
SIO_anarcho_liberal;Radical Party;Parti radical;Radical Party;;Partido Radical;;;;;;;;;x;;;;
SIO_communist;Communist Party;Parti communiste ;Communist Party;;Partido Comunista;;;;;;;;;x;;;;
SIO_fascist;Fascist Party;Parti fasciste;Fascist Party;;Partido Fascista;;;;;;;;;x;;;;
MCK;Manchuria;;;;;;;;;;;;;x
MCK_absolute_monarchy;Manchuria;Manchuria;Manchuria;;;;;;;;;;;x
MCK_prussian_constitutionalism;Manchuria;Manchuria;Manchuria;;;;;;;;;;;x
MCK_hms_government;Manchuria;Manchuria;Manchuria;;;;;;;;;;;x
MCK_fascist_dictatorship;Manzhouguo;Manchukuo;Manchukuo;;;;;;;;;;;x
MCK_presidential_dictatorship;Fengtian Clique;;;;;;;;;;;;;x
MCK_ADJ;Manchu;Mandchou;Manchu;;;;;;;;;;;x
MCK_presidential_dictatorship_ADJ;Fengtian;;;;;;;;;;;;;x
UCA;FRCA;;FRCA;;;;;;;;x;;;
UCA_ADJ;Central American;Centre-amÈricain;Mittelamerikanisch;;Centroamericana;;;;;;;;;x;;;;
UCA_absolute_monarchy;Central American Empire;Central American Empire;Central American Empire;;;;;;;;;;;x
UCA_prussian_constitutionalism;Central American Empire;Central American Empire;Central American Empire;;;;;;;;;;;x
UCA_hms_government;Central America;Central America;Central America;;;;;;;;;;;x
UCA_democracy;FRCA;;;;;;;;;;;;x
UCA_fascist_dictatorship;FRCA;FRCA;FRCA;;;;;;;;;;;x
UCA_presidential_dictatorship;FRCA;;;;;;;;;;;;;x
ETH_absolute_monarchy;Abyssinia;Abyssinia;Abyssinia;;;;;;;;;;;x
ETH_prussian_constitutionalism;Abyssinian Empire;Abyssinian Empire;Abyssinian Empire;;;;;;;;;;;x
PER_absolute_monarchy;Persia;;;;;;;;;;;;x
PER_prussian_constitutionalism;Persia;;;;;;;;;;;;x
PER_hms_government;Iran;;;;;;;;;;;;x
PER_democracy;Iran;;;;;;;;;;;;x
PER_presidential_dictatorship;Iran;;;;;;;;;;;;x
PER_proletarian_dictatorship;Iranian Free Republic;;;;;;;;;;;;x
PER_fascist_dictatorship;Iran;;;;;;;;;;;;x
UES_fascist_dictatorship;American Union State;;;;;;;;;;;;x
BYZ;Greek Empire;Empire byzantin;Byzantinisches Reich;;Imperio Bizantino;;;;;;;;x
BYZ_ADJ;Greek;;;;;;;;;;;;x
BYZ_absolute_monarchy;Empire of the Greeks;;;;;;;;;;;;x
BYZ_prussian_constitutionalism;Empire of the Greek;;;;;;;;;;;;x
BYZ_hms_government;Greek Empire;;;;;;;;;;;;x
BYZ_democracy;Great Greece;;;;;;;;;;;;x
BYZ_presidential_dictatorship;Great Greece;;;;;;;;;;;;x
BYZ_proletarian_dictatorship;Free Greek People's Republic;;;;;;;;;;;;x
BYZ_fascist_dictatorship;Roman Empire;;;;;;;;;;;;x
SCA_absolute_monarchy;Kalmar Union;;;;;;;;;;;;x
SCA_prussian_constitutionalism;Kalmar Union;;;;;;;;;;;;x
SCA_proletarian_dictatorship;Baltic Co-Prosperity Sphere;;;;;;;;;;;;x
PROV308;Aalesund;;;;;;;;;;;;x
BRZ_absolute_monarchy;Empire of Brazil;;;;;;;;;;;;x
BRZ_prussian_constitutionalism;Empire of Brazil;;;;;;;;;;;;x
BRZ_hms_government;Empire of Brazil;;;;;;;;;;;;x
BRZ_proletarian_dictatorship;Brazilian Co-Prosperity Sphere;;;;;;;;;;;;x
IRQ_absolute_monarchy;Mesopotamia;;;;;;;;;;;;x
IRQ_prussian_constitutionalism;Iraq;;;;;;;;;;;;x
IRQ_hms_government;Iraq;;;;;;;;;;;;x
gaoshan;Gaoshan;;;;;;;;;;;;x
HOH;Hohenzollern;;;;;;;;;;;;x
HOH_ADJ;Hohenzolleran;;;;;;;;;;;;x
cham;Cham;;;;;;;;;;;;x
galician;Galician;;;;;;;;;;;;x
south_andean;Central Andean;;;;;;;;;;;;x
s_andean;South Andean;;;;;;;;;;;;x
AAA_conservative_1;Loyalists;;;;;;;;;;;;;x
AAA_conservative_2;Centrists;;;;;;;;;;;;;x
AAA_conservative_3;Monarchists;;;;;;;;;;;;;x
AAA_conservative_4;Moderates;;;;;;;;;;;;;x
AAA_conservative_5;National Democratic Party;;;;;;;;;;;;;x
AAA_liberal_1;Republican Party;;;;;;;;;;;;;x
AAA_liberal_2;Parliamentarists;;;;;;;;;;;;;x
AAA_liberal_3;Reformists;;;;;;;;;;;;;x
AAA_liberal_4;Liberal Democrats;;;;;;;;;;;;;x
AAA_liberal_5;National Liberal Party;;;;;;;;;;;;;x
AAA_socialist_1;National Socialists;;;;;;;;;;;;;x
AAA_socialist_2;Labour Party;;;;;;;;;;;;;x
AAA_socialist_3;People's Party;;;;;;;;;;;;;x
AAA_socialist_4;Social Democrats;;;;;;;;;;;;;x
AAA_socialist_5;Progressivists;;;;;;;;;;;;;x
AAA_reactionary_1;Traditionalists;;;;;;;;;;;;;x
AAA_reactionary_2;Restorationists;;;;;;;;;;;;;x
AAA_anarcho_liberal_1;Free Trade Party;;;;;;;;;;;;;x
AAA_anarcho_liberal_2;Radicals;;;;;;;;;;;;;x
AAA_communist_1;Workers' Party;;;;;;;;;;;;;x
AAA_communist_2;Internationalists;;;;;;;;;;;;;x
AAA_fascist_1;Patriotic Front;;;;;;;;;;;;;x
AAA_fascist_2;Phalanxists;;;;;;;;;;;;;x
