PROV3299;Chott Chergui;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV3298;Chott el Hodna;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV3297;Chott Melghir;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV3296;Chott el Djerid;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV3295;Taihu Lake;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV3294;Lake Mweru;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV3293;Lake Rukwa;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV3292;Lake Argyle;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV3291;Lake Mackay;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV3290;Lake Eyre;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV3289;Lake Frome;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV3288;Lake Torrens;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV3287;Lake Gairdner;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV3286;Songkhla Lake;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV3285;Fagnano Lake;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV12;Sado;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV29;Kyzylkum;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
urban;Urban;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
FRA_1901;Houet;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
ASH_1910;Volta;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV2702;Alty-Kuduk;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV1210;Fayzabad;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV1196;Gurgench;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
PROV686;Kara-Kum;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
BUR_1334;Mandalay;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
RUS_973;Kherson-Zaporizhia;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;
PROV3107;Baigal Nuur;;;;;;;;;;;;;;;;;;;;;x;;;;;;
PROV2589;Tsushima;;;;;;;;;;;;;;;;;;;;;;;;x;;;
PROV1724;Orkney & Shetland;;;;;;;;;;;;;;;;;;;;;;;;x;;;
PROV1858;Asaita;;;;;;;;;;;;;;;;;;;;;;;;x;;;
australia_new_zealand;Oceania;;;;;;;;;;;;;;;;;;;;;;;;x;;;
polynesia;Polynesia;;;;;;;;;;;;;;;;;;;;;;;;x;;;
desert;Desert;;;;;;;;;;;;;;;;;;;;;;;x;;;;
semidesert;Semidesert;;;;;;;;;;;;;;;;;;;;;;;;;;;x
small_island;Island;;;;;;;;;;;;;;;;;;;;;;;;;;;x
coral_island;Atoll;;;;;;;;;;;;;;;;;;;;;;;;;;;x
forest;Forest;;;;;;;;x;;;;;;;;;;;;;;;;;;;
boreal;Taiga;;;;;;;;;;;;;;;;;;;;;;;;x;;;
arctic;Tundra;;;;;;;;;;;;;;;;;;;;;;;;x;;;
plains;Grassland;;;;;;;;;;;;;;;;;;;;;;;;x;;;
hills;Grassland Hills;;;;;;;;;;;;;;;;;x;;;;;;;;;;
dryhills;Dry Grassland Hills;;;;;;;;;;;;;;;;;x;;;;;;;;;;
mountain;Montane Grassland;;;;;;;;;;;;;;;;;x;;;;;;;;;;
montane_tundra;Alpine Tundra;;;;;;;;;;;;;;;;;x;;;;;;;;;;
montane_forest;Montane Forest;;;;;;;;;;;;;;;;;x;;;;;;;;;;
savanna;Savanna;;;;;;;;;;;;;;;;;;;;;;;;x;;;
PROV1714;Tinogasta;;;;;;;;;;;;;;;;;;x;;;;;;;;;
PROV2406;Penghu;;;;;;;;;;;;;;;;;x;;;;;;;;;;
TIB_1591;Tibetan Plateau;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2640;Gwadar;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV1071;Qeshm;;;;;;;;;;;;;;;;;;;;;;;x;;;;
CAN_18;New Caledonia;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV2590;Ceuta;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1082;Guanwai;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV1206;Amul;;;;;;;;;;;;x;;;;;;;;;;;;;;;
RUS_2618;Magadan;;;;;;;;;;;;x;;;;;;;;;;;;;;;
RUS_2621;Kolyma;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV2647;Lifau;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2674;Abakan;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2614;Yarkand;;;;;;;;;;;;;;;;;;;;;;;x;;;;
KOK_1190;Alay;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV2414;Jezira;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV1469;Uriankhai;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV1205;Kyzyl-Su;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV1204;Ashkhabad;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV1193;Yasi;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2606;Balkhash;;;;;;;;;;;;;;;;;;;;;;;x;;;;
ARG_2384;Córdoba de Argentina;;;;;;;;;;;;;;;;;;;;;;;x;;;;
ARG_2393;La Pampa;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV745;Livorno;;;;;;;;;;;;;;;;;;;x;;;;;;;;
BRZ_2428;Nordeste;;;;;;;;;;;;;;;;;;;x;;;;;;;;
NEJ_1156;Ha'il;;;;;;;;;;;;;;;;;;;x;;;;;;;;
KOR_1624;Hanseong;;;;;;;;;;;;;;;;;x;;;;;;;;;;
PROV1624;Hanseong;;;;;;;;;;;;;;;;;;;;;;;x;;;;
ZUL_2113;Zululand;;;;;;;;;;;;;;;;;;;;x;;;;;;;
PROV1152;Jeddah;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAN_13;Columbia;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAN_19;New Caledonia;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV44;Guantanamo Bay;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAN_46;Upper Canada;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAN_50;Northern Ontario;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAN_58;Lower Canada;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAN_60;Northern Quebec;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_68;Maritimes;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MEX_94;Nevada;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MEX_97;Utah;;;;;;;;;;;;x;;;;;;;;;;;;;;;
USA_201;Georgia;;;;;;;;;;;;x;;;;;;;;;;;;;;;
USA_205;South Carolina;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_258;Connacht;;;;;;;;;;;;x;;;;;;;;;;;;;;;
SWE_334;Malmö;;;;;;;;;;;;x;;;;;;;;;;;;;;;
RUS_343;Helsinki;;;;;;;;;;;;x;;;;;;;;;;;;;;;
RUS_345;Turku;;;;;;;;;;;;x;;;;;;;;;;;;;;;
NET_379;Zeeland;;;;;;;;;;;;x;;;;;;;;;;;;;;;
HAN_528;Lower Elbe;;;;;;;;;;;;x;;;;;;;;;;;;;;;
HAN_540;East Friesland;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1540;North Jiangsu;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRA_1878;Guinea-Bissau;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRA_1883;Guinea;;;;;;;;;;;;x;;;;;;;;;;;;;;;
POR_2054;Sofala;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MEX_2149;Cohauila;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MEX_2159;Veracruz;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MEX_2172;México;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MEX_2181;Chiapas;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV2146;Ghat;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PRU_544;Mecklenburg;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PRU_554;Thuringia;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PRU_570;Palatinate;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PRU_578;Eastern Rheinland;;;;;;;;;;;;x;;;;;;;;;;;;;;;
SPA_610;Caroline Islands;;;;;;;;;;;;x;;;;;;;;;;;;;;;
AUS_652;Banat;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MOL_676;Bessarabia;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PRU_684;Upper Silesia;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV704;Nowy Sacz;;;;;;;;;;;;x;;;;;;;;;;;;;;;
RUS_715;West Galicia;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRA_801;Tahiti;;;;;;;;;;;;x;;;;;;;;;;;;;;;
TUR_823;Eastern Macedonia;;;;;;;;;;;;x;;;;;;;;;;;;;;;
TUR_880;Kastamonu;;;;;;;;;;;;x;;;;;;;;;;;;;;;
TUR_882;Trabizond;;;;;;;;;;;;x;;;;;;;;;;;;;;;
TUR_890;Van;;;;;;;;;;;;x;;;;;;;;;;;;;;;
TUR_893;Diyarbakir;;;;;;;;;;;;x;;;;;;;;;;;;;;;
TUR_894;Adana;;;;;;;;;;;;x;;;;;;;;;;;;;;;
RUS_940;Pinsk;;;;;;;;;;;;x;;;;;;;;;;;;;;;
RUS_968;Transnistria;;;;;;;;;;;;x;;;;;;;;;;;;;;;
RUS_978;Kharkov;;;;;;;;;;;;x;;;;;;;;;;;;;;;
JAP_1088;Ezo;;;;;;;;;;;;x;;;;;;;;;;;;;;;
AST_1097;New Caledonia;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PER_1116;Mazandaran;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PER_1128;Lorestan;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PER_1132;Khuzestan;;;;;;;;;;;;x;;;;;;;;;;;;;;;
YEM_1178;Sana'a;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_1243;Bundelkhand;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_1244;Awadh;;;;;;;;;;;;x;;;;;;;;;;;;;;;
NEP_1326;Western Himalayas;;;;;;;;;;;;x;;;;;;;;;;;;;;;
SIA_1352;Pattani;;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAI_1369;Tonkin;;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAI_1375;Annam;;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAI_1380;Cochinchina;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_1384;Southern Malaya;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_1391;Northern Malaya;;;;;;;;;;;;x;;;;;;;;;;;;;;;
SIA_1392;Ayutthaya;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BRU_1394;West Borneo;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BRU_1396;Sabah;;;;;;;;;;;;x;;;;;;;;;;;;;;;
NET_1401;Siak;;;;;;;;;;;;x;;;;;;;;;;;;;;;
YEM_1412;Aden;;;;;;;;;;;;x;;;;;;;;;;;;;;;
NET_1413;West Java;;;;;;;;;;;;x;;;;;;;;;;;;;;;
NET_1418;East Java;;;;;;;;;;;;x;;;;;;;;;;;;;;;
NET_1423;East Borneo;;;;;;;;;;;;x;;;;;;;;;;;;;;;
NET_1446;Timor;;;;;;;;;;;;x;;;;;;;;;;;;;;;
NET_1447;Moluccas;;;;;;;;;;;;x;;;;;;;;;;;;;;;
NET_1449;Celebes;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1468;Western Mongolia;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1470;South Anhui;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1477;North Anhui;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1476;North Jiangsu;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1479;Shenjing;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1482;Fujian;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1485;Taiwan;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1493;East Guangdong;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1496;Xiangang & Macao;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1502;Guangxi;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1505;Guizhou;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1508;North Henan;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1509;South Henan;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1519;West Hubei;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1522;East Hubei;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1524;North Hunan;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1526;South Hunan;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1532;Inner Mongolia;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1539;South Jangsu;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1545;North Jiangxi;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1547;South Jiangxi;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1552;Heilongjiang;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1555;Kirin;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1559;Shaanxi;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1563;West Shandong;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1565;East Shandong;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1572;Shanxi;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1578;West Sichuan;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1579;East Sichuan;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1594;Kashgar;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1601;Yunnan;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1604;North Zhejiang;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1610;South Zhejiang;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1612;North Hebei;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_1614;South Hebei;;;;;;;;;;;;x;;;;;;;;;;;;;;;
JAP_1654;Bonin Islands;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ALD_1713;North Central Sahara;;;;;;;;;;;;x;;;;;;;;;;;;;;;
TRI_1731;Tripolitania;;;;;;;;;;;;x;;;;;;;;;;;;;;;
TRI_1735;Cyrenaica;;;;;;;;;;;;x;;;;;;;;;;;;;;;
TRI_1740;Fezzan;;;;;;;;;;;;x;;;;;;;;;;;;;;;
EGY_1745;Cairo;;;;;;;;;;;;x;;;;;;;;;;;;;;;
EGY_1751;Alexandria;;;;;;;;;;;;x;;;;;;;;;;;;;;;
EGY_1753;Qattara;;;;;;;;;;;;x;;;;;;;;;;;;;;;
EGY_1755;Sinai;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_1844;Sudd;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ETH_1852;Begemder;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ETH_1853;Tigray;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ETH_1859;Shewa;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ETH_1862;Gibe;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ETH_1865;Hararghe;;;;;;;;;;;;x;;;;;;;;;;;;;;;
SOM_1868;South Somaliland;;;;;;;;;;;;x;;;;;;;;;;;;;;;
SOM_1872;North Somaliland;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ASH_1909;Gold Coast;;;;;;;;;;;;x;;;;;;;;;;;;;;;
SOK_1934;Biafra;;;;;;;;;;;;x;;;;;;;;;;;;;;;
SOK_1937;Tukari;;;;;;;;;;;;x;;;;;;;;;;;;;;;
SOK_1945;Kano;;;;;;;;;;;;x;;;;;;;;;;;;;;;
SPA_1955;Equatorial Guinea;;;;;;;;;;;;x;;;;;;;;;;;;;;;
SOK_1963;Ngaoundere;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRA_1970;Bangassou;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BEL_1996;Congo Orientale;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BEL_2034;Ruanda-Urundi;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_2036;Zanzibar;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_2044;Tanganyika;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_2048;Zanzibar;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_2067;Nyasaland;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_2068;Mashonaland;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_2071;Matabeleland;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_2094;Kimberley;;;;;;;;;;;;x;;;;;;;;;;;;;;;
UCA_2193;Honduras;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_2221;South Jiangsu;;;;;;;;;;;;x;;;;;;;;;;;;;;;
NET_2235;Leeward Antilles;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PEU_2308;Arica;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BOL_2309;Antofagasta;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARG_2360;Entre Rios;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARG_2374;Catamarca;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BRZ_2421;Goiás;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BRZ_2461;Santa Catarina;;;;;;;;;;;;x;;;;;;;;;;;;;;;
AST_2534;Solomon Islands;;;;;;;;;;;;x;;;;;;;;;;;;;;;
AST_2535;Melanesian Islands;;;;;;;;;;;;x;;;;;;;;;;;;;;;
AUS_2538;Vojvodina;;;;;;;;;;;;x;;;;;;;;;;;;;;;
TON_2540;Tonga;;;;;;;;;;;;x;;;;;;;;;;;;;;;
USA_2543;Samoa;;;;;;;;;;;;x;;;;;;;;;;;;;;;
RUS_2587;Kola;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHI_2678;Outer Mongolia;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV2628;Ocos;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV3249;Kiritimati;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3250;Dead Sea;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3251;Lake of the Woods;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3252;Lake Nipissing;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3253;Lake Simcoe;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3254;Lake Winnebago;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3255;Iberá Lake;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3256;Lake Saint-Jean;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3257;Lake Manicouagan;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3258;Lake Mistassini;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3259;Lake Sakami;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3260;Lobstick Lake;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3261;Lake Bienville;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3262;Clearwater Lakes;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3263;Lake Qullinaaraaluk;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3264;God's Lake;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3265;Wollaston Lake;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3266;Cree Lake;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3267;Churchill Lake;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3268;Nueltin Lake;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3269;Kasba Lake;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3270;Wholdaia Lake;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
PROV3271;Dubawnt Lake;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
