##### NZF #####;
ACA_democracy;Republique Acadienne;x;
ACA_proletarian_dictatorship;Commune d'Acadie;x;
ACA_presidential_dictatorship;Republique Acadienne;x;
ACA_bourgeois_dictatorship;Republique Acadienne;x;
ACA_fascist_dictatorship;État Acadien;x;
ACA_colonial_company;Colonie d'Acadie;x;
ACA_dominion;Dominion d'Acadie;x;
ACA_ADJ;Acadien;x;
##### VIC #####;
VIC_absolute_monarchy;Royaume Français;x;
VIC_prussian_constitutionalism;Royaume Français;x;
VIC_hms_government;Royaume Français;x;
VIC_democracy;France Nationaliste;x;
VIC_proletarian_dictatorship;R.S. de France;x;
VIC_presidential_dictatorship;France Nationaliste;x;
VIC_bourgeois_dictatorship;France Nationaliste;x;
VIC_fascist_dictatorship;RS Française;x;
VIC_colonial_company;Commissariat de France;x;
VIC_dominion;Commissariat de France;x;
VIC_ADJ;French;x;
##### BOR #####;
BOR_absolute_monarchy;Royaume de France;x;
BOR_prussian_constitutionalism;Royaume de France;x;
BOR_hms_government;Royaume de France;x;
BOR_democracy;Republique France;x;
BOR_proletarian_dictatorship;Commune de France;x;
BOR_presidential_dictatorship;Republique Française;x;
BOR_bourgeois_dictatorship;France Libre;x;
BOR_fascist_dictatorship;État Français;x;
BOR_colonial_company;Commissariat de France;x;
BOR_dominion;Commissariat de France;x;
BOR_ADJ;French;x;
##### ADO #####;
ADO_absolute_monarchy;Principat d’Andorra;x;
ADO_prussian_constitutionalism;Principat d’Andorra;x;
ADO_hms_government;Principat d’Andorra;x;
ADO_democracy;República d’Andorra;x;
ADO_proletarian_dictatorship;Comuna d’Andorra;x;
ADO_presidential_dictatorship;República d’Andorra;x;
ADO_bourgeois_dictatorship;República d’Andorra;x;
ADO_fascist_dictatorship;L’Estat Català a Andorra;x;
ADO_colonial_company;La Ciutat Lliure d’Andorra;x;
ADO_dominion;La Ciutat Lliure d’Andorra;x;
ADO_ADJ;Andorran;x;
##### MNC #####;
MNC_absolute_monarchy;Principauté de Monaco;x;
MNC_prussian_constitutionalism;Principauté de Monaco;x;
MNC_hms_government;Monaco;x;
MNC_democracy;Monaco;x;
MNC_proletarian_dictatorship;La Commune des Travailleurs de Monaco;x;
MNC_presidential_dictatorship;République Monégasque;x;
MNC_bourgeois_dictatorship;République Monégasque;x;
MNC_fascist_dictatorship;L'État de Monte Carlo;x;
MNC_colonial_company;La ville libre de Monaco;x;
MNC_dominion;La ville libre de Monaco;x;
MNC_ADJ;Monacan;x;
##### LIE #####;
LIE_absolute_monarchy;Fürstentum Liechtenstein;x;
LIE_prussian_constitutionalism;Fürstentum Liechtenstein;x;
LIE_hms_government;Liechtenstein;x;
LIE_democracy;Republik Liechtenstein;x;
LIE_proletarian_dictatorship;Arbeiterfreistaat Vaduz-Schaan;x;
LIE_presidential_dictatorship;Republik Liechtenstein;x;
LIE_bourgeois_dictatorship;Republik Liechtenstein;x;
LIE_fascist_dictatorship;Der deutsche Staat in Liechtenstein;x;
LIE_colonial_company;Die freie Stadt Liechtenstein;x;
LIE_dominion;Die freie Stadt Liechtenstein;x;
LIE_ADJ;Liechtensteiner;x;
##### SCL #####;
SCL_absolute_monarchy;Fürstentum Schaumburg-Lippe;x;
SCL_prussian_constitutionalism;Fürstentum Schaumburg-Lippe;x;
SCL_hms_government;Schaumburg-Lippe;x;
SCL_democracy;Republik Schaumburg-Lippe;x;
SCL_proletarian_dictatorship;Die Gemeinde Buckeburg;x;
SCL_presidential_dictatorship;Freie Republik Schaumburg-Lippe;x;
SCL_bourgeois_dictatorship;Freie Republik Schaumburg-Lippe;x;
SCL_fascist_dictatorship;Reichsstaat Schaumburg Lippe;x;
SCL_colonial_company;Bundesland Schaumburg Lippe;x;
SCL_dominion;Bundesland Schaumburg Lippe;x;
SCL_ADJ;Schaumburg-Lippe;x;
SCL_proletarian_dictatorship_ADJ;Bückeburger;x;
##### REU #####;
REU_absolute_monarchy;Fürstentum Reuß-Gera;x;
REU_prussian_constitutionalism;Fürstentum Reuß-Gera;x;
REU_hms_government;Fürstentum Reuß-Gera;x;
REU_democracy;Freiestaat Reuß-Gera;x;
REU_proletarian_dictatorship;Volksstaat Reuß-Gera;x;
REU_presidential_dictatorship;Freiestaat Reuß-Gera;x;
REU_bourgeois_dictatorship;Freiestaat Reuß-Gera;x;
REU_fascist_dictatorship;Der Große Staat Reuß-Gera;x;
REU_colonial_company;Bundesland Reuß-Gera;x;
REU_dominion;Bundesland Reuß-Gera;x;
REU_ADJ;Reusser;x;
##### SWG #####;
SWG_absolute_monarchy;Fürstentum Schwarzburg-Sondershausen;x;
SWG_prussian_constitutionalism;Fürstentum Schwarzburg-Sondershausen;x;
SWG_hms_government;Fürstentum Schwarzburg-Sondershausen;x;
SWG_democracy;Freiestaat Schwarzburg-Sondershausen;x;
SWG_proletarian_dictatorship;Die Gemeinde Schwarzburg-Sondershausen;x;
SWG_presidential_dictatorship;Freiestaat Schwarzburg-Sondershausen;x;
SWG_bourgeois_dictatorship;Freiestaat Schwarzburg-Sondershausen;x;
SWG_fascist_dictatorship;Der Großstaat Schwarzburg-Sondershausen;x;
SWG_colonial_company;Bundesland Schwarzburg-Sondershausen;x;
SWG_dominion;Bundesland Schwarzburg-Sondershausen;x;
SWG_ADJ;Schwarzburger;x;
##### WLD #####;
WLD_absolute_monarchy;Fürstentum Waldeck-Pyrmont;x;
WLD_prussian_constitutionalism;Fürstentum Waldeck-Pyrmont;x;
WLD_hms_government;Waldeck-Pyrmont;x;
WLD_democracy;Waldeck-Pyrmont;x;
WLD_proletarian_dictatorship;Der kommunistische Staat Waldeck;x;
WLD_presidential_dictatorship;Freie Republik Waldeck-Pyrmont;x;
WLD_bourgeois_dictatorship;Freie Republik Waldeck-Pyrmont;x;
WLD_fascist_dictatorship;Der Großstaat Waldeck-Pyrmont;x;
WLD_colonial_company;Bundesland Waldeck-Pyrmont;x;
WLD_dominion;Bundesland Waldeck-Pyrmont;x;
WLD_ADJ;Waldecker;x;
##### IMG #####;
IMG_absolute_monarchy;Övörmongolyn Khanlig;x;
IMG_prussian_constitutionalism;Övörmongolyn Khanlig;x;
IMG_hms_government;Övörmongolyn Khanlig;x;
IMG_democracy;Övörmongolyn Bügd Nairamdakh Uls;x;
IMG_proletarian_dictatorship;Nèimeng Suqu;x;
IMG_presidential_dictatorship;Nèimeng Xì;x;
IMG_bourgeois_dictatorship;Nèimeng Xì;x;
IMG_fascist_dictatorship;Nèimeng Xì;x;
IMG_colonial_company;Nèimenggu;x;
IMG_dominion;Nèimenggu;x;
IMG_ADJ;Inner Mongolian;x;
##### GUI #####;
GUI_absolute_monarchy;Qián Guó;x;
GUI_prussian_constitutionalism;Qián Guó;x;
GUI_hms_government;Qián Guó;x;
GUI_democracy;Qián Xì;x;
GUI_proletarian_dictatorship;Guìzhou Suqu;x;
GUI_presidential_dictatorship;Qián Xì;x;
GUI_bourgeois_dictatorship;Qián Xì;x;
GUI_fascist_dictatorship;Qián Xì;x;
GUI_colonial_company;Guizhou;x;
GUI_dominion;Guizhou;x;
GUI_ADJ;Guizhou;x;
##### LEG #####;
LEG_absolute_monarchy;The International Mandate in China;x;
LEG_prussian_constitutionalism;The International Mandate in China;x;
LEG_hms_government;International China;x;
LEG_democracy;The Legation Cities;x;
LEG_proletarian_dictatorship;The Chinese Rev. Council;x;
LEG_presidential_dictatorship;The Legation Cities;x;
LEG_bourgeois_dictatorship;The Legation Cities;x;
LEG_fascist_dictatorship;The Chinese National League;x;
LEG_colonial_company;The Tientsin Concessions;x;
LEG_dominion;The Tientsin Concessions;x;
LEG_ADJ;Legation;x;
LEG_absolute_monarchy_ADJ;IMC;x;
LEG_prussian_constitutionalism_ADJ;IMC;x;
LEG_hms_government_ADJ;IMC;x;
LEG_proletarian_dictatorship_ADJ;CRC;x;
LEG_fascist_dictatorship_ADJ;CNL;x;
LEG_colonial_company_ADJ;Tientsin;x;
LEG_dominion_ADJ;Tientsin;x;
##### NIA #####;
NIA_absolute_monarchy;The Nian Kingdom of Northern China;x;
NIA_prussian_constitutionalism;The Nian Kingdom of Northern China;x
NIA_hms_government;The Nian Kingdom;x;f
NIA_democracy;The Nian Republic;x;
NIA_proletarian_dictatorship;The Chinese Soviet Zone;x;
NIA_presidential_dictatorship;The Nian Republic;x;
NIA_bourgeois_dictatorship;The Nian Republic;x;
NIA_fascist_dictatorship;The Great Nian State;x;
NIA_colonial_company;The Nian Territories;x;
NIA_dominion;The Nian Territories;x;
NIA_ADJ;Nian;x;
##### MIT #####;
MIT_absolute_monarchy;Das deutsche Königreich Mittelafrika;x;
MIT_prussian_constitutionalism;Das deutsche Königreich Mittelafrika;x;
MIT_hms_government;Mittelafrika;x;
MIT_democracy;Republik Mittelafrika;x;
MIT_proletarian_dictatorship;Räterepublik Mittelafrika;x;
MIT_presidential_dictatorship;Republik Mittelafrika;x;
MIT_bourgeois_dictatorship;Freistaat Mittelafrika;x;
MIT_fascist_dictatorship;Oberster Staat Mittelafrika;x;
MIT_colonial_company;Die deutschen Bundesländer Zentralafrikas;x;
MIT_dominion;Freistaat Mittelafrika;x;
MIT_ADJ;Mittelafrikan;x;
##### AOG #####;
AOG_absolute_monarchy;Allgemeine Ostasiatische GmbH;x;
AOG_prussian_constitutionalism;Allgemeine Ostasiatische GmbH;x;
AOG_hms_government;Allgemeine Ostasiatische GmbH;x;
AOG_democracy;Allgemeine Ostasiatische GmbH;x;
AOG_proletarian_dictatorship;Ostasiatische Räterepublik;x;
AOG_presidential_dictatorship;Allgemeine Ostasiatische GmbH;x;
AOG_bourgeois_dictatorship;Allgemeine Ostasiatische GmbH;x;
AOG_fascist_dictatorship;Freistaat Ostasien;x;
AOG_colonial_company;Allgemeine Ostasiatische GmbH;x;
AOG_dominion;Allgemeine Ostasiatische GmbH;x;
AOG_ADJ;German;x;
AOG_proletarian_dictatorship_ADJ;Ostasiatische;x;
##### SDB #####;
SDB_absolute_monarchy;Das Sonderbundkönigreich der Schweizer Kantone;;x;
SDB_prussian_constitutionalism;Das Sonderbundkönigreich der Schweizer Kantone;x;
SDB_hms_government;Das Sonderbundkönigreich der Schweizer Kantone;x;
SDB_democracyVereinigte Kantone des Sonderbundes;;x;
SDB_proletarian_dictatorship;Gemeinden der Sonderbundkantone;x;
SDB_presidential_dictatorship;Sonderbund Bundesrepublik;x;
SDB_bourgeois_dictatorship;Sonderbund Bundesrepublik;x;
SDB_fascist_dictatorship;Die katholischen Kantone des Sonderbundes;x;
SDB_colonial_company;Kantone des Sonderbundes;x;
SDB_dominion;Kantone des Sonderbundes;x;
SDB_ADJ;Sonderbund;x;
##### CRB #####;
CRB_absolute_monarchy;The Caribbean Empire;x;
CRB_prussian_constitutionalism;The Federation of the Nations of the Caribbean;x;
CRB_hms_government;The Federation of the Nations of the Caribbean;x;
CRB_democracy;United Caribbia;x;
CRB_proletarian_dictatorship;The Caribbean Union;x;
CRB_presidential_dictatorship;The Caribbean Republic;x;
CRB_bourgeois_dictatorship;The Free State of the Caribbean;x;
CRB_fascist_dictatorship;The Caribbean State;x;
CRB_colonial_company;The Caribbean Colonies;x;
CRB_dominion;The Caribbean Dominion;x;
CRB_ADJ;Caribbean;x;
##### WSF #####;
WSF_absolute_monarchy;Królestwo Zapadoslavii;x;
WSF_prussian_constitutionalism;Królestwo Zapadoslavii;x;
WSF_hms_government;Królestwo Zapadoslavia;x;
WSF_democracy;Zapadoslavia;x;
WSF_proletarian_dictatorship;Federalna Republika Radziecka Zapadoslavia;x;
WSF_presidential_dictatorship;Republika Federalna Zapadoslavii;x;
WSF_bourgeois_dictatorship;Republika Federalna Zapadoslavi;x;
WSF_fascist_dictatorship;Wiekszy stan Zapadoslavia;x;
WSF_colonial_company;Wielkie Ksiestwo Zapadoslavii;x;
WSF_dominion;Wielkie Ksiestwo Zapadoslavii;x;
WSF_ADJ;Zapadoslavian;x;
##### ANT #####;
ANT_absolute_monarchyTo Vasíleio tis Anatolías;;x;
ANT_prussian_constitutionalism;To Vasíleio tis Anatolías;x;
ANT_hms_government;To Vasíleio tis Anatolías;x;
ANT_democracy;I Dimokratía tis Anatolías;x;
ANT_proletarian_dictatorship;I Dimokratía tis Anatolías;x;
ANT_presidential_dictatorship;I Dimokratía tis Anatolías;x;
ANT_bourgeois_dictatorship;I Dimokratía tis Anatolías;x;
ANT_fascist_dictatorship;I Dimokratía tis Anatolías;x;
ANT_colonial_company;I Eléftheri Politeía tis Anatolías;x;
ANT_dominion;I Eléftheri Politeía tis Anatolías;x;
ANT_ADJ;Anatolian;x;
##### RUM #####;
RUM_absolute_monarchy;Tsarstvo na Iztochna Rumeliya;x;
RUM_prussian_constitutionalism;Tsarstvo na Iztochna Rumeliya;x;
RUM_hms_government;Tsarstvo na Iztochna Rumeliya;x;
RUM_democracy;Federalna republika Iztochna Rumeliya;x;
RUM_proletarian_dictatorship;S.R. Iztochna Rumeliya;x;
RUM_presidential_dictatorship;Svobodna republika Iztochna Rumeliya;x;
RUM_bourgeois_dictatorship;Svobodna republika Iztochna Rumeliya;x;
RUM_fascist_dictatorship;Bulgarskata durzhava Iztochna Rumeliya;x;
RUM_colonial_company;Iztochna Rumeliya Vilayet;x;
RUM_dominion;Iztochna Rumeliya Vilayet;x;
RUM_ADJ;Eastern Rumelian;x;
##### SAM #####;
SAM_absolute_monarchy;Prinkipáto tis Sámou;x;
SAM_prussian_constitutionalism;Prinkipáto tis Sámou;x;
SAM_hms_government;Prinkipáto tis Sámou;x;
SAM_democracy;Dimokratía ton Níson tis Sámou;x;
SAM_proletarian_dictatorship;I Kommounistikí Dimokratía tis Samías;x;
SAM_presidential_dictatorship;Dimokratía tis Sámou;x;
SAM_bourgeois_dictatorship;Dimokratía tis Sámou;x;
SAM_fascist_dictatorship;To ellinikó krátos tis Sámou;x;
SAM_colonial_company;Samos;x;
SAM_dominion;Samos;x;
SAM_ADJ;Samosian;x;
##### URP #####;
URP_absolute_monarchy;Principatele Unite Române;x;
URP_prussian_constitutionalism;Principatele Unite Române;x;
URP_hms_government;Principatele Unite Române;x;
URP_democracy;Republica Unite România;x;
URP_proletarian_dictatorship;Republica Unite România;x;
URP_presidential_dictatorship;Republica Unite România;x;
URP_bourgeois_dictatorship;Republica Unite România;x;
URP_fascist_dictatorship;Principatele Unite Române;x;
URP_colonial_company;Principatele Unite;x;
URP_dominion;Principatele Unite;x;
URP_ADJ;Romanian;x;
##### GCF #####;
GCF_absolute_monarchy;Deutscher Bund;x;
GCF_prussian_constitutionalism;Deutscher Bund;x;
GCF_hms_government;Deutscher Bund;x;
GCF_democracy;Deutscher Bund;x;
GCF_proletarian_dictatorship;Rätebund Deutschland;x;
GCF_presidential_dictatorship;Bundesrepublik Deutschland;x;
GCF_bourgeois_dictatorship;Deutscher Freibund;x;
GCF_fascist_dictatorship;Bundesstaat Deutschland;x;
GCF_colonial_company;Deutscher Bund;x;
GCF_dominion;Deutscher Bund;x;
GCF_ADJ;German;x;
GCF_proletarian_dictatorship_ADJ;Räter;x;
##### VLG #####;
VLG_absolute_monarchy;Das Wolga-Fürstentum;x;
VLG_prussian_constitutionalism;Das Wolga-Fürstentum;x;
VLG_hms_government;Deutsch-Wolga;x;
VLG_democracy;Deutsch-Wolga;x;
VLG_proletarian_dictatorship;Räterepublik Wolga;x;
VLG_presidential_dictatorship;Wolgadeutscher Bund;x;
VLG_bourgeois_dictatorship;Wolgadeutscher Bund;x;
VLG_fascist_dictatorship;Wolgadeutscher Bund;x;
VLG_colonial_company;The Volga Commissariat;x;
VLG_dominion;The Volga Commissariat;x;
VLG_ADJ;German Volgan;x;
##### SMR #####;
SMR_absolute_monarchy;Principato di San Marino;x;
SMR_prussian_constitutionalism;Principato di San Marino;x;
SMR_hms_government;Principato di San Marino;x;
SMR_democracy;Serenissima Repubblica di San Marino;x;
SMR_proletarian_dictatorship;Repubblica Popolare di San Marino;x;
SMR_presidential_dictatorship;Ripóbblica d' San Marein;;x;
SMR_bourgeois_dictatorship;Ripóbblica d' San Marein;x;
SMR_fascist_dictatorship;Stato Sammarinese;x;
SMR_colonial_company;Stato Libero di San Marino;x;
SMR_dominion;Stato Libero di San Marino;x;
SMR_ADJ;San Marinese;x;
##### SAA #####;
SAA_absolute_monarchy;Das Fürstentum Saarland;x;
SAA_prussian_constitutionalism;Das Fürstentum Saarland;x;
SAA_hms_government;Das Fürstentum Saarland;x;
SAA_democracy;Saarland Republik;x;
SAA_proletarian_dictatorship;Die Volks-Sowjetrepublik des Saarlandes;x;
SAA_presidential_dictatorship;Saarland Republik;x;
SAA_bourgeois_dictatorship;Saarland Republik;x;
SAA_fascist_dictatorship;Der Zustand der Saar;x;
SAA_colonial_company;Saarprotektorat;x;
SAA_dominion;Saarprotektorat;x;
SAA_ADJ;Saar;x;
##### LAU #####;
LAU_absolute_monarchy;Herzogtum Saxe-Lauenburg;x;
LAU_prussian_constitutionalismHerzogtum Saxe-Lauenburg;;x;
LAU_hms_government;Herzogtum Saxe-Lauenburg;x;
LAU_democracy;Republik Saxe-Lauenburg;x;
LAU_proletarian_dictatorship;Kommunistische Volksrepublik Lauenburg;x;
LAU_presidential_dictatorship;Republik Saxe-Lauenburg;x;
LAU_bourgeois_dictatorship;Republik Saxe-Lauenburg;x;
LAU_fascist_dictatorship;Republik Saxe-Lauenburg;x;
LAU_colonial_company;Protektorat Saxe-Lauenburg;x;
LAU_dominion;Protektorat Saxe-Lauenburg;x;
LAU_ADJ;Lauenburger;x;
##### MML #####;
MML_absolute_monarchy;Das Fürstentum Memelland;x;
MML_prussian_constitutionalism;Das Fürstentum Memelland;;x;
MML_hms_government;Das Fürstentum Memelland;x;
MML_democracy;Memelland Republik;x;
MML_proletarian_dictatorship;Volkszustand des Memels;x;
MML_presidential_dictatorship;Der Freistaat des Memels;x;
MML_bourgeois_dictatorship;Der Freistaat des Memels;x;
MML_fascist_dictatorship;Der Freistaat des Memels;x;
MML_colonial_company;Das Memel-Protektorat;x;
MML_dominion;Das Memel-Protektorat;x;
MML_ADJ;Memel;x;
##### HQJ #####;
HQJ_absolute_monarchy;The Kingdom of the Heiqi;x;
HQJ_prussian_constitutionalism;The Kingdom of the Heiqi;;x;
HQJ_hms_government;The Kingdom of the Heiqi;x;
HQJ_democracy;Republic of the Black Flag;x;
HQJ_proletarian_dictatorship;The Vietcong State;x;
HQJ_presidential_dictatorship;Sino-Vietnamese Republic of the Black Flag;x;
HQJ_bourgeois_dictatorship;Sino-Vietnamese Republic of the Black Flag;x;
HQJ_fascist_dictatorship;The Free Viet State of the Heiqi;x;
HQJ_colonial_company;Heiqi State;x;
HQJ_dominion;Heiqi State;x;
HQJ_ADJ;Heiqi;x;
HQJ_proletarian_dictatorship_ADJ;Vietcong;x;
##### TST #####;
TST_absolute_monarchy;Das Freie Herzogtum Südtirol;;x;
TST_prussian_constitutionalism;Das Freie Herzogtum Südtirol;x;
TST_hms_government;Das Freie Herzogtum Südtirol;x;
TST_democracy;Demokratische Republik Südtirol;x;
TST_proletarian_dictatorship;Südtirol Sowjet;;x;
TST_presidential_dictatorship;Südtiroler Republik;x;
TST_bourgeois_dictatorship;Südtiroler Republik;x;
TST_fascist_dictatorship;Südtiroler Republik;x;
TST_colonial_company;Protektorat Tirol;x;
TST_dominion;Protektorat Tirol;x;
TST_ADJ;South Tyrolean;x;
##### HGL #####;
HGL_absolute_monarchy;Freistaat Heligoland;x;
HGL_prussian_constitutionalism;Freistaat Heligoland;x;
HGL_hms_government;Freistaat Heligoland;x;
HGL_democracy;Heligoland;x;
HGL_proletarian_dictatorship;Räterepublik Heligoland;x;
HGL_presidential_dictatorship;Frestaat Heligoland;x;
HGL_bourgeois_dictatorship;Freistaat Heligoland;x;
HGL_fascist_dictatorship;Freistaat Heligoland;x;
HGL_colonial_company;Freistaat Heligoland;x;
HGL_dominion;Freistaat Heligoland;x;
HGL_ADJ;Heligoland;x;
##### MSK #####;
MSK_absolute_monarchy;The Miskito Kingdom;x;
MSK_prussian_constitutionalism;The Miskito Kingdom;x;
MSK_hms_government;Kingdom of the Miskito Coast;x;
MSK_democracy;The Miskito Republic;x;
MSK_proletarian_dictatorship;The Miskito Commune;x;
MSK_presidential_dictatorship;The Miskito Republic;x;
MSK_bourgeois_dictatorship;The Miskito Republic;x;
MSK_fascist_dictatorship;The Miskito State;x;
MSK_colonial_company;Miskito Coast;x;
MSK_dominion;Miskito Coast;x;
MSK_ADJ;Miskito;x;
##### MAU #####;
MAU_absolute_monarchy;The Kingdom of Mauritius;x;
MAU_prussian_constitutionalism;The Kingdom of Mauritius;x;
MAU_hms_government;The Kingdom of Mauritius;x;
MAU_democracy;Republic of Mauritius;x;
MAU_proletarian_dictatorship;The Mauritian Workers Commune;x;
MAU_presidential_dictatorship;The Mauritian Republic;x;
MAU_bourgeois_dictatorship;The Mauritian Republic;x;
MAU_fascist_dictatorship;The Mauritian State;x;
MAU_colonial_company;The Mauritius Colony;x;
MAU_dominion;Mauritius;x;
MAU_ADJ;Mauritian;x;
##### SEY #####;
SEY_absolute_monarchy;The Kingdom of Seychelles;x;
SEY_prussian_constitutionalism;The Kingdom of Seychelles;x;
SEY_hms_government;The Kingdom of Seychelles;x;
SEY_democracy;Republic of Seychelles;x;
SEY_proletarian_dictatorship;The Seychelles Soviet;x;
SEY_presidential_dictatorship;The Seychellois Republic;x;
SEY_bourgeois_dictatorship;The Seychellois Republic;x;
SEY_fascist_dictatorship;The Seychellois State;x;
SEY_colonial_company;The Seychelles Colony;x;
SEY_dominion;Seychelles;x;
SEY_ADJ;Seychellois;x;
##### IOT #####;
IOT_absolute_monarchy;The Kingdom of the Chagos Islands;x;
IOT_prussian_constitutionalism;The Kingdom of the Chagos Islands;x;
IOT_hms_government;The Kingdom of the Chagos Islands;x;
IOT_democracy;Republic of the Chagos;x;
IOT_proletarian_dictatorship;The Chagos Soviet;x;
IOT_presidential_dictatorship;The Chagos Republic;x;
IOT_bourgeois_dictatorship;The Chagos Republic;x;
IOT_fascist_dictatorship;The Chagos State;x;
IOT_colonial_company;The Indian Ocean Territory;x;
IOT_dominion;The Indian Ocean Territory;x;
IOT_ADJ;Chagos;x;
IOT_colonial_company_ADJ;IOT;x;
IOT_dominion_ADJ;IOT;x;
##### SGP #####;
SGP_absolute_monarchy;The Sultanate of Singapore;x;
SGP_prussian_constitutionalism;The Sultanate of Singapore;x;
SGP_hms_government;The Sultanate of Singapore;x;
SGP_democracy;Republic of Singapore;x;
SGP_proletarian_dictatorship;The Singapore Commune;x;
SGP_presidential_dictatorship;The Republic of Singapore;x;
SGP_bourgeois_dictatorship;The Republic of Singapore;x;
SGP_fascist_dictatorship;The Free City of Singapore;x;
SGP_colonial_company;Singapore;x;
SGP_dominion;Singapore;x;
SGP_ADJ;Singaporean;x;
##### MTQ #####;
MTQ_absolute_monarchy;Royaume de Martinique;x;
MTQ_prussian_constitutionalism;Royaume de Martinique;x;
MTQ_hms_government;Royaume de Martinique;x;
MTQ_democracy;République de Martinique;x;
MTQ_proletarian_dictatorship;La Commune Soviétique de Martinique;x;
MTQ_presidential_dictatorship;République de Martinique;x;
MTQ_bourgeois_dictatorship;République de Martinique;;x;
MTQ_fascist_dictatorship;L'état de la Martinique;x;
MTQ_colonial_company;La Colonie de la Martinique;x;
MTQ_dominion;Martinique;x;
MTQ_ADJ;Martinican;x;
##### SVA #####;
SVA_absolute_monarchy;Svanetis Samtavro;x;
SVA_prussian_constitutionalism;Svanetis Samtavro;x;
SVA_hms_government;Svanetis Samtavro;x;
SVA_democracy;Svanetis Resp’ublik’a;x;
SVA_proletarian_dictatorship;Svanetis Sakhalkho Resp’ublik’a;x;
SVA_presidential_dictatorship;Svanetis Resp’ublik’a;x;
SVA_bourgeois_dictatorship;Svanetis Resp’ublik’a;x;
