##### NZF #####;
ACA_proletarian_dictatorship;Commune d'Acadie;x;
ACA_presidential_dictatorship;Republique Acadienne;x;
ACA_bourgeois_dictatorship;Republique Acadienne;x;
ACA_fascist_dictatorship;État Acadien;x;
ACA_colonial_company;Colonie d'Acadie;x;
ACA_dominion;Dominion d'Acadie;x;
ACA_ADJ;Acadien;x;
##### VIC #####;
VIC_absolute_monarchy;Royaume Français;x;
VIC_prussian_constitutionalism;Royaume Français;x;
VIC_hms_government;Royaume Français;x;
VIC_democracy;France Nationaliste;x;
VIC_proletarian_dictatorship;R.S. de France;x;
VIC_presidential_dictatorship;France Nationaliste;x;
VIC_bourgeois_dictatorship;France Nationaliste;x;
VIC_fascist_dictatorship;RS Française;x;
VIC_colonial_company;The France Commissariat;x;
VIC_dominion;The France Commissariat;x;
VIC_ADJ;South French;x;
##### BOR #####;
BOR_absolute_monarchy;Royaume de France;x;
BOR_prussian_constitutionalism;Royaume de France;x;
BOR_hms_government;Royaume de France;x;
BOR_democracy;Republique Française;x;
BOR_proletarian_dictatorship;Commune de France;x;
BOR_presidential_dictatorship;Republique Française;x;
BOR_bourgeois_dictatorship;France Libre;x;
BOR_fascist_dictatorship;État Français;x;
BOR_colonial_company;The France Commissariat;x;
BOR_dominion;The France Commissariat;x;
BOR_ADJ;French;x;
##### ADO #####;
ADO_absolute_monarchy;The Principality of Andorra;x;
ADO_prussian_constitutionalism;The Principality of Andorra;x;
ADO_hms_government;Andorra;x;
ADO_democracy;Andorra;x;
ADO_proletarian_dictatorship;The Andorra Commune;x;
ADO_presidential_dictatorship;The Republic of Andorra;x;
ADO_bourgeois_dictatorship;The Republic of Andorra;x;
ADO_fascist_dictatorship;The Catalan State in Andorra;x;
ADO_colonial_company;The Free City of Andorra;x;
ADO_dominion;The Free City of Andorra;x;
ADO_ADJ;Andorran;x;
##### MNC #####;
MNC_absolute_monarchy;Principauté de Monegue;x;
MNC_prussian_constitutionalism;Principauté de Monegue;x;
MNC_hms_government;Principauté de Monegue;x;
MNC_democracy;Monaco;x;
MNC_proletarian_dictatorship;The Monaco Commune;x;
MNC_presidential_dictatorship;The Monégasque Republic;x;
MNC_bourgeois_dictatorship;The Monégasque Republic;x;
MNC_fascist_dictatorship;The State of Monte Carlo;x;
MNC_colonial_company;The Free City of Monaco;x;
MNC_dominion;The Free City of Monaco;x;
MNC_ADJ;Monegasquean;x;
##### LIE #####;
LIE_absolute_monarchy;The Principality of Liechtenstein;x;
LIE_prussian_constitutionalism;The Principality of Liechtenstein;x;
LIE_hms_government;Liechtenstein;x;
LIE_democracy;Liechtenstein;x;
LIE_proletarian_dictatorship;The Vaduz-Schaan Commune;x;
LIE_presidential_dictatorship;The Republic of Liechtenstein;x;
LIE_bourgeois_dictatorship;The Republic of Liechtenstein;x;
LIE_fascist_dictatorship;The German State in Liechtenstein;x;
LIE_colonial_company;The Free City of Liechtenstein;x;
LIE_dominion;The Free City of Liechtenstein;x;
LIE_ADJ;Liechtensteiner;x;
##### SCL #####;
SCL;Schaumburg-Lippe;x;
SCL_proletarian_dictatorship;The Bückeburg Commune;x;
SCL_ADJ;Schaumburg-Lippe;x;
SCL_proletarian_dictatorship_ADJ;Bückeburger;x;
##### REU #####;
REU;Reuss;x;
REU_proletarian_dictatorship;Volksstaat Reuss;x;
REU_ADJ;Reusser;x;
##### SWG #####;
SWG;Schwarzburg-Rudolstadt;x;
SWG_proletarian_dictatorship;The Schwarzburg Commune;x;
SWG_ADJ;Schwarzburger;x;
##### WLD #####;
WLD_absolute_monarchy;Waldeck-Pyrmont;x;
WLD_proletarian_dictatorship;The Waldeck Commune;x;
WLD_ADJ;Waldecker;x;
##### IMG #####;
IMG_absolute_monarchy;The Öbürmonggol Khanate;x;
IMG_prussian_constitutionalism;The Öbürmonggol Khanate;x;
IMG_hms_government;Öbürmonggol;x;
IMG_democracy;Öbürmonggol;x;
IMG_proletarian_dictatorship;The Neimeng Soviet;x;
IMG_presidential_dictatorship;The Neimeng Clique;x;
IMG_bourgeois_dictatorship;The Neimeng Clique;x;
IMG_fascist_dictatorship;The Öbürmonggol Republic;x;
IMG_colonial_company;Neimeng Provinces;x;
IMG_dominion;Neimeng Provinces;x;
IMG_ADJ;Inner Mongolian;x;
##### GUI #####;
GUI_absolute_monarchy;The Guizhou Kingdom;x;
GUI_prussian_constitutionalism;The Guizhou Kingdom;x;
GUI_hms_government;Guizhou;x;
GUI_democracy;The Guizhou Clique;x;
GUI_proletarian_dictatorship;The Guizhou Soviet;x;
GUI_presidential_dictatorship;The Guizhou Clique;x;
GUI_bourgeois_dictatorship;The Guizhou Clique;x;
GUI_fascist_dictatorship;The Guizhou Clique;x;
GUI_colonial_company;Guizhou Province;x;
GUI_dominion;Guizhou Province;x;
GUI_ADJ;Guizhou;x;
##### LEG #####;
LEG_absolute_monarchy;The Intl Mandate in China;x;
LEG_prussian_constitutionalism;The Intl Mandate in China;x;
LEG_hms_government;International China;x;
LEG_democracy;The Legation Cities;x;
LEG_proletarian_dictatorship;The Chinese Rev. Council;x;
LEG_presidential_dictatorship;The Legation Cities;x;
LEG_bourgeois_dictatorship;The Legation Cities;x;
LEG_fascist_dictatorship;The Chinese National League;x;
LEG_colonial_company;The Tientsin Concessions;x;
LEG_dominion;The Tientsin Concessions;x;
LEG_ADJ;Legation;x;
LEG_absolute_monarchy_ADJ;IMC;x;
LEG_prussian_constitutionalism_ADJ;IMC;x;
LEG_hms_government_ADJ;IMC;x;
LEG_proletarian_dictatorship_ADJ;CRC;x;
LEG_fascist_dictatorship_ADJ;CNL;x;
LEG_colonial_company_ADJ;Tientsin;x;
LEG_dominion_ADJ;Tientsin;x;
##### NIA #####;
NIA_absolute_monarchy;The Nian Rebellion;x;
NIA_prussian_constitutionalism;The Nian Rebellion;x;
NIA_hms_government;The Nian Rebellion;x;
NIA_democracy;The Nian Republic;x;
NIA_proletarian_dictatorship;The Chinese Soviet Zone;x;
NIA_presidential_dictatorship;The Nian Republic;x;
NIA_bourgeois_dictatorship;The Nian Republic;x;
NIA_fascist_dictatorship;The Nian Republic;x;
NIA_colonial_company;The Nian Rebellion;x;
NIA_dominion;The Nian Rebellion;x;
NIA_ADJ;Nian;x;
##### MIT #####;
MIT_absolute_monarchy;Freistaat Mittelafrika;x;
MIT_prussian_constitutionalism;Freistaat Mittelafrika;x;
MIT_hms_government;Mittelafrika;x;
MIT_democracy;Republik Mittelafrika;x;
MIT_proletarian_dictatorship;Räterepublik Mittelafrika;x;
MIT_presidential_dictatorship;Republik Mittelafrika;x;
MIT_bourgeois_dictatorship;Freistaat Mittelafrika;x;
MIT_fascist_dictatorship;Freistaat Mittelafrika;x;
MIT_colonial_company;Freistaat Mittelafrika;x;
MIT_dominion;Freistaat Mittelafrika;x;
MIT_ADJ;Mittelafrikan;x;
##### AOG #####;
AOG_absolute_monarchy;Allgemeine Ostasiatische GmbH;x;
AOG_prussian_constitutionalism;Allgemeine Ostasiatische GmbH;x;
AOG_hms_government;Allgemeine Ostasiatische GmbH;x;
AOG_democracy;Allgemeine Ostasiatische GmbH;x;
AOG_proletarian_dictatorship;Ostasiatische Räterepublik;x;
AOG_presidential_dictatorship;Allgemeine Ostasiatische GmbH;x;
AOG_bourgeois_dictatorship;Allgemeine Ostasiatische GmbH;x;
AOG_fascist_dictatorship;Freistaat Ostasien;x;
AOG_colonial_company;Allgemeine Ostasiatische GmbH;x;
AOG_dominion;Allgemeine Ostasiatische GmbH;x;
AOG_ADJ;AOG;x;
AOG_proletarian_dictatorship_ADJ;Ostasiatische;x;
##### SDB #####;
SDB;Sonderbund;x;
SDB_ADJ;Sonderbund;x;
##### CRB #####;
CRB_absolute_monarchy;The Caribbean Empire;x;
CRB_prussian_constitutionalism;The Caribbean Federation;x;
CRB_hms_government;The Caribbean Federation;x;
CRB_democracy;United Caribbia;x;
CRB_proletarian_dictatorship;The Caribbean Union;x;
CRB_presidential_dictatorship;The Caribbean Republic;x;
CRB_bourgeois_dictatorship;The Pirates of the Caribbean;x;
CRB_fascist_dictatorship;The Caribbean State;x;
CRB_colonial_company;The Caribbean Colonies;x;
CRB_dominion;The Caribbean Dominion;x;
CRB_ADJ;Caribbean;x;
##### WSF #####;
WSF_absolute_monarchy;The Kingdom of Zapadoslavia;x;
WSF_prussian_constitutionalism;The Kingdom of Zapadoslavia;x;
WSF_hms_government;Zapadoslavia;x;
WSF_democracy;Zapadoslavia;x;
WSF_proletarian_dictatorship;F.S.R. Zapadoslavia;x;
WSF_presidential_dictatorship;F.R. Zapadoslavia;x;
WSF_bourgeois_dictatorship;F.R. Zapadoslavia;x;
WSF_fascist_dictatorship;Greater Zapadoslavia;x;
WSF_colonial_company;The Grand Duchy of Zapadoslavia;x;
WSF_dominion;The Grand Duchy of Zapadoslavia;x;
WSF_ADJ;Zapadoslavian;x;
##### ANT #####;
ANT_absolute_monarchy;The Kingdom of Anatolia;x;
ANT_prussian_constitutionalism;The Kingdom of Anatolia;x;
ANT_hms_government;Anatolia;x;
ANT_democracy;Anatolia;x;
ANT_proletarian_dictatorship;S.R. Anatolia;x;
ANT_presidential_dictatorship;The Anatolian Republic;x;
ANT_bourgeois_dictatorship;The Anatolian Republic;x;
ANT_fascist_dictatorship;The Anatolian Republic;x;
ANT_colonial_company;The Free State of Anatolia;x;
ANT_dominion;The Free State of Anatolia;x;
ANT_ADJ;Anatolian;x;
##### RUM #####;
RUM_absolute_monarchy;Eastern Rumelia;x;
RUM_ADJ;Eastern Rumelian;x;
##### SAM #####;
SAM_absolute_monarchy;The Principality of Samos;x;
SAM_prussian_constitutionalism;The Principality of Samos;x;
SAM_hms_government;Samos;x;
SAM_democracy;Samos;x;
SAM_proletarian_dictatorship;The Samos Commune;x;
SAM_presidential_dictatorship;The Republic of Samos;x;
SAM_bourgeois_dictatorship;The Free State of Samos;x;
SAM_fascist_dictatorship;The Greek State of Samos;x;
SAM_colonial_company;Samos;x;
SAM_dominion;Samos;x;
SAM_ADJ;Samos;x;
##### URP #####;
URP_absolute_monarchy;Principatele Unite Române;x;
URP_prussian_constitutionalism;Principatele Unite Române;x;
URP_hms_government;Principatele Unite Române;x;
URP_democracy;Republica Unite România;x;
URP_proletarian_dictatorship;Republica Unite România;x;
URP_presidential_dictatorship;Republica Unite România;x;
URP_bourgeois_dictatorship;Republica Unite România;x;
URP_fascist_dictatorship;Principatele Unite Române;x;
URP_colonial_company;Dreieiniges Furstentum Walachei und Moldau und Bessarabien;x;
URP_dominion;Dreieiniges Furstentum Walachei und Moldau und Bessarabien;x;
URP_ADJ;Romanian;x;
##### GCF #####;
GCF_absolute_monarchy;Deutscher Bund;x;
GCF_prussian_constitutionalism;Deutscher Bund;x;
GCF_hms_government;Deutscher Bund;x;
GCF_democracy;Deutscher Bund;x;
GCF_proletarian_dictatorship;Rätebund Deutschland;x;
GCF_presidential_dictatorship;Bundesrepublik Deutschland;x;
GCF_bourgeois_dictatorship;Deutscher Freibund;x;
GCF_fascist_dictatorship;Bundesstaat Deutschland;x;
GCF_colonial_company;Deutscher Bund;x;
GCF_dominion;Deutscher Bund;x;
GCF_ADJ;German;x;
GCF_proletarian_dictatorship_ADJ;Räter;x;
##### VLG #####;
VLG_absolute_monarchy;The Volga Principality;x;
VLG_prussian_constitutionalism;The Volga Principality;x;
VLG_hms_government;Deutsch-Wolga;x;
VLG_democracy;Deutsch-Wolga;x;
VLG_proletarian_dictatorship;Räterepublik Wolga;x;
VLG_presidential_dictatorship;Wolgadeutscher Bund;x;
VLG_bourgeois_dictatorship;Wolgadeutscher Bund;x;
VLG_fascist_dictatorship;Wolgadeutscher Bund;x;
VLG_colonial_company;The Volga Commissariat;x;
VLG_dominion;The Volga Commissariat;x;
VLG_ADJ;Volga;x;
##### SMR #####;
SMR_absolute_monarchy;The Principality of San Marino;x;
SMR_prussian_constitutionalism;The Principality of San Marino;x;
SMR_hms_government;San Marino;x;
SMR_democracy;San Marino;x;
SMR_proletarian_dictatorship;S.R. San Marino;x;
SMR_presidential_dictatorship;The Republic of San Marino;x;
SMR_bourgeois_dictatorship;The Republic of San Marino;x;
SMR_fascist_dictatorship;The Sammarinese State;x;
SMR_colonial_company;The Free State of San Marino;x;
SMR_dominion;The Free State of San Marino;x;
SMR_ADJ;Sammarinese;x;
##### SAA #####;
SAA_absolute_monarchy;The Principality of Saarland;x;
SAA_prussian_constitutionalism;The Principality of Saarland;x;
SAA_hms_government;Saarland;x;
SAA_democracy;Saarland;x;
SAA_proletarian_dictatorship;The Saar Commune;x;
SAA_presidential_dictatorship;The Saarland Republic;x;
SAA_bourgeois_dictatorship;The Saarland Republic;x;
SAA_fascist_dictatorship;The Saar State;x;
SAA_colonial_company;The Saar Protectorate;x;
SAA_dominion;The Saar Protectorate;x;
SAA_ADJ;Saar;x;
##### LAU #####;
LAU;Saxe-Lauenburg;x;
LAU_proletarian_dictatorship;The Lauenburg Commune;x;
LAU_ADJ;Lauenburger;x;
##### MML #####;
MML_absolute_monarchy;The Principality of Memelland;x;
MML_prussian_constitutionalism;The Principality of Memelland;x;
MML_hms_government;Memelland;x;
MML_democracy;Memelland;x;
MML_proletarian_dictatorship;The Memelland Commune;x;
MML_presidential_dictatorship;The Free State of the Memel;x;
MML_bourgeois_dictatorship;The Free State of the Memel;x;
MML_fascist_dictatorship;The Free State of the Memel;x;
MML_colonial_company;The Memel Protectorate;x;
MML_dominion;The Memel Protectorate;x;
MML_ADJ;Memel;x;
##### HQJ #####;
HQJ;The Heiqi Rebellion;x;
HQJ_proletarian_dictatorship;The Vietcong;x;
HQJ_ADJ;Heiqi;x;
HQJ_proletarian_dictatorship_ADJ;Vietcong;x;
##### TST #####;
TST_absolute_monarchy;The Free State of South Tyrol;x;
TST_prussian_constitutionalism;The Free State of South Tyrol;x;
TST_hms_government;South Tyrol;x;
TST_democracy;South Tyrol;x;
TST_proletarian_dictatorship;The South Tyrol Soviet;x;
TST_presidential_dictatorship;The South Tyrol Republic;x;
TST_bourgeois_dictatorship;The South Tyrol Republic;x;
TST_fascist_dictatorship;The Free State of South Tyrol;x;
TST_colonial_company;The Tyrol Protectorate;x;
TST_dominion;The Tyrol Protectorate;x;
TST_ADJ;South Tyrolian;x;
##### HGL #####;
HGL_absolute_monarchy;Freistaat Heligoland;x;
HGL_prussian_constitutionalism;Freistaat Heligoland;x;
HGL_hms_government;Heligoland;x;
HGL_democracy;Heligoland;x;
HGL_proletarian_dictatorship;Räterepublik Heligoland;x;
HGL_presidential_dictatorship;Frestaat Heligoland;x;
HGL_bourgeois_dictatorship;Freistaat Heligoland;x;
HGL_fascist_dictatorship;Freistaat Heligoland;x;
HGL_colonial_company;Freistaat Heligoland;x;
HGL_dominion;Freistaat Heligoland;x;
HGL_ADJ;Heligoland;x;
##### MSK #####;
MSK_absolute_monarchy;The Miskito Kingdom;x;
MSK_prussian_constitutionalism;The Miskito Kingdom;x;
MSK_hms_government;Miskito Coast;x;
MSK_democracy;The Miskito Republic;x;
MSK_proletarian_dictatorship;The Miskito Commune;x;
MSK_presidential_dictatorship;The Miskito Republic;x;
MSK_bourgeois_dictatorship;The Miskito Republic;x;
MSK_fascist_dictatorship;The Miskito State;x;
MSK_colonial_company;Miskito Coast;x;
MSK_dominion;Miskito Coast;x;
MSK_ADJ;Miskito;x;
##### MAU #####;
MAU_absolute_monarchy;The Kingdom of Mauritius;x;
MAU_prussian_constitutionalism;The Kingdom of Mauritius;x;
MAU_hms_government;Mauritius;x;
MAU_democracy;Mauritius;x;
MAU_proletarian_dictatorship;The Mauritius Soviet;x;
MAU_presidential_dictatorship;The Mauritian Republic;x;
MAU_bourgeois_dictatorship;The Mauritian Republic;x;
MAU_fascist_dictatorship;The Mauritian State;x;
MAU_colonial_company;The Mauritius Colony;x;
MAU_dominion;Mauritius;x;
MAU_ADJ;Mauritian;x;
##### SEY #####;
SEY_absolute_monarchy;The Kingdom of Seychelles;x;
SEY_prussian_constitutionalism;The Kingdom of Seychelles;x;
SEY_hms_government;Seychelles;x;
SEY_democracy;Seychelles;x;
SEY_proletarian_dictatorship;The Seychelles Soviet;x;
SEY_presidential_dictatorship;The Seychellois Republic;x;
SEY_bourgeois_dictatorship;The Seychellois Republic;x;
SEY_fascist_dictatorship;The Seychellois State;x;
SEY_colonial_company;The Seychelles Colony;x;
SEY_dominion;Seychelles;x;
SEY_ADJ;Seychellois;x;
##### IOT #####;
IOT_absolute_monarchy;The Kingdom of Chagos;x;
IOT_prussian_constitutionalism;The Kingdom of Chagos;x;
IOT_hms_government;Chagos;x;
IOT_democracy;Chagos;x;
IOT_proletarian_dictatorship;The Chagos Soviet;x;
IOT_presidential_dictatorship;The Chagos Republic;x;
IOT_bourgeois_dictatorship;The Chagos Republic;x;
IOT_fascist_dictatorship;The Chagos State;x;
IOT_colonial_company;The Indian Ocean Territory;x;
IOT_dominion;The Indian Ocean Territory;x;
IOT_ADJ;Chagos;x;
IOT_colonial_company_ADJ;IOT;x;
IOT_dominion_ADJ;IOT;x;
##### SGP #####;
SGP_absolute_monarchy;The Sultanate of Singapore;x;
SGP_prussian_constitutionalism;The Sultanate of Singapore;x;
SGP_hms_government;Singapore;x;
SGP_democracy;Singapore;x;
SGP_proletarian_dictatorship;The Singapore Commune;x;
SGP_presidential_dictatorship;The Republic of Singapore;x;
SGP_bourgeois_dictatorship;The Republic of Singapore;x;
SGP_fascist_dictatorship;The Free State of Singapore;x;
SGP_colonial_company;Singapore;x;
SGP_dominion;Singapore;x;
SGP_ADJ;Singaporean;x;
##### MTQ #####;
MTQ_absolute_monarchy;The Kingdom of Martinique;x;
MTQ_prussian_constitutionalism;The Kingdom of Martinique;x;
MTQ_hms_government;Martinique;x;
MTQ_democracy;Martinique;x;
MTQ_proletarian_dictatorship;The Martinique Soviet;x;
MTQ_presidential_dictatorship;The Republic of Martinique;x;
MTQ_bourgeois_dictatorship;The Republic of Martinique;x;
MTQ_fascist_dictatorship;The State of Martinique;x;
MTQ_colonial_company;The Colony of Martinique;x;
MTQ_dominion;Martinique;x;
MTQ_ADJ;Martinican;x;
##### SVA #####;
SVA_absolute_monarchy;The Principality of Svaneti;x;
SVA_prussian_constitutionalism;The Principality of Svaneti;x;
SVA_hms_government;Svaneti;x;
SVA_democracy;Svanetia;x;
SVA_proletarian_dictatorship;P.R. Svanetia;x;
SVA_presidential_dictatorship;The Svan Republic;x;
SVA_bourgeois_dictatorship;The Svan Republic;x;
SVA_fascist_dictatorship;The Svan State;x;
SVA_colonial_company;The Principality of Svaneti;x;
SVA_dominion;The Principality of Svaneti;x;
SVA_ADJ;Svan;x;
##### MIG #####;
MIG_absolute_monarchy;The Principality of Mingrelia;x;
MIG_prussian_constitutionalism;The Principality of Mingrelia;x;
MIG_hms_government;Mingrelia;x;
MIG_democracy;Samegrelo;x;
MIG_proletarian_dictatorship;P.R. Samegrelo;x;
MIG_presidential_dictatorship;The Republic of Samegrelo;x;
MIG_bourgeois_dictatorship;The Republic of Samegrelo;x;
MIG_fascist_dictatorship;The Margali State;x;
MIG_colonial_company;The Principality of Mingrelia;x;
MIG_dominion;The Principality of Mingrelia;x;
MIG_ADJ;Mingrelian;x;
##### CHH #####;
CHH_absolute_monarchy;Chhatarpur State;x;
CHH_prussian_constitutionalism;Chhatarpur State;x;
CHH_hms_government;Chhatarpur;x;
CHH_democracy;Chhatarpur;x;
CHH_proletarian_dictatorship;The Chhatarpur Soviet;x;
CHH_presidential_dictatorship;Chhatarpur Free State;x;
CHH_bourgeois_dictatorship;Chhatarpur Free State;x;
CHH_fascist_dictatorship;Chhatarpur Free State;x;
CHH_colonial_company;Chhatarpur State;x;
CHH_dominion;Chhatarpur State;x;
CHH_ADJ;Ponwar;x;
##### REW #####;
REW_absolute_monarchy;Rewa State;x;
REW_prussian_constitutionalism;Rewa State;x;
REW_hms_government;Rewa;x;
REW_democracy;Rewa;x;
REW_proletarian_dictatorship;The Rewa Soviet;x;
REW_presidential_dictatorship;Rewa Free State;x;
REW_bourgeois_dictatorship;Rewa Free State;x;
REW_fascist_dictatorship;Rewa Free State;x;
REW_colonial_company;Rewa State;x;
REW_dominion;Rewa State;x;
REW_ADJ;Rewa;x;
##### GEN #####;
GEN_absolute_monarchy;The Principality of Genoa;x;
GEN_prussian_constitutionalism;The Principality of Genoa;x;
GEN_hms_government;The Principality of Genoa;x;
GEN_democracy;Genoa;x;
GEN_proletarian_dictatorship;The Genoa Commune;x;
GEN_presidential_dictatorship;The Admiralty of Genoa;x;
GEN_bourgeois_dictatorship;The Genovese Republic;x;
GEN_fascist_dictatorship;The Genovese Republic;x;
GEN_colonial_company;The Free State of Genoa;x;
GEN_dominion;The Free State of Genoa;x;
GEN_ADJ;Genovese;x;
##### CGC #####;
##### VNG #####;
##### VLP #####;
##### VOP #####;
##### VNS #####;
##### ATC #####;
ATC_absolute_monarchy;The Antillean Federation;x;
ATC_prussian_constitutionalism;The Antillean Federation;x;
ATC_hms_government;The Antillean Confederation;x;
ATC_democracy;The Antilles;x;
ATC_proletarian_dictatorship;The Antilles Union;x;
ATC_presidential_dictatorship;The Antillean Republic;x;
ATC_bourgeois_dictatorship;The Antillean League;x;
ATC_fascist_dictatorship;The Antillean Front;x;
ATC_colonial_company;The Antilles Dominion;x;
ATC_dominion;The Antilles Dominion;x;
ATC_ADJ;Antillean;x;
##### ZOU #####;
ZOU_absolute_monarchy;The Voortrekker State;x;
ZOU_prussian_constitutionalism;The Voortrekker State;x;
ZOU_hms_government;The Voortrekker State;x;
ZOU_democracy;Zoutpansberg;x;
ZOU_proletarian_dictatorship;The Zoutpansberg Commune;x;
ZOU_presidential_dictatorship;The Zoutpansberg Republic;x;
ZOU_bourgeois_dictatorship;The Free Voortrekker State;x;
ZOU_fascist_dictatorship;The Voortrekker State;x;
ZOU_colonial_company;The Zoutpansberg Autonomous Zone;x;
ZOU_dominion;The Zoutpansberg Autonomous Zone;x;
ZOU_ADJ;Zoutpansberger;x;
ZOU_absolute_monarchy_ADJ;Voortrekker;x;
ZOU_prussian_constitutionalism_ADJ;Voortrekker;x;
ZOU_hms_government_ADJ;Voortrekker;x;
ZOU_bourgeois_dictatorship_ADJ;Voortrekker;x;
ZOU_fascist_dictatorship_ADJ;Voortrekker;x;
##### VLK #####;
VLK_absolute_monarchy;The Boerstaat;x;
VLK_prussian_constitutionalism;The Boerstaat;x;
VLK_hms_government;The Boerstaat;x;
VLK_democracy;The Boer Republic;x;
VLK_proletarian_dictatorship;V.R. Suidafrika;x;
VLK_presidential_dictatorship;The Boer Republic;x;
VLK_bourgeois_dictatorship;The Boer Confederation;x;
VLK_fascist_dictatorship;Boere-Vrystaat;x;
VLK_colonial_company;The Boer State;x;
VLK_dominion;The Boer State;x;
VLK_ADJ;Boer;x;
VLK_proletarian_dictatorship_ADJ;South African;x;
##### MNP #####;
MNP_absolute_monarchy;The Kingdom of Manipur;x;
MNP_prussian_constitutionalism;The Kingdom of Manipur;x;
MNP_hms_government;Manipur;x;
MNP_democracy;Manipur;x;
MNP_proletarian_dictatorship;The Manipur Soviet;x;
MNP_presidential_dictatorship;The Republic of Manipur;x;
MNP_bourgeois_dictatorship;The Republic of Manipur;x;
MNP_fascist_dictatorship;The Meitei Republic;x;
MNP_colonial_company;Manipur State;x;
MNP_dominion;Manipur State;x;
MNP_ADJ;Manipuri;x;
MNP_fascist_dictatorship_ADJ;Meitei;x;
##### BDK #####;
BDK_absolute_monarchy;The Kunduz Khanate;x;
BDK_prussian_constitutionalism;The Kunduz Kingdom;x;
BDK_hms_government;Kunduz;x;
BDK_democracy;Badakhshan;x;
BDK_proletarian_dictatorship;The Badakhshan Soviet;x;
BDK_presidential_dictatorship;The Republic of Badakhshan;x;
BDK_bourgeois_dictatorship;The Republic of Badakhshan;x;
