CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
desc_labor_union;Workers have joined forces and created a labor union in your province.;Les salariés de votre province ont uni leurs forces pour créer un syndicat professionnel.;Die Arbeiter haben sich zusammengeschlossen und eine Gewerkschaft in Ihrer Provinz gegründet.;;;;;;;;;;;
militant_trade_union;Militant Trade Union;;;;;;;;;;;;;
worker_union;Worker's Union;Syndicat de salariés;Arbeitergewerkschaft;;;;;;;;;;;
strike_solution;Strike Solution;Une solution à la grève;Streiklösung;;;;;;;;;;;
desc_strike_solution;Your generosity have stopped the strike.;Votre générosité a mis fin à la grève.;Ihre Großzügigkeit hat den Streik gestoppt.;;;;;;;;;;;
province_strike;Province Strike;Grève provinciale;Provinzstreik;;;;;;;;;;;
desc_province_strike;Workers have gone on strike in your province.;Les salariés de votre province se sont mis en grève.;Die Arbeiter streiken in Ihrer Provinz.;;;;;;;;;;;
may_day;May Day;;;;;;;;;;;;;
may_day_desc;Our nation celebrates socialism. Let the greedy capitalists of the land shake in their boots!;;;;;;;;;;;;;
black_shirts;Blackshirts;Les Chemises noires;Schwarzhemden;;;;;;;;;;;
desc_black_shirts;Blackshirts are provoking the residents in the province.;Les Chemises noires provoquent les habitants de la province.;Schwarzhemden provozieren die Bewohner der Provinz.;;;;;;;;;;;
free_corps;Free Corps;Les Corps francs;Freikorps;;;;;;;;;;;
desc_free_corps;Inspired by the Blackshirts, the Free Corps are a nuisance in your province.;Inspirés par les Chemises noires, les Corps francs sont un véritable fléau pour votre province.;Das Freikorps wurde inspiriert von den Schwarzhemden und ist eine Plage in Ihrer Provinz.;;;;;;;;;;;
the_massacre;The Massacre;Le massacre;Das Massaker;;;;;;;;;;;
desc_the_massacre;A group of people consisting of socicialists and liberals have been murdered.;Un groupe de socialistes et de libéraux a été assassiné.;Eine aus Sozialisten und Liberalen bestehende Gruppe wurde ermordet.;;;;;;;;;;;
fascist_welfare;Fascist Welfare;État providence et fascisme;Faschistische Wohlfahrt;;;;;;;;;;;
desc_fascist_welfare; ; ;;;;;;;;;;;;
beer_hall_putsch;Beer Hall Putsch;Le putsch de la Brasserie;Bierkellerputsch;;;;;;;;;;;
desc_beer_hall_putsch; ; ;;;;;;;;;;;;
local_opium_habit;Opium Problem;Le problème de l'opium;Opiumproblem;;;;;;;;;;;
desc_local_opium_habit;Our subjects in this province have taken to opium eating on an epidemic scale.;La consommation d'opium de cette province atteint un seuil épidémique.;Unsere Untertanen in dieser Provinz konsumieren Opium in erschreckendem Maße.;;;;;;;;;;;
sayings_of_the_dutch;Sayings of The Dutch;Études hollandaises;Holländische Sprichwörter;;;;;;;;;;;
desc_sayings_of_the_dutch;We have translated a large amount of western literature and incorporated it fully into our national body of knowledge, boosting our scientific research.;Nous avons traduit un grand nombre d'œuvres littéraires occidentales pour les incorporer à nos connaissances nationales et ainsi relancer notre recherche scientifique.;Wir haben eine große Menge westlicher Literatur übersetzt und sie in unseren nationalen Wissenskanon einfließen lassen, was unsere wissenschaftliche Forschung auf neue Höhen treibt.;;;;;;;;;;;
european_military_mission;Military Mission;Mission militaire;Militärmission;;;;;;;;;;;
desc_european_military_mission;A Great Power has established a military mission in this province.;Une grande puissance a établi une mission militaire dans cette province.;Eine Großmacht hat eine Militärmission in dieser Provinz eingerichtet.;;;;;;;;;;;
extraterritoriality_granted;Extraterritoriality Granted;Exterritorialité accordée;Extraterritorialität gewährt;;;;;;;;;;;
desc_extraterritoriality_granted;Our country has granted extraterritoriality to citizens of the Great Powers.;Notre pays a accordé l'exterritorialité aux citoyens des grandes puissances.;Unser Land hat Bürgern der Großmächte Extraterritorialität gewährt.;;;;;;;;;;;
military_reform;Military Reform;Réforme militaire;Militärreform;;;;;;;;;;;
desc_military_reform;We are in the process of reforming our army to European standards;Nous sommes en train de réformer notre armée selon les normes européennes.;Wir reformieren gerade unsere Armee auf europäische Standards.;;;;;;;;;;;
educational_reform;Educational Reform;Réforme de l'éducation;Bildungsreform;;;;;;;;;;;
desc_educational_reform;We have reformed our educational system. While this helps our research, it is also highly unpopular among the traditionalists.;Nous avons réformé notre système éducatif. Cela favorise notre recherche mais déplaît aux traditionnalistes.;Wir haben unser Bildungssystem reformiert. Dies hilft zwar unserer Forschung, ist aber auch bei den Traditionalisten sehr unbeliebt.;;;;;;;;;;;
legation_quarter;Legation Quarter;Quartier des légations;Legationsviertel;;;;;;;;;;;
kettler_denkmal;Memorial to Foreign Diplomat;Monument dédié à un diplomate étranger;Gedenkstätte an ausländischen Diplomaten;;;;;;;;;;;
desc_kettler_denkmal;This memorial to a foreign diplomat stands as a permanent reminder to our people that our independence is being sold short by our government.;Ce monument dédié à un diplomate étranger rappelle au peuple que notre gouvernement a renoncé à notre indépendance.;Diese Gedenkstätte an einen ausländischen Diplomaten dient als permanente Erinnerung an unser Volk, dass unsere Regierung mit unserer Unabhängigkeit Schindluder treibt.;;;;;;;;;;;
local_economic_downturn;Local Economic Downturn;Ralentissement économique local;Lokale Wirtschaftskrise;;;;;;;;;;;
desc_local_economic_downturn;This province has taken a temporary economic hit, but should recover within a few years.;Cette province connaît un ralentissement économique momentané, mais devrait se rétablir d'ici quelques années.;Die Provinz befindet sich in einer vorübergehenden Wirtschaftskrise, sollte sich aber innerhalb weniger Jahre wieder erholen.;;;;;;;;;;;
free_staters;Free-Staters;Free-Staters;Freistaatler;;;;;;;;;;;
desc_free_staters;Free-Staters are active in this province, working to ensure its accession into the Union as a free state.;Les Free-Staters de cette province militent pour son accession à l'Union en tant qu'État libre.;Freistaatler sind in dieser Provinz aktiv, wo sie sich darum bemühen, die Provinz als freien Staat der Union anzufügen.;;;;;;;;;;;
border_ruffians;Border Ruffians;Les Border Ruffians;Border Ruffians;;;;;;;;;;;
desc_border_ruffians;Border Ruffians is souring the quality of life for people in this province.;Les Border Ruffians empoisonnent la vie des habitants de cette province.;Border Ruffians verderben die Lebensqualität der Menschen in dieser Provinz.;;;;;;;;;;;
underground_railroad;Underground Railroad;Chemin de fer souterrain;Underground Railroad;;;;;;;;;;;
desc_underground_railroad;An Underground Railroad operates in this province, bringing slaves to freedom.;Cette province est équipée d'une voie ferrée souterraine qui conduit les esclaves vers la liberté.;Eine Underground Railroad arbeitet in dieser Provinz;;;;;;;;;;;
knights_of_the_golden_circle;Knights of The Golden Circle;Les Chevaliers du Cercle d'or;Knights of The Golden Circle;;;;;;;;;;;
desc_knights_of_the_golden_circle;A secret society dedicated to the advancment of slavery operates in this province.;Une organisation secrète dédiée à la promotion de l'esclavage sévit dans cette province.;Eine Geheimgesellschaft, die sich der Förderung der Sklaverei verschrieben hat, operiert in dieser Provinz.;;;;;;;;;;;
american_anti_slavery_society;American Anti-Slavery Society;L'American Anti-Slavery Society;American Anti-Slavery Society;;;;;;;;;;;
desc_american_anti_slavery_society;A society dedicated to the abolition of slavery operates in this province.;Une organisation prônant l'abolition de l'esclavage sévit dans cette province.;Eine Gesellschaft, die sich der Abschaffung der Sklaverei verschrieben hat, operiert in dieser Provinz.;;;;;;;;;;;
copperhead_democrats;Copperhead Democrats;Les copperheads;Copperhead-Demokraten;;;;;;;;;;;
desc_copperhead_democrats;Pro-secessionist Democrats are active in this province;Des démocrates opposés à la Guerre de Sécession sévissent dans cette province.;Pro-sezessionistische Demokraten sind in dieser Provinz aktiv;;;;;;;;;;;
the_homestead_act;The Idea of Panarcadianism;The Idea of Panarcadianism;The Idea of Panarcadianism;;;;;;;;;;;
desc_the_homestead_act;With the people of Arcadia fully accepting the rule of the Union, our country stands unified and glorious as never before. With peace ruling on our continent, weary citizens of the Old World look upon our country with hopes never equaled before…;With the people of Arcadia fully accepting the rule of the Union, our country stands unified and glorious as never before. With peace ruling on our continent, weary citizens of the Old World look upon our country with hopes never equaled before…;With the people of Arcadia fully accepting the rule of the Union, our country stands unified and glorious as never before. With peace ruling on our continent, weary citizens of the Old World look upon our country with hopes never equaled before…;;;;;;;;;;;
the_homestead_act2;The Amerigan Ideal;L'idéal Amériguain;Der Amerige Ideal;;;;;;;;;;;
desc_the_homestead_act2;The Amerigan continent stands united, its various people united around one ideal: one of peace and prosperity. From the Falklands to Cartagena our banner stands. With peace ruling on our continent, weary citizens of the Old World look upon our country with hopes never equaled before…;;;;;;;;;;;;;
the_slavery_debate;The Slavery Debate;Le débat sur l'esclavage;Die Sklaverei-Debatte;;;;;;;;;;;
desc_the_slavery_debate;The debate over slavery is alive in The United States, and popular consciousness over the issue is rising every day. If the Upper House ever has 30 percent or more Liberal representation, the South might very well decide to secede.;Le débat sur l'esclavage est très animé aux États-Unis où l'on assiste à un éveil progressif de la conscience populaire. Si la Chambre haute obtient un jour une représentation libérale d'au moins 30 %, le Sud risque de faire sécession.;Die Sklaverei wird in den Vereinigten Staaten heftig debattiert und das Volksbewusstsein über die Angelegenheit steigt täglich. Wenn die Liberalen im Oberhaus mindestens 30 Prozent der Stimmen haben, könnte sich der Süden sehr wohl zur Sezession entscheiden.;;;;;;;;;;;
blood_and_iron_mine;Blood & Iron Mine;Sang et mine de fer;Blut-und-Eisenmine;;;;;;;;;;;
desc_blood_and_iron_mine;A rich, but dangerous and difficult, lode of iron ore is being mined in this province.;Un filon de minerai de fer riche mais dangereux est exploité dans cette province.;Eine reiche, aber sehr schwierig und gefährlich abzubauende Eisenerzader wird in dieser Provinz abgebaut.;;;;;;;;;;;
libertine_culture;Libertine Culture;Culture libertine;Freizügige Kultur;;;;;;;;;;;
desc_libertine_culture;Our nation takes a libertine approach to the use of alcohol. Eleven bottles of beer on the wall, yo-ho-ho and a bottle of rum.;Notre nation adopte une approche libertine vis-à-vis de la consommation d'alcool. Onze bouteilles de bière sur le mur... Yo-ho-ho! Et une bouteille de rhum!;Unsere Nation hat einen freizügigen Ansatz zum Gebrauch von Alkohol. Heute blau und morgen blau, und übermorgen wieder.;;;;;;;;;;;
temperance_league;Temperance League;Ligue antialcoolique;Abstinenzlerliga;;;;;;;;;;;
desc_temperance_league;Our nation has a strong and prominent temperance league with a fair amount of traction even within government circles.;Notre nation possède une puissante ligue antialcoolique très influente, y compris au sein des cercles gouvernementaux.;Unsere Nation hat eine starke und prominente Abstinenzlerliga mit viel Einfluss selbst auf Regierungskreise.;;;;;;;;;;;
beer_halls;Beer Halls;Brasseries;Bierschänke;;;;;;;;;;;
desc_beer_halls;This province has a Beer Hall, a Saloon or a Bar for every occasion, and the citizens spend a fair amount of their time in them.;Cette province possède une brasserie, un saloon ou un bar. Les citoyens y passent beaucoup de temps.;Diese Provinz hat eine Bierschänke, einen Saloon oder eine Bar für jede Gelegenheit, und die Bewohner verbringen viel Zeit in ihnen.;;;;;;;;;;;
destitution_and_poverty;Destitution & Poverty;Misère et pauvreté;Armut & Verzweiflung;;;;;;;;;;;
desc_destitution_and_poverty;The consumption of alcohol is fast becoming a major social problem in this province;La consommation d'alcool est un problème de plus en plus pesant pour cette province.;Alkoholmissbrauch wird immer mehr zu einem großen sozialen Problem in dieser Provinz.;;;;;;;;;;;
liquor_prohibition;Liquor Prohibition;Prohibition de l'alcool;Alkoholprohibition;;;;;;;;;;;
desc_liquor_prohibition;The sale, possession and use of alcoholic beverages is prohibited in our country.;La vente, la possession et la consommation de boissons alcoolisées est interdite dans notre pays.;Verkauf, Besitz und Genuss von Alkohol sind in unserem Land verboten.;;;;;;;;;;;
minority_building_restrictions;Minority Building Restrictions;Restrictions de construction pour les minorités;Baubeschränkungen für Minderheiten;;;;;;;;;;;
desc_minority_building_restrictions;Our country enforces policies that prevent minorities from constructing permanent buildings, even on land they own.;Notre pays mène une politique qui empêche les minorités de construire des bâtiments en dur, même si la terre leur appartient.;Unser Land hat Gesetze, die Minderheiten den Bau permanenter Gebäude selbst auf ihrem eigenen Land untersagen.;;;;;;;;;;;
dryzymalas_wagon;Dryzymala's Wagon;Le chariot de Drzyma?a;Dryzymalas Kutschwagen;;;;;;;;;;;
desc_dryzymalas_wagon;Old man Dryzymala avoids the building ban by living in a wagon;Le vieux Drzyma?a contourne l'interdiction des constructions en dur en vivant dans un chariot.;Der alte Dryzymala unterläuft diese Gesetze, indem er in einem Kutschwagen lebt.;;;;;;;;;;;
discriminatory_school_system;Discriminatory School System;Système scolaire discriminatoire;Diskriminierendes Schulsystem;;;;;;;;;;;
desc_discriminatory_school_system;Our school system discriminates against citizens who are not of our national culture.;Notre système scolaire est discriminatoire envers les citoyens qui n'embrassent pas notre culture nationale.;Unser Schulssystem diskriminiert Bürger, die einer anderen Kultur als der Nationalkultur angehören.;;;;;;;;;;;
flying_university;Flying University;L'Université volante;Fliegende Universität;;;;;;;;;;;
desc_flying_university;An underground organisation provides higher education in a minority language;Une organisation clandestine permet de faire des études dans une langue minoritaire.;Eine Untergrundorganisation bietet höhere Bildung in einer Minderheitensprache an.;;;;;;;;;;;
organic_work;Organic Work;Travail organique;Organische Arbeit;;;;;;;;;;;
desc_organic_work;A movement dedicated to work as a form of resistance operates in this province.;Un mouvement dédié au travail en tant que forme de résistance sévit dans cette province.;In dieser Provinz operiert eine Widerstandsbewegung.;;;;;;;;;;;
egyptian_excavations;Egyptian Excavations;Fouilles égyptiennes;Ägyptische Ausgrabungen;;;;;;;;;;;
egyptian_excavations_desc;Our country is spearheading archeological excavations in The Valley of the Kings.;Notre pays mène des fouilles archéologiques dans la vallée des rois.;Unser Land führt die archäologischen Ausgrabungen im Tal der Könige.;;;;;;;;;;;
trek_boers;Trek Boers;Le Trek des Boers;Treck-Buren;;;;;;;;;;;
desc_trek_boers;Boers from the Cape Colony are migrating to this province. A small trickle in the stream that what will later be known as 'The Great Trek'.;Les Boers de la colonie du Cap migrent vers cette province. C'est ce que l'on appellera plus tard le 'Grand Trek'.;Buren aus der Kapkolonie wandern in diese Provinz ein. Ein kleines Rinnsal im großen Fluss", der einst als der 'Große Treck' bekannt wird.;;;;;;;;;;;
gold_rush;Gold Rush;Ruée vers l'or;Goldrausch;;;;;;;;;;;
desc_gold_rush;This province is booming due to the discovery of gold;Cette province prospère grâce à la découverte d'or.;Diese Provinz floriert, weil Gold gefunden wurde.;;;;;;;;;;;
witwatersrand_gold_rush;Witwatersrand Gold Rush;La ruée vers l’or de Witwatersrand;Witwatersrand-Goldrausch;;;;;;;;;;;
desc_witwatersrand_gold_rush;A Gold Rush in the Witwatersrand is making us known internationally.;Une ruée vers l’or dans le Witwatersrand nous fait connaître internationalement.;Ein Goldrausch im Witwatersrand macht uns international bekannt.;;;;;;;;;;;
local_tractors;Tractors;Tracteurs;Traktoren;;;;;;;;;;;
desc_local_tractors;Mechanized farming has arrived in this province in the form of tractors, increasing the efficiency, and reducing the labour intensity, of local farming.;L'agriculture mécanisée a été introduite dans cette province sous la forme de tracteurs qui améliorent l'efficacité et réduisent l'intensité de main-d'œuvre de l'agriculture locale.;Mechanisierte Agrikultur ist in dieser Provinz in Form von Traktoren eingetroffen, was die Effizienz der lokalen Bauern erhöht und ihre Arbeitsintensität verringert.;;;;;;;;;;;
local_electricity;Electrical Lighting;Éclairage électrique;Elektrisches Licht;;;;;;;;;;;
desc_local_electricity;Electrical Lights have been put up on the streets in this province, increasing the efficiency of all local production, as workers work in new and well lit environs.;Cette province a été équipée d'éclairages électriques, ce qui améliore l'efficacité de toute la production locale, car les ouvriers travaillent dans des environnements neufs et bien éclairés.;Elektrische Straßenbeleuchtung wurde in dieser Provinz installiert, was die Effizienz der gesamten lokalen Produktion steigert, da die Arbeiter in neuer und gut beleuchteter Umgebung ihr Werk verrichten.;;;;;;;;;;;
local_nitroglycerin;Nitroglycerin;Nitroglycérine;Nitroglyzerin;;;;;;;;;;;
desc_local_nitroglycerin;Knowledge of the use of modern explosives has spread to this province, aiding local mining ventures.;Cette province sait utiliser les explosifs modernes pour exploiter les mines locales.;Wissen um moderne Sprengstoffe hat sich in diese Provinz ausbegreitet und hilft bei den lokalen Bergbauunternehmungen.;;;;;;;;;;;
local_distribution_channels;Commercial Retailers;Détaillants;Kommerzielle Einzelhändler;;;;;;;;;;;
desc_local_distribution_channels;New and efficient modes and structures for the selling and reselling of goods have been implemented in this province, leaving farmers free to tend their fields.;De nouvelles et efficaces méthodes et structures de vente et de revente de marchandises ont été introduites dans cette province, laissant les agriculteurs libres de s'occuper de leurs champs.;Neue und effiziente Modi und Strukturen zum Kauf und Verkauf von Gütern wurden in dieser Provinz eingeführt, was den Bauern mehr Zeit zur Bearbeitung ihrer Felder lässt.;;;;;;;;;;;
local_machine_tools;Mechanized Mining;Extraction minière mécanisée;Mechanisierter Bergbau;;;;;;;;;;;
desc_local_machine_tools;The mining process in this province is carried out with new and mechanized tools, increasing the efficiency of local mining operations.;Dans cette province, l'extraction s'effectue au moyen d'outils mécanisés neufs qui améliorent l'efficacité des exploitations minières locales.;Der Bergbau in dieser Provinz wird mit neuen und mechanisierten Werkzeugen ausgeführt, was seine Effizienz steigert.;;;;;;;;;;;
shaft_mine;Shaft Mining;;;;;;;;;;;;;
shaft_mine_desc;Deep shaft mining has been developed in the province.;;;;;;;;;;;;;
pit_mine;Pit Mining;;;;;;;;;;;;;
pit_mine_desc;Pit mining has been developed in the province.;;;;;;;;;;;;;
strip_mine;Strip Mining;;;;;;;;;;;;;
strip_mine_desc;Strip mining has been developed in the province.;;;;;;;;;;;;;
crop_rotation;Crop Rotation;;;;;;;;;;;;;
crop_rotation_desc;The practice of crop rotation is now being used in local farms.;;;;;;;;;;;;;
irrigration_network;Irrigation Network;;;;;;;;;;;;;
irrigration_network_desc;An irrigation network has been built here, allowing the desert to be farmed more effectively.;;;;;;;;;;;;;
nitrates;Nitrates;;;;;;;;;;;;;
