advanced_drilling_techniques_desc;New methods of pumping oil from the ground are becoming available, meaning that oil can be harvested in a far more efficient manner.;;;;;;;;;;;;;x;
advanced_fire_control;Advanced Fire Control;;;;;;;;;;;;;x;
advanced_fire_control_desc;Advances in main armament and warship construction resulted in capital ships with more and larger main guns, capable of firing shells over great distances. It became increasingly important to simultaneously develop advanced methods of measuring where shells landed and deriving, from these observations, accurate measurements of where the main guns should be aimed in order to achieve hits on enemy warships.;;;;;;;;;;;;;x;
advanced_machining_techniques;Advanced Machinery Techniques;;;;;;;;;;;;;x;
advanced_machining_techniques_desc;Description goes here.;;;;;;;;;;;;;x;
advanced_ore_grinding_processes;Advanced Ore-Grinding Processes;;;;;;;;;;;;;x;
advanced_ore_grinding_processes_desc;This process cleaned the ore from by products that tended to defect the latter finished metal. By using this technique, the finished metal would have higher quality, durability and because of the large quantity turnover lower price.;;;;;;;;;;;;;x;
advanced_ore_roasting_processes;Advanced Ore-Roasting Processes;;;;;;;;;;;;;x;
advanced_ore_roasting_processes_desc;This process cleaned the ore from by products that tended to defect the latter finished metal. By using this technique, the finished metal would have higher quality, durability and because of the large quantity turnover lower price.;;;;;;;;;;;;;x;
advanced_ore_smelting_processes;Advanced Ore-Smelting Processes;;;;;;;;;;;;;x;
advanced_ore_smelting_processes_desc;This process cleaned the ore from by products that tended to defect the latter finished metal. By using this technique, the finished metal would have higher quality, durability and because of the large quantity turnover lower price.;;;;;;;;;;;;;x;
advanced_riflemaking;Advanced Rifle-Smithing;;;;;;;;;;;;;x;
advanced_riflemaking_desc;We have perfected small arms manufacturing to an artform.;;;;;;;;;;;;;x;
advanced_submarines;Advanced Submarines;;;;;;;;;;;;;x;
advanced_submarines_desc;Description goes here.;;;;;;;;;;;;;x;
advanced_target_practice;Advanced Target Practice;;;;;;;;;;;;;x;
advanced_target_practice_desc;Fore!;;;;;;;;;;;;;x;
aerial_bacteria_and_antiseptic_principle;Aerial Bacteria and the Antiseptic Principle;;;;;;;;;;;;;x;
aerial_bacteria_and_antiseptic_principle_desc;The discovery of aerial bacteria and the development of antiseptics revolutionized life for humanity. No longer open wounds meant amputation or death, but infections even fevers could be cured with medicine.;;;;;;;;;;;;;x;
aero_ap_shell;Aerodynamic Armour Piercing Capped Shell;;;;;;;;;;;;;x;
aero_ap_shell_desc;Description goes here.;;;;;;;;;;;;;x;
alexander_bain;Alexander Bain;;;;;;;;;;;;;x;
alexander_bain_desc;An associate of J.S. Mill, Alexander Bain added connections from physiology to associationist psychology, adding the laws of compound and constructive association to those of contiguity, similarity, and frequency. He was known for writing two of the earliest textbooks in psychology in 1855 and 1859, which were used by later experimental psychologists such as William James. His Spencer–Bain principle concerning probability of behaviour recalls the later Behaviourist school in its conclusions.;;;;;;;;;;;;;x;
alfred_adler;Alfred Adler;;;;;;;;;;;;;x;
alfred_adler_desc;Alfred Adler was an Austrian doctor and psychotherapist. Adler diverged from Freud in arguing that unconscious motivation could be better explained by teleological goals rather than instinctual drives. According to Adler, people are born with a feeling of Inferiority. People attempt to overcome these feelings of inferiority. Adler posited one of three outcomes. An ‘inferiority complex’ develops in people who are overwhelmed by these feelings. Some of these will develop a superiority complex to mask their true feelings. Psychologically healthy people manifest the concept of self-esteem and satisfy their goals through a sense of personal achievement.;;;;;;;;;;;;;x;
alfred_binet;Alfred Binet;;;;;;;;;;;;;x;
alfred_binet_desc;Alfred Binet was a French psychologist who pioneered the use of standardized testing to measure individual differences in intelligence. The French government commissioned Binet and his student Theodore Simon to develop a test in 1899 to differentiate ‘retarded’ from ‘normal’ children. The Simon-Binet test divided intelligence into several areas and measured each with a battery of questions. Questions considered to measure higher ability were those answered more often by students whom their teachers had rated highly. Binet also believed that intelligences were inherited, but improvable by education. His test assigned a single ‘mental-level’ score to each subject based on their test results.;;;;;;;;;;;;;x;
alfred_marshall;Alfred Marshall;;;;;;;;;;;;;x;
alfred_marshall_desc;He was, first and foremost, ‘a brilliant and original theorist’.;;;;;;;;;;;;;x;
alfred_nobel;Alfred Nobel;;;;;;;;;;;;;x;
alfred_nobel_desc;Alfred Bernhard Nobel was a Swedish chemist, engineer, innovator, and armaments manufacturer. Known for inventing dynamite, Nobel also owned Bofors, which he had redirected from its previous role as primarily an iron and steel producer to a major manufacturer of cannon and other armaments. Nobel held 355 different patents, dynamite being the most famous. After reading a premature obituary which condemned him for profiting from the sales of arms, he bequeathed his fortune to institute the Nobel Prizes.;;;;;;;;;;;;;x;
alite;Alite;;;;;;;;;;;;;x;
alite_desc;Alite is a name for tricalcium silicate. It is the major, and characteristic, mineral phases in Portland cement.;;;;;;;;;;;;;x;
alternating_current;Alternating Current;;;;;;;;;;;;;x;
alternating_current_desc;In alternating current or AC systems electrons flow in both directions in wave patterns. After a fierce competition with direct current, alternating current got dominance for most domestic and industrial applications. One of the first applications were the electric chairs, which didn’t help in convincing that alternating current wasn’t more dangerous than direct current.;;;;;;;;;;;;;x;
alternative_plans;Naval Alternative Plans;;;;;;;;;;;;;x;
alternative_plans_desc;By letting the staff produce several alternative plans the best alternative be discerned faster by the commander. Also, if things changed the commander and his staff always had an alternative to go for quickly.;;;;;;;;;;;;;x;
ammunition_area_effect_calculations;Ammunition Area-Effect Calculations;;;;;;;;;;;;;x;
ammunition_area_effect_calculations_desc;By making statistical standard measurements of how much ammunition was needed give the right effect against a predefined size of enemy unit in a predefined square area combat became more cost efficient.;;;;;;;;;;;;;x;
ammunition_conservation_system;Ammunition Conservation System;;;;;;;;;;;;;x;
ammunition_conservation_system_desc;This was the combination of premeasured firing speed and area hit differentiators. It enabled the gun to fire optimized to get the best hit picture at the lowest ammunition usage rates.;;;;;;;;;;;;;x;
ammunition_production;Ammunition Production;;;;;;;;;;;;;x;
ammunition_production_desc;The design and production of basic munitions saw much improvement over the course of the 19th century. Advances in weapons design—from muzzle to breech loads to semi-automatics and machine guns—naturally meant that the design and production of ammunition also had to follow suit.;;;;;;;;;;;;;x;
amphibious_warfare_training;Amphibious Warfare Training;;;;;;;;;;;;;x;
amphibious_warfare_training_desc;The experiences of the First World War had demonstrated not only the potential of large-scale amphibious warfare, but also the limitations of current practices and equipment. As such, in the interwar period the major powers worked to increase their capability to launch effective amphibious assaults. These efforts included not only the development of needed equipment, such as purpose-built landing craft, but also the creation and training of land units specializing in amphibious assaults, and the creation of specific naval strategies and tactics to best utilize warships in support and defence of amphibious operations.;;;;;;;;;;;;;x;
anaesthesia;Anaesthesia;;;;;;;;;;;;;x;
anaesthesia_desc;Anaesthesia is a state of temporary induced loss of sensation or awareness. Anaesthesia enables the painless performance of medical procedures that would cause severe or intolerable pain to an unanaesthetised patient.;;;;;;;;;;;;;x;
anna_freud;Anna Freud;;;;;;;;;;;;;x;
anna_freud_desc;The daughter of Sigmund Freud, Anna began her psychoanalytic practice in 1923. She served as secretary of the International Psychoanalytical Association between 1925 and 1934. Freud became known for her work on the social importance of the ego in childhood development. She wrote ‘The Ego and the Mechanisms of Defence’ in which she further developed the concept of defence mechanisms such as repression, displacement, reaction formation and rationalization. These are mental processes to reduce consciousness of wishes, memories and thoughts that prove threatening to self-esteem and security of the individual.;;;;;;;;;;;;;x;
annual_report_proceedings;Annual Report Proceedings;;;;;;;;;;;;;x;
annual_report_proceedings_desc;By instituting rules for the proceeding of annual reports for the firm the transparency of the market increased to the joy of both investors and owners. It was also easier to monitor firms that had problems.;;;;;;;;;;;;;x;
anti_aircraft_artillery;Anti-Aircraft Artillery;;;;;;;;;;;;;x;
anti_aircraft_artillery_desc;In response to the increasing role of aircraft in armed conflict, new methods and weapons were designed to counter this new threat. Dedicated anti-aircraft artillery was a major step forward in this area.;;;;;;;;;;;;;x;
anti_egalitarianism;Anti-Egalitarianism;;;;;;;;;;;;;x;
anti_egalitarianism_desc;This view is based on the theory of natural justice, which says that how people are born can never be unjust. Justice is completely relational. The effect is that the view that actions must be made to increase equality is wrong, if such action is not correcting a legal error.;;;;;;;;;;;;;x;
anti_trust_laws;Anti-Trust Laws;;;;;;;;;;;;;x;
anti_trust_laws_desc;This legislation stopped concentration of power on the market. Sometimes an actor became too big and competition diminished on the market which meant that prices was raised unproportionally.;;;;;;;;;;;;;x;
anticlericalism;Anti-Clericalism;;;;;;;;;;;;;x;
anticlericalism_desc;Anti-clericalism is a historical movement that opposes religious institutional power and influence, real or alleged, in all aspects of public and political life, and the involvement of religion in the everyday life of the citizen. It suggests a more active and partisan role than mere laïcité, and has at times been violent, leading to attacks and seizure of church property.;;;;;;;;;;;;;x;
antitoxins;Antitoxins;;;;;;;;;;;;;x;
antitoxins_desc;An Antitoxin is an antibody with the ability to neutralize a specific toxin. Antitoxins are produced by certain animals, plants, and bacteria. Although they are most effective in neutralizing toxins, they can kill bacteria and other microorganisms. Antitoxins are made within organisms, but can be injected into other organisms, including humans. This procedure involves injecting an animal with a safe amount of a particular toxin. Then, the animal’s body makes the antitoxin needed to neutralize the toxin. Later, the blood is withdrawn from the animal. When the antitoxin is obtained from the blood, it is purified and injected into a human or other animal, inducing passive immunity.;;;;;;;;;;;;;x;
anynomous_investor_business;Anonymous Investor Businesses;;;;;;;;;;;;;x;
anynomous_investor_business_desc;This style of business culture meant that the owners treated the business as an investment. Ownership was not about producing and selling things. Instead the only reason for being the owner was to see the business ratios rise. This practice was professional, but lacked commitment and was intensely risk-aversive.;;;;;;;;;;;;;x;
ap_capped_shell;Armour Piercing Shell;;;;;;;;;;;;;x;
ap_capped_shell_desc;Description goes here.;;;;;;;;;;;;;x;
archibald_scott_couper;Archibald Scott Couper;;;;;;;;;;;;;x;
archibald_scott_couper_desc;Archibald Scott Couper was a Scottish chemist who proposed an early theory of chemical structure and bonding. He developed the concepts of tetravalent carbon atoms linking together to form large molecules, and that the bonding order of the atoms in a molecule can be determined from chemical evidence.;;;;;;;;;;;;;x;
aristocracy;Aristocracy;;;;;;;;;;;;;x;
aristocracy_desc;Aristocracy is a form of government in which the best qualified citizens rule. The concept evolved in Ancient Greece, whereby a council of famous citizens was commonly used and contrasted with ‘direct monarchy’ in which an individual king held the power.;;;;;;;;;;;;;x;
armour_piercing_exploding_projectiles;Armour-Piercing Exploding Projectiles;;;;;;;;;;;;;x;
armour_piercing_exploding_projectiles_desc;These projectiles were specially developed to penetrate the thick armour plates of the capital ships. This invention opened up an evolution of new projectiles as a countermeasure to the ever-increasing thickness of the plates.;;;;;;;;;;;;;x;
armour_piercing_projectiles;Armour-Piercing Projectiles;;;;;;;;;;;;;x;
armour_piercing_projectiles_desc;These projectiles were specially developed to penetrate the thick armour plates of the capital ships. This invention opened up an evolution of new projectiles as a countermeasure to the ever-increasing thickness of the plates.;;;;;;;;;;;;;x;
armoured_cars;Armoured Cars;;;;;;;;;;;;;x;
armoured_cars_desc;Armoured Cars filled a role not well suited to tanks or to regular infantry mounted on trucks. Providing lighter vehicles to cavalry and police units, armoured cars could travel at speed over regular roads, and provide a high degree of fire power per vehicle.;;;;;;;;;;;;;x;
armoured_citadels;Armoured Citadels;;;;;;;;;;;;;x;
armoured_citadels_desc;These were huge armoured platforms containing several guns which became less vulnerable to hits that could make the ship unable to defend itself.;;;;;;;;;;;;;x;
armoured_fist_doctrine;Armoured-Fist Doctrine;;;;;;;;;;;;;x;
armoured_fist_doctrine_desc;Who needs to move a tank quickly when it can destroy anything it sees?;;;;;;;;;;;;;x;
armoured_turrets;Armoured Turrets;;;;;;;;;;;;;x;
armoured_turrets_desc;By armouring the gun turrets, the ship became less vulnerable to hits that made it unable to defend itself.;;;;;;;;;;;;;x;
army_academic_training;Military Academic Training;;;;;;;;;;;;;x;
army_academic_training_desc;This meant that to become an officer it was no longer enough to be of gentle blood. You also had to attend a formal education which could at best be as good as any college. This was one of the most important causes behind the professionalization of the officers corps.;;;;;;;;;;;;;x;
army_alternative_plans;Military Alternative Planning;;;;;;;;;;;;;x;
army_alternative_plans_desc;By letting the staff produce several alternative plans the best alternative be discerned faster by the commander. Also, if things changed the commander and his staff always had an alternative to go for quickly.;;;;;;;;;;;;;x;
army_continuous_issuing_of_orders;Continuous Issuing of Military Orders;;;;;;;;;;;;;x;
army_continuous_issuing_of_orders_desc;By using a staff system even at low echelon units, it enabled the leader to give orders continuously and accurate.;;;;;;;;;;;;;x;
army_delegated_power;Delegated Military Power;;;;;;;;;;;;;x;
army_delegated_power_desc;This meant that an officer could temporarily delegate authority to one or more of his subordinates when come to clearly defined areas of responsibilities. This meant that he did not have to control everything himself at all times and that he could focus on the important questions.;;;;;;;;;;;;;x;
army_independent_command;Independent Military Command;;;;;;;;;;;;;x;
army_independent_command_desc;The old rules said that an officer breaking an order of a higher officer was to be brought to court martial. This made decision-making very indecisive. At this point regulations said that an officer was to carry on the core idea of the order of his superior officer, but how was at his own discretion.;;;;;;;;;;;;;x;
army_literate_ncos;Literate Army NCOs;;;;;;;;;;;;;x;
army_literate_ncos_desc;When literate NCOs started to flock to the ranks the average quality of the units and the training of the soldiers increased.;;;;;;;;;;;;;x;
army_local_military_government;Local Military Government;;;;;;;;;;;;;x;
army_local_military_government_desc;In a highly militarized society, or a normal society in war, often needed not only military-civilian cooperation boards on a local level, but sometimes most of the local government could be appointed officers. This meant not only a strong military control, but also that the power of the Army increased disproportionately in comparison to other governmental agencies.;;;;;;;;;;;;;x;
army_military_political_decision_making;Military-Political Decision-Making;;;;;;;;;;;;;x;
army_military_political_decision_making_desc;In wartime an influential Army that had lobbied for their cause for a long time could get full control not only over the execution of the war, but also over the resource management of the country. This could basically be called a Military Dictatorship governed by the General Staff.;;;;;;;;;;;;;x;
army_nco_tactical_training;NCO Tactical Military Training;;;;;;;;;;;;;x;
army_nco_tactical_training_desc;By excessively training the NCOs in the field and with tactical situations these not only became the leaders of the men, but also the initiative takers in combat.;;;;;;;;;;;;;x;
army_political_lobbying;Army Political Lobbying;;;;;;;;;;;;;x;
army_political_lobbying_desc;By having high ranking officers attending politicians and being experts in defence commissions etc the Army could easily have a strong influence over the political decisions concerning the defence and the security policy.;;;;;;;;;;;;;x;
army_societal_status;Military Societal Status;;;;;;;;;;;;;x;
army_societal_status_desc;At this time the professionalization of the officer corps and the fact the majority of it consisted of middle-class men rather than gentry increased its societal status.;;;;;;;;;;;;;x;
army_wargames;Military War Games;;;;;;;;;;;;;x;
army_wargames_desc;The wargames where staff training. It meant playing out a situation, a fictive war of conflict, and setting to staffs against each other and training them in order writing, communications and planning. At some degree it also trained their tactical and operational skill.;;;;;;;;;;;;;x;
arteries_of_commerce;Arteries of Commerce;;;;;;;;;;;;;x;
arteries_of_commerce_desc;The criss-cross pattern of railways became such that the economy of an entire nation depended upon them. In time, all industrial and commercial traffic moved on railways. Fortunes were built and lost on the construction of these arteries of commerce alone.;;;;;;;;;;;;;x;
artficial_nitrates;Artificial Nitrates;;;;;;;;;;;;;x;
artficial_nitrates_desc;Our understanding of chemistry has led to the development of artificial nitrates, reducing our dependency on naturally-extracted nitrates in sulphur production.;;;;;;;;;;;;;x;
arthur_evans;Arthur Evans;;;;;;;;;;;;;x;
arthur_evans_desc;Description goes here.;;;;;;;;;;;;;x;
artificial_fertilizers;Artificial Fertilisers;;;;;;;;;;;;;x;
artificial_fertilizers_desc;This was the technique of making fertilizers in a laboratory instead on relying on by-products from animals.;;;;;;;;;;;;;x;
artillery_production;Artillery Production;;;;;;;;;;;;;x;
artillery_production_desc;The Industrial Revolution of the 19th century affected practically all areas of human endeavour, and the production of artillery was no exception. What had previously been a lengthy process of cast moulding bronze cannons would—in the hands of luminaries of the industry, such as Alfred Krupp or Hiram Maxim—become an industrialized and exact science.;;;;;;;;;;;;;x;
atheism;Atheism;;;;;;;;;;;;;x;
atheism_desc;Atheism is the doctrine or belief that there is no God. People sharing this belief often resort to different means to compensate for the lack of a ‘higher figure’.;;;;;;;;;;;;;x;
auguste_comte;Auguste Comte;;;;;;;;;;;;;x;
auguste_comte_desc;Description goes here.;;;;;;;;;;;;;x;
augustin_cournot;Antoine Augustin Cournot;;;;;;;;;;;;;x;
augustin_cournot_desc;French philosopher, mathematician and economist, Augustin Cournot has been rightly hailed as one of the greatest of the Proto-Marginalists. The unique insights of his major economics work, ‘Researches into the Mathematical Principles of Wealth’ (1838) were without parallel. Although neglected in his time, the impact of Cournot work on modern economics can hardly be overstated.;;;;;;;;;;;;;x;
autarky;Autarky;;;;;;;;;;;;;x;
autarky_desc;Derived from the Ancient Greek for self-sufficiency, in the early twentieth century autarky was the goal for many States that felt further dependence upon the global economy was a threat to their national independence or the ideological basis of their regimes. In order to achieve autarky, such states would impose huge tariff barriers to imports from overseas, encourage the development of local industries to produce goods previously imported, strictly regulate foreign trade to preserve national income, and investigate the development of alternative substitutes to critical raw materials that were not available to the nation except from the world market. As an economic policy autarky could be called a twentieth-century revision of mercantilism, and while most often used by Communist and Fascist regimes that rejected all or part the capitalist model of economic production, even capitalist nations would resort to elements of autarky in times of economic instability, especially if they controlled large overseas empires that could provide key raw materials.;;;;;;;;;;;;;x;
authoritarianism;Authoritarianism;;;;;;;;;;;;;x;
authoritarianism_desc;Authoritarianism is the view that authority is the most important value which give balance and stability to it. It is often combined with traditionalism to give an epistemological foundation for who should wield this authority.;;;;;;;;;;;;;x;
autobahn;Autobahn;;;;;;;;;;;;;x;
autobahn_desc;Transportation, whether it be by rail or by road, has become an integral part of the nation’s economy. Goods and passengers are moving with an unheard-of speed, whereas not so long ago the idea of traveling even a moderate distance away from one’s home province was a major undertaking now it is a minor inconvenience.;;;;;;;;;;;;;x;
avantgarde_art;Avant-Garde Art;;;;;;;;;;;;;x;
avantgarde_art_desc;Using the newly developed means of expressions, the avant-garde gave the means a meaning of itself. Setting off to break down those pillars of tradition that were still standing, the avant-garde spread like seeds in the wind. A few rooted, many didn’t.;;;;;;;;;;;;;x;
avantgarde_literature;Avant-Garde Literature;;;;;;;;;;;;;x;
avantgarde_literature_desc;Using the newly developed means of expressions, the avant-garde gave the means a meaning of itself. Setting off to break down those pillars of tradition that were still standing, the avant-garde spread like seeds in the wind. A few rooted, many didn’t.;;;;;;;;;;;;;x;
avantgarde_music;Avant-Garde Music;;;;;;;;;;;;;x;
avantgarde_music_desc;Using the newly developed means of expressions, the avant-garde gave the means a meaning of itself. Setting off to break down those pillars of tradition that were still standing, the avant-garde spread like seeds in the wind. A few rooted, many didn’t.;;;;;;;;;;;;;x;
bakelite;Bakelite;;;;;;;;;;;;;x;
bakelite_desc;The first plastic, Bakelite was the invention of Belgium chemist Leo Hendrick Baekeland and quickly became an important product in the production of industrial and consumer goods beginning in the 1920s as a result of its durability and its fire-resistant properties. Inexpensive to produce, it would be the dominant plastic in the marketplace well into the 1950s.;;;;;;;;;;;;;x;
banking_regulations;Bank Regulations;;;;;;;;;;;;;x;
banking_regulations_desc;At this point regulations where introduced to check the activity of individual banks.;;;;;;;;;;;;;x;
bankruptcy_proceedings;Bankruptcy Proceedings;;;;;;;;;;;;;x;
bankruptcy_proceedings_desc;By instituting rules for the proceeding of bankruptcies these not only became simpler and faster, but uncertainty of creditors also decreased.;;;;;;;;;;;;;x;
barbed_wire_defense;Barbed Wire Defence;;;;;;;;;;;;;x;
barbed_wire_defense_desc;Barbed wire is a type of steel fencing wire constructed with sharp edges or points arranged at intervals along the strand. It is used to construct inexpensive fences and is used atop walls or as a major feature of the fortifications in trench warfare, stopping infantry charges.;;;;;;;;;;;;;x;
barrage_fire;Barrage Fire;;;;;;;;;;;;;x;
barrage_fire_desc;A barrage is massed artillery fire aimed at points, typically 20-30 yards apart, along one or more lines that can be from a few hundred to several thousand yards long. The lines are usually 100 yards apart and fire is lifted from one line to the next and one or several lines may be simultaneously engaged by different firing units. The artillery usually fires at a continuous steady rate, using high explosive or, historically, shrapnel shells. A barrage might be from a few or many batteries, or even from a single gun. Barrage fire may be defensive to deny or hamper enemy passage through an area or offensive to provide covering fire that neutralises the enemy in an area through or towards which friendly forces are advancing.;;;;;;;;;;;;;x;
basic_ship_building_r&d;Basic Ship Building R&D;;;;;;;;;;;;;x;
basic_ship_building_r&d_desc;Early production techniques were aided by increasing ship research.;;;;;;;;;;;;;x;
basic_training;Basic Training;;;;;;;;;;;;;x;
basic_training_desc;Every country holds a process by which new recruits into their armed forces are trained, but the refinement of this process has enabled not only for recruits to be trained more quickly but for the overall quality of their training to be increased.;;;;;;;;;;;;;x;
battlecruisers;Battlecruisers;;;;;;;;;;;;;x;
battlecruisers_desc;Description goes here.;;;;;;;;;;;;;x;
battlefield_destruction_doctrine;Battlefield Destruction Doctrine;;;;;;;;;;;;;x;
battlefield_destruction_doctrine_desc;Battlefield destruction called for airpower to focus on the bombing of frontline enemy military units, in close co-operation with friendly assaults launched against those enemy units.;;;;;;;;;;;;;x;
bayonet_charge;Bayonet Charge;;;;;;;;;;;;;x;
bayonet_charge_desc;The development of the bayonet in the late 17th century led to the bayonet charge becoming the main infantry tactic through the 19th century and into the 20th. As early as the 19th century, military scholars were already noting that most bayonet charges did not result in close combat. Instead, one side usually fled before actual bayonet fighting ensued. The act of fixing bayonets has been held to be primarily connected to morale, the making of a clear signal to friend and foe of a willingness to kill at close quarters.;;;;;;;;;;;;;x;
beef_canneries;Industrial Slaughterhouses;;;;;;;;;;;;;x;
beef_canneries_desc;Description goes here.;;;;;;;;;;;;;x;
bell_n_greys_telephones;Bell & Grey’s Telephones;;;;;;;;;;;;;x;
bell_n_greys_telephones_desc;Through the invention of the telephone every household could afford communicating directly with relatives and other. It also revolutionized communication between firms and organizations.;;;;;;;;;;;;;x;
bergius_process;Bergius Process;;;;;;;;;;;;;x;
bergius_process_desc;Description goes here.;;;;;;;;;;;;;x;
bessemer_steel;Bessemer Steel;;;;;;;;;;;;;x;
bessemer_steel_desc;This method not only clean iron during the process of making it into steel, but it also allowed for the use of iron that earlier had been unusable because its low grade.;;;;;;;;;;;;;x;
biased_multiculturalism;Biased Multiculturalism;;;;;;;;;;;;;x;
biased_multiculturalism_desc;Multiculturalism means the acceptation that many cultures may cohabit equally inside a political entity. However, some cultures are more equal than others. While members of some cultures may be welcome with open arms, others are, on the other hand, either considered ‘persona non grata’, expelled or even encouraged to leave the country.;;;;;;;;;;;;;x;
big_ship_competitor;Big Ship Competitor;;;;;;;;;;;;;x;
big_ship_competitor_desc;"This meant building very small capital ships; thus, this meant a smaller ship with clearly oversized main armament.";;;;;;;;;;;;;x;
bituminous_coal_for_coking;Bituminous Coal for Coking;;;;;;;;;;;;;x;
bituminous_coal_for_coking_desc;Description goes here.;;;;;;;;;;;;;x;
blue_water_school;Blue Water School;;;;;;;;;;;;;x;
blue_water_school_desc;This meant building navies that could contest control of the High Seas. They included many capital ships and smaller ships to defend them.;;;;;;;;;;;;;x;
bolt_action_rifle_armament;Bolt-Action Rifle Armament;;;;;;;;;;;;;x;
bolt_action_rifle_armament_desc;Bolt action is a type of firearm action in which the weapon’s bolt is operated manually by the opening and closing of the breech with a small handle. he first bolt-action rifle was produced in 1824 by Johann Nikolaus von Dreyse, following work on breechloading rifles. European armies continued to develop bolt-action rifles through the latter half of the Nineteenth Century, and World War I marked the height of the bolt-action rifle’s use, with all of the nations in that war fielding troops armed with various bolt-action designs.;;;;;;;;;;;;;x;
bomb_guns;Bomb Guns;;;;;;;;;;;;;x;
bomb_guns_desc;These guns fired in a 45-degree angle and shot bombs which was to penetrate the deck of the enemy vessel. The deck was often less armoured than other parts.;;;;;;;;;;;;;x;
boot_factories;Boot Factories;;;;;;;;;;;;;x;
boot_factories_desc;Description goes here.;;;;;;;;;;;;;x;
branislaw_malinowski;Branislaw Malinowski;;;;;;;;;;;;;x;
branislaw_malinowski_desc;Bronislaw Kasper Malinowski was a Polish anthropologist, widely considered one of the most important modern anthropologists, and also influential in structural functionalist sociology. His pioneering ethnographic fieldwork made a major contribution to the study of Melanesia and of phenomena relating to reciprocity.;;;;;;;;;;;;;x;
brass;Brass;;;;;;;;;;;;;x;
brass_desc;Description goes here.;;;;;;;;;;;;;x;
breech_loaded_rifle_armament;Breech-Loaded Rifle Armament;;;;;;;;;;;;;x;
