CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;
GER_cancel_elasstreaty_desc;When those cowardly pacifists decided to negotiate with the French over Elsaß-Lothringen, they betrayed the German people by giving up rightful German territory. It is up to $COUNTRY$ to correct to mistakes of the past and reclaim every inch of German land.;;;;;;;;;;;;;x
GER_cancel_elasstreaty_title;Revoke the Treaty of Elsaß-Lorraine;;;;;;;;;;;;;x
GUA_MMwar_desc;The chaos in the Yucatan has separated Tapachula from the rest of Mexico allowing us an opportunity to take land that is rightfully ours. We might be invaded for it, but that is a risk we must take.;;;;;;;;;;;;;x
GUA_MMwar_title;Seize Tapachula;;;;;;;;;;;;;x
HUN_ROM_treaty_desc;The region of Transylvania is intensely disputed between Hungary and Romania. With our influence over both countries, we could attempt to propose a treaty that could help solve, or at least ease, the tensions resulting from the dispute.;;;;;;;;;;;;;x
HUN_ROM_treaty_title;Transylvania Treaty;;;;;;;;;;;;;x
IBR_valencia_desc;Although Barcelona is not under our control, we have still been given mandate over Iberia. We should move our capital south to Valencia.;;;;;;;;;;;;;x
IBR_valencia_title;Move Capital to Valencia;;;;;;;;;;;;;x
ITA_annex_ITS_desc;Description goes here.;;;;;;;;;;;;;x
ITA_annex_ITS_title;Annex Southern Italy;;;;;;;;;;;;;x
KUK_embrace_croatian_minority_desc;We shall embrace our Croat citizens, and elevate them to the status shared by that of the Hungarians.;;;;;;;;;;;;;x
KUK_embrace_croatian_minority_title;Embrace the Croat Minority;;;;;;;;;;;;;x
KUK_embrace_czech_minority_desc;We shall embrace our Czech citizens, and elevate them to the status shared by that of the Hungarians.;;;;;;;;;;;;;x
KUK_embrace_czech_minority_title;Embrace the Czech Minority;;;;;;;;;;;;;x
KUK_embrace_jewish_minority_desc;Emperor Franz Joseph I of Austria bestowed on the Jewish population equal rights, saying ‘the civil rights and the country’s policy is not contingent on the people’s religion’. The emperor was well liked by the Jewish population, which, as a token of appreciation, wrote prayers and songs about him that were printed in Jewish prayer books. In 1849 the emperor cancelled the prohibition against the Jewish population organizing within the community, and in 1852 new regulations of the Jewish community were set. In 1867 the Jewish population formally received full equal rights.;;;;;;;;;;;;;x
KUK_embrace_jewish_minority_title;Grant Equal Rights for the Jewish People;;;;;;;;;;;;;x
KUK_embrace_polish_minority_desc;We shall embrace our Polish citizens, and elevate them to the status shared by that of the Hungarians.;;;;;;;;;;;;;x
KUK_embrace_polish_minority_title;Embrace the Polish Minority;;;;;;;;;;;;;x
KUK_embrace_slovene_minority_desc;We shall embrace our Slovene citizens, and elevate them to the status shared by that of the Hungarians.;;;;;;;;;;;;;x
KUK_embrace_slovene_minority_title;Embrace the Slovene Minority;;;;;;;;;;;;;x
LPL_USA_desc;In the United States continuing efforts to strengthen our control and ensure lasting peace South America, we can attempt to unite the people of the Rio de la Plata. The Argentinians have always been pushing for a more centralized state, and we are able to assist them. The United Provinces will live again and greater than ever before.;;;;;;;;;;;;;x
LPL_USA_title;Form the United Provinces of La Plata;;;;;;;;;;;;;x
LSK_form_desc;The United States has successfully seized Alaska, but arguments have erupted on what to do with the barren land up north. The obvious answer is to continue to hold Alaska and develop the land, but there are somehow says that to do so would be imperialistic. A decision must be reached.;;;;;;;;;;;;;x
LSK_form_title;The Future of Alaska;;;;;;;;;;;;;x
NAF_HAI_desc;As the place of the first successful slave revolt in the New World, it is only natural that Haiti should join New Africa in its struggle for liberty.;;;;;;;;;;;;;x
NAF_HAI_title;Integrate Haiti;;;;;;;;;;;;;x
NAF_constituion_desc;After centuries of oppression and enslavement, African Americans finally have a sovereign country to call their own. It is time to create a constitution and outline the future of New Africa!;;;;;;;;;;;;;x
NAF_constituion_title;Constitution of New Africa;;;;;;;;;;;;;x
NAF_native_american_desc;Seminole Indians and African Americans have a long and intertwined history. Many slaves fled to the Florida marshes and lived with the Seminole tribes before establishing in their own tribes composed of Seminoles and fugitive slaves. The government should offer citizenship to the Indians that remain in Florida.;;;;;;;;;;;;;x
NAF_native_american_title;Seminole Act;;;;;;;;;;;;;x
NAF_start_desc;This decision will allow you to play as New Africa and will secede the states of Louisiana and Mississippi to the republic. This decision will disappear after 1836.;;;;;;;;;;;;;x
NAF_start_title;Play as New Africa;;;;;;;;;;;;;x
NEN_NY_desc;Amid the War of 1812, prominent politicians from across New England gathered in Hartford, Connecticut to express their anger towards an increasingly tyrannical Madison administration and protest its battle with Great Britain. The Hartford Convention was the starting point of the New England Independence Movement, but objections from the New York delegation deterred secessionist sentiments. It is due time to correct the mistakes made by New York in the past.;;;;;;;;;;;;;x
NEN_NY_title;Incorporate New York;;;;;;;;;;;;;x
NEN_french_desc;While New England will always be, as the name implies, and an Anglo nation, we cannot ignore the large French speaking population that live within our borders. Rather than ignoring them, we should incorporate them into the fibres of our society while allowing them some cultural and linguistic privileges.;;;;;;;;;;;;;x
NEN_french_title;The Acadian Acceptance Act;;;;;;;;;;;;;x
NEN_lawrence_conquest_desc;The St. Lawrence River is important both for defence and for the trade that passes out into the gulf. Over past few years, New England has expanded greatly, and jingoist believe that the annexation of the territory east of the St. Lawrence river will complete the country’s natural borders.;;;;;;;;;;;;;x
NEN_lawrence_conquest_title;The Natural Borders of St. Lawrence;;;;;;;;;;;;;x
NEN_lawrence_purchase_desc;Many in Boston agree that the natural borders of New England extend to St. Lawrence River, and it would advantageous to state to attempt to purchase all lands east of the river. Given New England’s good ties with the British, we believe they are inclined to accept our offer.;;;;;;;;;;;;;x
NEN_lawrence_purchase_title;The St. Lawrence Lease;;;;;;;;;;;;;x
NEN_maritimes_conquest_desc;As New England continues to grow in power, so too must it grow in size. It is the destiny of New England to extend into Gulf of St. Lawrence. New Brunswick, Prince Edward Island, and Nova Scotia must under our control.;;;;;;;;;;;;;x
NEN_maritimes_conquest_title;Manifest Destiny in the Maritimes;;;;;;;;;;;;;x
NEN_maritimes_purchase_desc;While most uncivilized nations would simply claim territory then march off to war, New England has always valued the dignity in business and fair trade. Given our close ties, both culturally and economically, the British may be willing to sell us their Maritimes Provinces.;;;;;;;;;;;;;x
NEN_maritimes_purchase_title;Purchase the Maritimes;;;;;;;;;;;;;x
NW_hegemony_desc;Foreign powers have been successfully banished and the New World is now firmly under the protection of the United States. It is time to begin the process of reorganizing the American nations to strengthen themselves against threats from across the oceans so that they might never be oppressed again. As long as the United States maintains the principles of democracy and liberty, then the continents of the New World will remain safe and be able to prosper.;;;;;;;;;;;;;x
NW_hegemony_title;Declare American Hegemony Over the New World;;;;;;;;;;;;;x
PAP_restore_desc;Now that order is restored in the Papal States, we can place his Majesty the Pope back onto his throne so he can continue the Lord’s work.;;;;;;;;;;;;;x
PAP_restore_title;Restore the Pope Back onto His Holy Throne;;;;;;;;;;;;;x
PNJ_embrace_avadhi_minority_desc;The Sikh Empire is a secular, tolerant state. We shall embrace the Avadhi lands under our dominion, and together forge a nation even stronger than before.;;;;;;;;;;;;;x
PNJ_embrace_avadhi_minority_title;Embrace the Avadhi;;;;;;;;;;;;;x
PNJ_embrace_baluchi_minority_desc;The Sikh Empire is a secular, tolerant state. We shall embrace the Baluchi lands under our dominion, and together forge a nation even stronger than before.;;;;;;;;;;;;;x
PNJ_embrace_baluchi_minority_title;Embrace the Baluchi;;;;;;;;;;;;;x
PNJ_embrace_pashtun_minority_desc;The Sikh Empire is a secular, tolerant state. We shall embrace the Pashtun lands under our dominion, and together forge a nation even stronger than before.;;;;;;;;;;;;;x
PNJ_embrace_pashtun_minority_title;Embrace the Pashtuns;;;;;;;;;;;;;x
PNJ_embrace_sindi_minority_desc;The Sikh Empire is a secular, tolerant state. We shall embrace the Sindi lands under our dominion, and together forge a nation even stronger than before.;;;;;;;;;;;;;x
PNJ_embrace_sindi_minority_title;Embrace the Sindi;;;;;;;;;;;;;x
SCA_customs_union_desc;The first step in uniting the Scandinavian nations is to eliminate the restrictions on trade between us. Open the borders!;;;;;;;;;;;;;x
SCA_customs_union_title;The Scandinavian Customs Union;;;;;;;;;;;;;x
SCA_political_union_desc;The next step towards uniting Scandinavia is reducing the differences in our governments. Why have multiple agencies when there can simply be one, providing all our people with the services they need? We must surrender our individual sovereignty for common gain.;;;;;;;;;;;;;x
SCA_political_union_title;The Scandinavian Political Union;;;;;;;;;;;;;x
UKY_join_CSA_title;Join the Confederacy!;;;;;;;;;;;;;x
UKY_join_CSA_desc;With the civil war over and the Confederacy victorious it has been established that US states do in fact have a right to secede. It is now time for Neutral Kentucky to join the Confederacy!;;;;;;;;;;;;;x
UKY_join_USA_title;Join the Union!;;;;;;;;;;;;;x
UKY_join_USA_desc;With the civil war over and the Union victorious it has been established that US states do not have a right to secede. It is now time for Neutral Kentucky to rejoin the Union!;;;;;;;;;;;;;x
ULA_HAI_desc;As Louisiana continues to grow in power, $CAPITAL$ has begun to eye other territories that should be brought under our domain. The French speaking lands of Haiti would be a valuable and natural addition to Louisiana.;;;;;;;;;;;;;x
ULA_HAI_title;Annex Haiti;;;;;;;;;;;;;x
ULA_afro_desc;Several reformers in the Louisianan government have suggested extended some political rights to the native population of Haiti. Louisiana is surrounded by Anglos on all sides, so it would not hurt to grow its French speaking population.;;;;;;;;;;;;;x
ULA_afro_title;Integrate the Afro-François Population;;;;;;;;;;;;;x
ULA_buyout_desc;The United States would never have originally agreed to sell back our rightful territory in the Mississippi Basin, but now that their Western frontier has collapsed, and we firmly hold onto the Louisiana Territory, we can bring the United States the negotiating table. We will of course offer them a fair price for their troubles.;;;;;;;;;;;;;x
ULA_buyout_title;The Second Louisiana Purchase;;;;;;;;;;;;;x
ULA_dixie_desc;Louisiana has a unique cultural identity that shines brightly in the New World. With that being said, the Cadien people are a minority in their own land. Our territory is scattered with American settlers, left overs of Thomas Jefferson’s purchase. The majority of which are not happy about French rule. For Louisiana to survive, some of English population may need to be integrated. The so-called Dixie population are good candidate as they sympathize with Louisiana’s struggle for independence and are no friends of the United States.;;;;;;;;;;;;;x
ULA_dixie_title;Our Southern Brethren;;;;;;;;;;;;;x
ULA_greater_desc;The Sale of Louisiana in 1803 should be considered null and void as it failed to take into account the wishes of the citizens residing in the land. Louisiana must expand from out of the bayou and reclaim its rightful borders that extends along the great Mississippi River.;;;;;;;;;;;;;x
ULA_greater_title;Reclaim the Louisiana Territory;;;;;;;;;;;;;x
USA_CAN_achieved_desc;After terrible fighting across the Americas, the virtuous patriots of Liberty have triumphed over the wicked tyrants of the Old World. In cities throughout the country, banners of red, white, and blue are raised to celebrate the induction of Canada into the Union. Patriotism is a fever pitch as delegates in Philadelphia sign a treaty which banishes the United Kingdom from the Americas. Any British colonial possessions are transferred to the United States so that the damages done to them during their time under Royalist oppression might be repaired. A new and beautiful day is dawning, as majestic American Eagle spreads his mighty wings over the American continents.;;;;;;;;;;;;;x
USA_CAN_achieved_title;The Treaty of Philadelphia;;;;;;;;;;;;;x
USA_CAN_denied_desc;British and Canadian troops have successfully defended the 50th Parallel, and the onslaught of American militiamen has been thrown back. With the war over, it is time to clip the Eagle’s wings and redraw the borders of North America to ensure lasting peace in the New World. We welcome the American diplomats into Ottawa so they might behold what they will never have. All the Oregon Territory will be returned to British hands, and several northern US territories along with the state of Michigan will be transferred to the Dominion of Canada. Also, the Treaty calls for the formation of a new and independent, under British supervision of course, Republic of New England composed of several north-eastern states. With all these measures in place, British interest in the New World shall never again be threatened by the rabble of uncivilized men.;;;;;;;;;;;;;x
USA_CAN_denied_title;The Treaty of Ottawa;;;;;;;;;;;;;x
USA_CAN_expansion_desc;The Second Revolutionary War is upon America! All true patriots must unite to finally push out the Royalist invaders and free Canada from the same oppressors we faced in 1776! If we are defeated the consequences will be immense, but if we are victorious, the reward will be glorious! All the monarchs of Europe will be against us but let them come for the tree of liberty must be refreshed from time to time with the blood of patriots and tyrants!;;;;;;;;;;;;;x
USA_CAN_expansion_title;Crusade for Canada;;;;;;;;;;;;;x
USA_UCA_dismantle_desc;Now that the South Americans have been beaten back and Central America is under our control, we can restore the status quo to the region. This unholy union will be no more, and American entrepreneurs will be able to operate freely. Order is restored and our interest our secure.;;;;;;;;;;;;;x
USA_UCA_dismantle_title;Dismantle Central America;;;;;;;;;;;;;x
USA_canadian_desc;Sadly while the United States achieved independence in 1776, our Canadian brothers to the north remained under subjugation. Finally, the Canadians can be integrated into this great Union.;;;;;;;;;;;;;x
USA_canadian_title;Integrate the Canadians;;;;;;;;;;;;;x
USA_french_desc;After the liberation of Quebec, the issue on what to do with the French speaking population needs to be resolved. Should they be given home rule or should they be integrated into the Union.;;;;;;;;;;;;;x
USA_french_title;The Quebec Question;;;;;;;;;;;;;x
USA_restore_CUB_desc;With the island now under Union control once more, the future of Cuba is now in America’s hand.;;;;;;;;;;;;;x
USA_restore_CUB_title;Restore Order to Cuba;;;;;;;;;;;;;x
USS_USA_lose_desc;The South American invaders have been repealed, and parades march down every boulevard in celebration in our defence of freedom. For too long the United States has allowed South America aggressive expansion to continue uncontrolled for too long, but after this war it has become clear a united South America must come to an end. Delegates are meeting in Miami to determine what is to be done to restore order to the New World.;;;;;;;;;;;;;x
USS_USA_lose_title;The Treaty of Miami;;;;;;;;;;;;;x
USS_USA_win_desc;After a terrible struggle, victory belongs to South America and our hegemony over the New World is unquestionable. The people of Latin America will no longer be oppressed by the United States. Land stolen during the American Intervention in Mexico will be returned, and the United States will be dismantled into smaller and easier to manage federations. The future of the Americas shines bright under the Sun of May.;;;;;;;;;;;;;x
USS_USA_win_title;The Second Treaty of Guadalupe Hidalgo;;;;;;;;;;;;;x
USS_afro_desc;With the intermixing of ethnicities, a common occurrence in South America and other Latin American states, an individual’s true ethnicity is a blurred line. Nevertheless, in several parts of South America, the shackles of slavery have only recently been broken. We should begin integrating the former slave population to erase the stain left by Spanish and Portuguese slavers. Obviously not everyone will be pleased by this decision.;;;;;;;;;;;;;x
USS_afro_title;Embrace Afro-Latin Americans;;;;;;;;;;;;;x
USS_annex_CUB_desc;During the Latin American Wars of Independence, Cuba and other Caribbean islands remained other Spanish subjugation. However, a new sun rises over the Caribbean and with Cuba under our protection, we can begin to integrate them into our union.;;;;;;;;;;;;;x
USS_annex_CUB_title;Integrate Cuba;;;;;;;;;;;;;x
USS_annex_DOM_desc;During the Latin American Wars of Independence, the Dominican Republic and other Caribbean islands remained other Spanish subjugation. However, a new sun rises over the Caribbean and with the Dominican Republic under our protection, we can begin to integrate them into our union.;;;;;;;;;;;;;x
USS_annex_DOM_title;Integrate the Dominican Republic;;;;;;;;;;;;;x
USS_annex_PRI_desc;During the Latin American Wars of Independence, Puerto Rico and other Caribbean islands remained other Spanish subjugation. However, a new sun rises over the Caribbean and with Puerto Rico under our protection, we can begin to integrate them into our union.;;;;;;;;;;;;;x
USS_annex_PRI_title;Integrate Puerto Rico;;;;;;;;;;;;;x
USS_caliport_desc;In order to secure South American security interest in North America, we should approach Mexico to purchase the Port of San Francisco. A naval base there will help us keep an eye on the Pacific.;;;;;;;;;;;;;x
USS_caliport_title;The Port of San Francisco;;;;;;;;;;;;;x
USS_colonies_desc;With South America unified under one flag, we are strong enough to secure the uncolonized land on our southern border.;;;;;;;;;;;;;x
USS_colonies_title;Secure Uncolonized Lands;;;;;;;;;;;;;x
USS_dismantle_USA_desc;If the people of Latin America are to be truly free, then the we must end the United States of America’s domination of the New World. While it claims to be the protector of democracy against foreign threats, the United States is nothing more than another imperial tyrant. All of Latin America must rally behind $COUNTRY$ in this final war for liberty! Although should we be defeated, the consequences will be grave.;;;;;;;;;;;;;x
USS_dismantle_USA_title;The Final War for Liberation;;;;;;;;;;;;;x
USS_form_UCA_desc;With South America unified under our leadership, it is our duty to continue strengthening the people of Latin America through solidarity. Nowhere is the chaos of the New World more noticeable then Central America where petty states are kept in divided squalor for the benefit of American and European capitalist. Even we can teach them the merits of unity, surely, they will prosper under our supervision and protection.;;;;;;;;;;;;;x
USS_form_UCA_title;Unite Central America;;;;;;;;;;;;;x
USS_miranda_desc;In the early nineteenth century, Venezuelan revolutionary Francisco de Miranda attempted to liberate all of Spanish America and unite it under one glorious flag. Sadly, he failed and died in a Spanish prison, but now we have the opportunity to revive his dream and expel the last of the imperialist from Latin America. Officials are gathering in the South American capital to declare a doctrine that will accomplish what the American Monroe Doctrine never could.;;;;;;;;;;;;;x
USS_miranda_title;Declare the Miranda Doctrine;;;;;;;;;;;;;x
USS_puppet_MEX_desc;Although separated by vast distances, Mexico and South America are connected by our struggle for independence against imperialist aggressors. However, the years have not been kind to Mexico and the nation frequently faces the threat of invasion and revolt. For Mexico to be truly safe, we must strengthen our control of its affairs. However, we have no guarantees that Mexico will accept such a paternal relationship and the United States will see this an encroachment upon their backyard.;;;;;;;;;;;;;x
USS_puppet_MEX_title;Strengthen Control Over Mexico;;;;;;;;;;;;;x
YUC_MMwar_desc;In order to pull Mexican troops away from our borders, we can incite a revolt among the rebellious Mayans of the Yucatan peninsula. Our troops in the region can arm the local populace to take up arms against their rulers in Mexico City. Although rebellions are expensive things.;;;;;;;;;;;;;x
YUC_MMwar_title;Incite a Revolt in the Yucatan;;;;;;;;;;;;;x
abandon_beiyang_faction_desc;The goals of the Beiyang Army are no longer our own. As our ideology has changed, so must our allegiance. The civil war continues!;;;;;;;;;;;;;x
abandon_beiyang_faction_title;Abandon the Beiyang;;;;;;;;;;;;;x
abandon_communist_faction_desc;The goals of the Communists are no longer our own. As our ideology has changed, so must our allegiance. The civil war continues!;;;;;;;;;;;;;x
abandon_communist_faction_title;Abandon the Communists;;;;;;;;;;;;;x
abandon_kuomintang_faction_desc;The goals of the Kuomintang are no longer our own. As our ideology has changed, so must our allegiance. The civil war continues!;;;;;;;;;;;;;x
abandon_kuomintang_faction_title;Abandon the Kuomintang;;;;;;;;;;;;;x
abandon_neutral_faction_desc;We can no longer afford to stand on the side-lines in the civil war. For better or worse, we must recognize that we have already cast the die in the conflict and take a stand.;;;;;;;;;;;;;x
abandon_neutral_faction_title;Abandon Neutrality;;;;;;;;;;;;;x
abandon_neutrality_desc;The might of the Swiss army is such that we can repel our neighbours without difficulty. Our policy of neutrality is no longer necessary.;;;;;;;;;;;;;x
abandon_neutrality_title;Abandon Swiss Neutrality;;;;;;;;;;;;;x
abandon_the_finnish_desc;Our Nordic brothers fear that we may try to control the Scandinavian union by using a Finnish and Swedish majority. One of the requirements, one of the things they are most adamant about, is that we guarantee only Nordic people will be allowed in a possible Scandinavian union, each one represented equally. Perhaps in the future we can sway their resolve but for now, if we ever hope to achieve a union, we will have to remove the Finns from positions of power and relegate them to second class citizens status.;;;;;;;;;;;;;x
abandon_the_finnish_title;Abandon the Finnish;;;;;;;;;;;;;x
aberdeen_act_title;Aberdeen Act;;;;;;;;;;;;;x
aberdeen_act_desc;In the 1820s, the Brazilian government signed legislature to formally end the slave trade in their country, but this law is not put into force. As the primary force in the world against the evils of slavery, it falls upon us to ensure that Brazil follows international conventions and puts an end to the slave trade.;;;;;;;;;;;;;x
abolish_forced_work_desc;Despite past efforts of the $COUNTRY_ADJ$ government, forced work still remains a common occurrence in $COUNTRY$. Western officials in $CAPITAL$ are pressuring us to end this so they can expand their markets. They are offering us support to do this, but a radical change like this in such a small time is bound to anger the people.;;;;;;;;;;;;;x
abolish_forced_work_title;Abolish Forced Work;;;;;;;;;;;;;x
abolish_heavenly_capital_desc;Our forces have capture Nanjing, the Ming dynasty’s former capital, renamed Tianjing by the Taiping rebels. We need to clear the rebel stain and restore the city’s historical name.;;;;;;;;;;;;;x
abolish_heavenly_capital_title;Nanjing Recaptured;;;;;;;;;;;;;x
abolish_italian_minors_desc;The unification of Italy wasn’t a smooth process and the result was local autonomy in the old states that composed Italy. We need a united nation and to accomplish that we must abolish local self-rule and privileges.;;;;;;;;;;;;;x
abolish_italian_minors_title;The Italian States;;;;;;;;;;;;;x
abolish_los_fueros_desc;The relentless centralizing drive of the Spanish Crown led, after the end of the First Carlist War, to the reduction of the Basque institutional and legal system (called Fueros), but it was only after the last Carlist War that it was virtually wiped out. After the war, a new Spanish constitution was drawn up in order to establish a unitarian and central administration in Spain cut out according to a Spanish-Castilian pattern. Navarre was affected, but for the moment it was spared from further curtailments due to their 1841 ‘Compromise Act’ (Ley Paccionada) that turned officially the semi-autonomous Kingdom of Navarre into another province of Spain. The Basques were forced to enrol in the Spanish military on an individual basis, and not in separate groups or corps, despite the fact that many Basques could hardly articulate a pair of phrases in Spanish, exposing them at best to stressful experiences. These changes allowed Spain to turn in a modern unified country, shaking off the last bits of the Ancien Régime, the first step to end the regionalism driving the forces behind the Carlists and Christinos.;;;;;;;;;;;;;x
abolish_los_fueros_title;Abolish the Fueros;;;;;;;;;;;;;x
abolish_prohibition_desc;Some say that our nation’s experiment with the outlawing of alcohol has gone on for too long, and argue that it should be abolished.;Certains pensent que la prohibition de l'alcool a assez duré et qu'elle devrait être abolie.;Manche Stimmen sagen, dass das Experiment unserer Nation mit der Alkoholkriminalisierung schon zu lange läuft und sind der Meinung, man solle es beenden.;;;;;;;;;;;x
abolish_prohibition_title;Repeal Prohibition;Abrogation de la prohibition;Schluß mit der Prohibition;;;;;;;;;;;x
